index,SPACER_cex_depth,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_depth,SPACER_max_query_lvl,SPACER_num_active_lemmas,SPACER_num_ctp_blocked,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_reuse_reach_facts,max_memory,memory,status,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_is_reach
array-dblclockfft_butterfly_ck2_r0-p185.smt2,,,9,10,10,106,64,95,439,20,199,171,126,189,,,423.07,257.61,unsat,79.25,2.75,0.17,2.05,0.10,0.40,70.09,55.18,,0.12,0.01,0.01,0.53,74.92,13.49,61.39,0.88,43.63,
array-dblclockfft_butterfly_ck2_r0-p188.smt2,,,,18,17,335,81,219,2887,25,467,443,2003,457,,,636.11,607.29,timeout,899.97,2.89,0.14,1.73,0.12,0.63,543.07,492.87,,0.88,0.01,0.01,2.82,558.97,145.27,413.64,4.84,337.58,
array-dblclockfft_butterfly_ck2_r0-p218.smt2,,,11,12,12,356,58,228,1441,20,576,547,517,563,,,513.76,454.74,unsat,397.29,3.10,0.12,2.08,0.11,0.53,358.07,326.93,,0.54,0.01,0.01,2.23,371.37,59.06,312.28,3.99,252.06,
array-dblclockfft_butterfly_ck2_r0-p232.smt2,,,1,4,4,13,6,15,23,,26,19,6,21,,,423.07,22.05,unsat,0.78,0.01,,0.00,,0.00,0.46,0.39,,,0.00,,0.01,0.52,0.06,0.45,0.02,0.25,
array-dblclockfft_butterfly_ck2_r0-p239.smt2,,,6,6,6,31,14,9,105,,58,46,21,51,,,423.53,39.01,unsat,2.56,0.02,,0.01,0.00,0.01,2.10,1.91,,0.00,0.00,,0.03,2.29,0.92,1.36,0.06,0.85,
array-dblclockfft_butterfly_ck2_r0-p249.smt2,,,5,6,6,35,14,25,58,2,55,43,5,48,,,423.07,51.34,unsat,5.03,0.05,0.00,0.02,0.00,0.02,4.22,3.30,,0.01,0.01,0.01,0.06,4.54,0.51,4.02,0.12,3.04,
array-dblclockfft_butterfly_ck2_r0-p253.smt2,,,9,11,11,222,75,160,1258,4,399,372,606,387,,,423.07,332.64,unsat,185.04,3.15,0.18,1.89,0.12,0.68,169.56,150.33,,0.34,0.01,0.01,1.37,178.64,31.74,146.86,2.41,111.92,
array-dblclockfft_butterfly_ck3_r0-p021.smt2,,,,17,16,398,85,173,2516,23,513,490,1388,504,,,928.78,833.54,timeout,899.97,4.09,0.17,2.12,0.17,0.70,812.76,746.53,,1.10,0.01,0.01,3.15,834.40,158.35,675.99,5.56,565.73,
array-dblclockfft_butterfly_ck3_r0-p029.smt2,,,3,6,6,22,25,46,119,,74,57,51,67,,,130.48,24.50,unsat,1.48,0.04,0.00,0.01,0.00,0.01,1.12,0.94,,0.00,0.00,,0.03,1.32,0.14,1.16,0.06,0.57,
array-dblclockfft_butterfly_ck3_r0-p042.smt2,,,,20,19,307,82,91,2487,,439,406,1323,421,,,768.72,745.33,timeout,899.97,1.96,0.06,0.87,0.09,0.46,735.42,697.56,,0.81,0.01,0.01,2.19,750.28,131.37,618.85,3.83,462.77,
array-dblclockfft_butterfly_ck3_r0-p048.smt2,,,,20,19,331,108,113,3283,2,488,454,1691,471,,,612.99,575.91,timeout,899.97,2.28,0.08,1.12,0.10,0.55,661.54,614.82,,1.58,0.01,0.01,2.00,679.57,176.41,503.10,3.76,434.22,
array-dblclockfft_butterfly_ck3_r0-p051.smt2,,,,45,44,404,595,186,4245,26,863,794,2023,835,,,1754.19,1204.35,timeout,900.12,28.52,1.41,20.02,0.74,5.56,568.25,327.04,,1.32,0.03,0.03,3.02,610.49,265.33,344.99,4.98,231.01,
array-dblclockfft_butterfly_ck3_r0-p052.smt2,,,2,4,4,14,9,17,33,,29,24,13,24,,,132.10,17.82,unsat,0.50,0.01,,0.00,,0.00,0.31,0.26,,,0.00,,0.01,0.36,0.04,0.32,0.02,0.13,
array-dblclockfft_butterfly_ck3_r0-p053.smt2,,,,15,14,364,105,173,2406,14,469,448,1504,460,,,859.27,763.79,timeout,899.97,6.70,0.40,4.41,0.22,1.13,513.63,469.33,,0.90,0.02,0.01,2.62,532.62,86.50,446.08,4.61,377.54,
array-dblclockfft_butterfly_ck3_r0-p056.smt2,,,2,4,4,12,6,17,33,,30,22,15,25,,,130.48,13.92,unsat,0.36,0.01,,0.00,,0.00,0.18,0.13,,,0.00,,0.01,0.23,0.04,0.19,0.02,0.07,
array-dblclockfft_butterfly_ck3_r0-p066.smt2,,,,19,18,388,127,129,3517,4,537,504,1847,520,,,800.58,707.28,timeout,899.96,4.38,0.20,2.64,0.17,0.91,826.05,765.34,,2.39,0.01,0.01,2.56,850.56,241.26,609.25,4.86,497.75,
array-dblclockfft_butterfly_ck3_r0-p082.smt2,,,,19,18,545,167,189,3411,22,720,687,1725,703,,,806.92,654.57,timeout,899.98,6.80,0.35,4.46,0.24,1.35,823.84,644.08,,1.84,0.00,,1.48,844.11,184.56,659.50,3.49,546.19,
array-dblclockfft_butterfly_ck3_r0-p090.smt2,,,,15,14,236,79,96,1553,5,335,308,785,320,,,592.78,539.20,timeout,899.97,1.56,0.06,0.90,0.07,0.31,292.99,269.31,,0.59,0.01,0.01,1.35,302.68,69.38,233.25,2.54,188.03,
array-dblclockfft_butterfly_ck3_r0-p111.smt2,,,,12,11,158,43,94,618,10,223,202,327,211,,,1646.44,1555.74,timeout,899.97,0.92,0.04,0.59,0.04,0.20,91.50,68.96,,0.11,0.01,0.01,0.85,95.48,15.42,80.03,1.48,61.42,
array-dblclockfft_butterfly_ck3_r0-p119.smt2,,,2,4,4,12,9,14,37,,29,21,15,24,,,132.10,16.67,unsat,0.57,0.01,,0.00,,0.00,0.38,0.32,,,0.00,,0.01,0.45,0.06,0.39,0.02,0.24,
array-dblclockfft_butterfly_ck3_r1-p022.smt2,,,2,5,5,24,5,30,96,,52,41,53,46,,,525.01,433.77,unsat,75.41,9.51,0.53,7.70,0.26,1.02,31.21,6.69,,0.01,0.01,0.01,0.06,40.98,6.85,34.11,0.10,14.53,
array-dblclockfft_butterfly_ck3_r1-p024.smt2,,,3,4,4,10,9,17,53,,31,22,31,26,,,131.98,17.27,unsat,0.51,0.01,,0.00,,0.01,0.29,0.23,,,0.00,,0.01,0.36,0.06,0.29,0.02,0.13,
array-dblclockfft_butterfly_ck3_r1-p030.smt2,,,1,3,3,6,4,9,15,,17,13,5,13,,,131.98,13.96,unsat,0.27,0.01,,0.00,,0.00,0.10,0.08,,,0.00,,0.00,0.14,0.02,0.11,0.01,0.04,
array-dblclockfft_butterfly_ck3_r1-p047.smt2,,,,20,19,279,249,80,2616,15,426,394,1301,410,,,852.74,781.77,timeout,899.97,1.30,0.06,0.55,0.06,0.36,558.24,529.14,,1.31,0.01,0.01,1.58,570.74,190.94,379.74,2.95,318.34,
array-dblclockfft_butterfly_ck3_r1-p049.smt2,,,,24,23,217,315,41,2155,,517,474,880,494,,,1229.54,1047.02,timeout,899.97,1.03,0.05,0.55,0.07,0.23,163.38,118.02,,0.43,0.04,0.04,0.93,169.78,44.99,124.72,1.79,98.78,
array-dblclockfft_butterfly_ck3_r1-p054.smt2,,,,19,18,209,188,47,1278,2,374,339,519,355,,,582.02,563.93,timeout,900.08,0.51,0.02,0.22,0.04,0.15,95.42,87.89,,0.21,0.00,,0.38,98.76,15.46,83.25,0.98,69.92,
array-dblclockfft_butterfly_ck3_r1-p059.smt2,,,,12,11,267,82,101,498,28,326,305,95,314,,,4379.78,1863.30,timeout,899.99,94.23,3.82,75.39,1.54,13.25,722.82,346.55,,0.14,0.01,0.01,1.75,823.47,53.62,769.81,2.85,304.63,
array-dblclockfft_butterfly_ck3_r1-p086.smt2,,,,17,16,287,73,101,1981,4,408,385,1159,399,,,1602.48,1542.36,timeout,899.96,9.46,0.33,6.15,0.22,0.99,806.00,514.61,,0.48,0.01,0.01,2.93,825.94,349.75,476.14,4.50,409.36,
array-dblclockfft_butterfly_ck3_r1-p119.smt2,,,,19,18,273,99,118,2282,10,411,378,1239,393,,,812.05,794.44,timeout,899.97,1.94,0.08,1.01,0.08,0.47,792.15,757.76,,0.79,0.02,0.01,2.24,806.86,305.45,501.35,3.90,409.55,
array-dblclockfft_butterfly_ck3_r1-p127.smt2,,,8,8,8,111,58,98,606,2,208,190,331,199,,,396.56,371.07,unsat,103.44,6.14,0.34,4.53,0.20,0.92,93.97,76.84,,0.11,0.01,0.01,0.48,102.26,12.04,90.20,0.88,62.15,
array-dblclockfft_butterfly_ck3_r1-p137.smt2,,,6,7,7,72,30,53,150,2,110,92,27,102,,,565.21,543.06,unsat,51.78,0.13,0.01,0.06,0.01,0.04,50.61,49.26,,0.02,0.01,0.01,0.16,51.38,1.71,49.66,0.29,46.80,
array-dblclockfft_butterfly_ck3_r1-p145.smt2,,,5,7,7,42,39,42,109,10,81,64,14,73,,,151.42,143.28,unsat,10.65,0.11,0.01,0.05,0.01,0.04,9.93,9.38,,0.01,0.01,0.01,0.07,10.37,1.24,9.11,0.15,5.49,
array-dblclockfft_butterfly_ck3_r1-p157.smt2,,,,12,11,393,29,203,415,2,453,431,49,441,,,1927.42,1780.68,timeout,899.97,2.78,0.09,1.75,0.08,0.58,510.75,296.81,,0.11,0.01,0.01,1.78,520.33,216.85,303.45,3.29,244.50,
array-dblclockfft_butterfly_ck3_r1-p159.smt2,,,,12,11,338,83,124,1116,26,423,384,295,411,,,3580.40,1799.68,timeout,899.98,98.55,2.94,88.20,1.28,6.36,506.55,297.21,,0.59,0.01,0.01,1.53,613.11,90.47,522.61,2.72,286.93,
array-dblclockfft_butterfly_ck3_r2-p010.smt2,,,4,7,7,33,29,63,214,,104,82,101,96,,,801.40,669.94,unsat,85.90,0.11,0.01,0.05,0.01,0.03,55.74,6.69,,0.01,0.00,,0.06,56.17,0.76,55.40,0.12,54.28,
array-dblclockfft_butterfly_ck3_r2-p015.smt2,,,,8,7,177,32,50,589,8,246,227,280,238,,,4433.37,3284.83,timeout,899.96,26.16,1.27,20.30,0.40,4.47,150.11,96.47,,0.07,0.01,0.01,0.66,178.90,43.18,135.70,1.11,86.28,
array-dblclockfft_butterfly_ck3_r2-p021.smt2,,,2,9,9,32,55,144,447,,204,173,185,194,,,1193.49,1098.47,unsat,116.14,0.34,0.02,0.18,0.03,0.07,114.54,14.35,,0.03,0.00,,0.17,115.73,100.50,15.21,0.37,10.51,
array-dblclockfft_butterfly_ck3_r2-p029.smt2,,,,9,8,408,49,157,1032,38,489,462,276,480,,,812.33,738.52,timeout,899.97,1.74,0.07,0.84,0.09,0.45,546.52,517.24,,0.82,0.01,0.01,2.23,560.19,121.42,438.74,4.09,313.75,
array-dblclockfft_butterfly_ck3_r2-p042.smt2,,,,13,12,344,68,167,742,1,441,419,232,428,,,1647.33,1578.27,timeout,899.97,20.68,0.47,17.69,0.25,1.40,542.89,416.84,,0.24,0.02,0.01,2.82,572.58,62.87,509.68,4.45,408.25,
array-dblclockfft_butterfly_ck3_r2-p052.smt2,,,4,6,6,22,23,45,163,,79,60,86,72,,,261.90,250.68,unsat,14.32,0.05,0.00,0.02,0.00,0.02,13.89,13.64,,0.01,0.00,,0.03,14.13,0.42,13.69,0.07,12.45,
array-dblclockfft_butterfly_ck3_r2-p059.smt2,,,1,3,3,7,4,9,15,,17,11,5,13,,,192.46,13.82,unsat,0.30,0.01,,0.00,,0.00,0.11,0.08,,,0.00,,0.00,0.14,0.02,0.11,0.01,0.04,
array-dblclockfft_butterfly_ck3_r2-p060.smt2,,,,8,7,100,15,37,233,3,130,112,66,122,,,5472.39,4372.20,timeout,899.97,152.85,7.63,131.21,3.44,11.38,526.72,38.90,,0.04,0.01,0.01,2.85,684.11,10.46,673.63,3.11,360.61,
array-dblclockfft_butterfly_ck3_r2-p079.smt2,,,8,9,9,51,32,20,385,,119,99,147,110,,,193.81,111.76,unsat,8.97,0.07,0.00,0.03,0.00,0.03,8.22,7.61,,0.03,0.00,,0.06,8.76,3.48,5.26,0.15,3.79,
array-dblclockfft_butterfly_ck3_r2-p093.smt2,,,,19,18,296,138,125,2816,12,457,422,1531,438,,,2159.93,1917.56,timeout,899.97,14.21,0.35,9.34,0.37,1.57,800.66,560.67,,1.17,0.02,0.01,6.39,832.56,212.89,619.61,8.32,526.73,
array-dblclockfft_butterfly_ck3_r2-p114.smt2,,,5,5,5,26,11,12,69,,50,37,8,44,,,193.81,29.40,unsat,1.41,0.02,,0.01,0.00,0.01,1.09,0.82,,0.00,0.00,,0.01,1.23,0.30,0.91,0.04,0.60,
array-dblclockfft_butterfly_ck3_r2-p133.smt2,,,2,8,8,23,42,76,188,,123,104,60,114,,,192.46,86.79,unsat,6.17,0.08,0.00,0.03,0.00,0.03,5.50,4.98,,0.01,0.00,,0.06,5.92,0.65,5.25,0.14,3.54,
array-dblclockfft_butterfly_ck3_r2-p146.smt2,,,,15,14,314,75,200,1626,63,427,406,926,418,,,685.05,661.39,timeout,899.97,1.53,0.06,0.77,0.08,0.39,561.21,527.35,,0.56,0.02,0.01,2.28,573.47,89.45,483.98,4.08,391.46,
array-dblclockfft_butterfly_ck3_r2-p148.smt2,,,6,8,7,87,17,35,156,9,106,88,22,99,,,265.90,246.87,unknown,32.33,0.14,0.01,0.07,0.01,0.04,14.34,13.42,,0.02,0.04,0.04,0.12,14.98,2.54,12.41,0.23,7.96,
array-dblclockfft_butterfly_ck3_r2-p151.smt2,,,8,8,8,136,27,97,365,,202,183,141,193,,,1386.59,1271.58,unsat,477.46,13.23,0.56,9.65,0.28,2.42,368.98,283.12,,0.10,0.01,0.01,0.63,384.70,160.01,224.67,1.05,168.49,
array-dblclockfft_butterfly_ck3_r2-p154.smt2,,,9,11,11,250,95,265,1097,6,426,392,549,416,,,1229.99,1150.59,unsat,723.86,14.21,0.72,10.00,0.40,1.79,695.47,523.59,,0.56,0.02,0.02,2.90,718.99,68.21,650.75,4.18,543.47,
array-dblclockfft_butterfly_ck3_r2-p155.smt2,,,,18,17,437,113,260,3835,11,575,545,2475,560,,,1253.08,1218.19,timeout,899.97,13.56,0.86,10.22,0.41,1.77,677.28,623.45,,1.21,0.01,0.01,2.73,705.85,185.08,520.72,4.88,397.70,
array-dblclockfft_butterfly_ck3_r2-p156.smt2,,,5,6,6,27,17,61,269,,99,87,181,92,,,193.81,74.89,unsat,6.48,0.06,0.00,0.02,0.00,0.02,5.94,4.45,,0.01,0.00,,0.04,6.28,2.08,4.18,0.11,3.04,
array-dblclockfft_butterfly_ck3_r2-p173.smt2,,,,10,9,179,31,100,362,12,207,181,97,197,,,5110.23,4412.02,timeout,899.97,273.09,13.46,211.14,6.43,38.14,518.17,164.93,,0.23,0.01,0.01,3.26,798.18,64.42,733.73,3.92,330.74,
array-easy_zero_array.smt2,,,,35,34,70,25,34,332,,136,38,184,101,,,,,,,0.31,0.02,0.17,0.01,0.10,2.21,0.25,1.32,0.00,0.00,,0.02,2.87,0.79,1.97,0.06,0.78,
array-marlann_compute_fail1-p0.smt2,,,,13,12,14,9,,62,3,43,27,9,34,,,,,,,0.03,,0.00,0.00,0.02,2.98,0.39,2.36,,0.12,0.12,0.06,3.25,0.87,2.35,0.09,1.00,
array-marlann_compute_fail1-p1.smt2,,,10,12,12,89,8,93,71,9,121,108,12,113,,,248.89,231.54,unsat,83.11,0.15,0.00,0.04,0.01,0.08,81.03,19.58,59.47,,0.12,0.11,0.39,82.40,1.25,81.11,0.58,59.79,
array-marlann_compute_fail1-p2.smt2,,,12,13,13,119,8,102,791,112,220,187,541,207,,,124.12,109.04,unsat,48.84,0.41,0.02,0.18,0.01,0.16,45.80,4.68,37.80,,0.12,0.12,0.51,48.14,6.32,41.78,0.79,31.47,
array-marlann_compute_fail2-p1.smt2,,,,13,12,29,10,16,84,1,60,45,17,51,,,,,,,0.05,0.00,0.01,0.00,0.03,5.89,0.02,5.50,,0.11,0.11,0.10,6.34,1.14,5.16,0.15,3.74,
array-marlann_compute_fail2-p2.smt2,,,,13,12,57,9,22,415,41,132,105,192,120,,,,,,,0.19,0.01,0.07,0.01,0.09,18.37,0.85,16.06,,0.12,0.12,0.28,19.67,4.57,15.06,0.41,10.25,
array-picorv32-check-p01.smt2,,,9,11,11,323,172,157,1407,15,453,432,640,441,,,114.33,102.68,unsat,47.64,0.80,0.04,0.33,0.04,0.34,42.90,38.18,,0.19,0.13,0.12,0.84,47.02,8.32,38.66,1.54,30.28,
array-picorv32-check-p06.smt2,,,11,15,15,309,218,354,2008,90,559,550,1059,559,,,328.90,306.13,unsat,93.81,1.29,0.07,0.55,0.07,0.52,86.50,77.20,,0.25,0.13,0.12,1.36,92.70,14.22,78.43,2.34,64.56,
array-picorv32-check-p08.smt2,,,17,17,17,667,698,441,6191,51,1114,1091,3004,1106,,,328.26,295.90,unsat,322.17,2.70,0.16,1.19,0.13,1.06,302.11,262.87,0.26,2.24,0.13,0.13,3.36,320.19,80.09,240.04,5.78,196.98,
array-picorv32-check-p09.smt2,,,4,6,6,31,7,22,94,6,50,39,48,43,,,24.97,21.10,unsat,1.91,0.04,0.00,0.01,0.00,0.03,1.44,1.28,,0.00,0.13,0.13,0.06,1.69,0.31,1.37,0.11,0.86,
array-picorv32-check-p10.smt2,,,7,8,8,132,58,71,526,3,184,170,256,176,,,52.61,45.89,unsat,11.66,0.28,0.01,0.10,0.01,0.13,9.98,8.98,,0.04,0.13,0.13,0.27,11.32,1.83,9.47,0.50,7.06,
array-picorv32-check-p14.smt2,,,6,8,8,120,29,113,498,,217,205,254,211,,,53.38,43.32,unsat,11.05,0.19,0.01,0.04,0.01,0.12,9.25,8.22,,0.04,0.14,0.13,0.35,10.66,1.80,8.84,0.65,5.91,
array-picorv32-check-p18.smt2,,,8,9,9,180,44,153,994,12,294,284,564,289,,,65.72,57.05,unsat,21.09,0.39,0.02,0.13,0.02,0.19,18.23,16.34,,0.10,0.13,0.12,0.56,20.64,3.87,16.75,0.99,12.21,
array-picorv32_mutAX_mem-p0.smt2,,,,7,7,226,,65,598,13,242,237,302,239,,,367.92,350.15,unknown,370.66,1.65,0.04,0.28,0.04,1.18,357.96,0.55,345.28,,0.91,0.89,4.43,369.43,40.92,328.48,5.94,291.66,
array-picorv32_mutAX_mem-p7.smt2,,,,8,7,553,,70,1604,15,584,577,700,578,,,480.97,468.40,timeout,899.94,4.59,0.13,0.98,0.12,3.07,805.53,,768.38,,0.95,0.93,10.18,836.03,133.89,702.12,13.85,623.20,
array-picorv32_mutAY_mem-p5.smt2,,,,8,8,779,,131,1209,18,819,806,580,812,,,617.31,494.40,unknown,706.42,8.75,0.11,0.96,0.12,7.24,649.50,,615.03,,0.60,0.59,26.39,705.73,57.11,648.60,30.55,510.54,
array-picorv32_mutAY_mem-p6.smt2,,,,8,7,188,,14,741,,252,238,376,246,,,2677.08,2515.78,timeout,899.97,2.41,0.01,0.06,0.02,2.25,101.00,,94.89,,0.64,0.63,8.77,119.33,30.06,89.25,9.69,52.83,
array-picorv32_mutAY_mem-p8.smt2,,,,4,4,45,,1,47,,49,44,16,46,,,106.16,102.40,unknown,24.97,0.44,0.00,0.01,0.00,0.42,21.43,,20.20,,0.61,0.60,1.47,24.27,3.77,20.49,1.62,12.19,
array-picorv32_mutBX_mem-p1.smt2,,,,6,6,488,,45,576,2,522,521,301,521,,,545.43,467.43,unknown,780.26,4.21,0.13,0.95,0.12,2.74,753.63,0.81,712.47,,0.91,0.89,10.73,779.02,49.83,729.18,14.13,636.47,
array-picorv32_mutBX_mem-p2.smt2,,,,7,6,170,,67,260,2,178,171,101,172,,,514.73,402.17,timeout,896.48,1.30,0.04,0.28,0.03,0.87,263.35,,254.96,,1.08,1.05,3.27,271.56,21.62,249.92,4.17,225.70,
array-picorv32_mutBX_mem-p5.smt2,,,,6,6,186,,17,620,3,213,209,264,210,,,216.40,204.11,unknown,216.79,1.50,0.04,0.25,0.04,1.08,205.77,0.77,196.90,,0.94,0.92,3.45,215.51,37.11,178.38,4.62,153.53,
array-picorv32_mutBX_mem-p6.smt2,,,,3,3,92,,17,5,,96,94,,94,,,148.39,139.43,unknown,114.05,0.57,0.01,0.06,0.01,0.45,109.08,1.40,104.17,,0.91,0.89,1.78,112.82,2.92,109.89,2.39,94.46,
array-picorv32_mutBX_mem-p7.smt2,,,,9,9,415,,54,1951,9,451,444,854,445,,,324.98,289.04,unknown,541.65,3.12,0.07,0.52,0.07,2.27,515.95,0.61,489.27,,0.94,0.92,7.42,540.38,134.28,406.07,10.01,351.14,
array-picorv32_mutBY_mem-p4.smt2,,,,7,6,168,,7,755,6,205,190,331,198,,,816.75,788.03,timeout,899.98,2.03,0.01,0.07,0.01,1.88,122.79,,117.28,,0.63,0.62,6.15,138.16,41.19,96.96,6.88,64.16,
array-picorv32_mutBY_mem-p8.smt2,,,,6,5,128,,7,579,6,159,150,305,153,,,,,,,1.51,0.01,0.04,0.01,1.41,80.82,,76.07,,0.65,0.63,5.97,93.13,36.98,56.13,6.51,31.60,
array-picorv32_mutCX_mem-p0.smt2,,,,8,7,351,,91,798,28,371,364,411,366,,,479.30,461.60,timeout,899.95,2.97,0.09,0.68,0.08,1.94,612.07,,588.45,,0.88,0.86,6.28,629.31,66.01,563.28,8.46,512.49,
array-picorv32_mutCX_mem-p3.smt2,,,,7,7,321,,78,550,3,343,344,303,344,,,433.21,287.48,unknown,498.03,2.19,0.04,0.30,0.04,1.65,481.88,0.61,464.37,,0.90,0.89,6.26,496.82,32.14,464.65,8.31,414.21,
array-picorv32_mutCX_mem-p7.smt2,,,,5,4,136,,7,512,2,152,149,243,149,,,205.05,186.53,unknown,158.57,0.99,0.03,0.14,0.02,0.75,150.97,,145.77,,0.88,0.86,2.12,157.34,32.05,125.28,2.87,105.87,
array-picorv32_mutCY_mem-p1.smt2,,,,7,6,298,,43,884,8,352,341,337,345,,,2243.23,2182.01,timeout,899.97,3.78,0.04,0.31,0.05,3.25,286.62,,275.14,,0.65,0.64,11.86,313.36,139.12,174.22,13.31,119.67,
array-picorv32_mutCY_mem-p3.smt2,,1,,8,7,211,,49,681,10,243,232,303,236,,,1162.28,1080.08,timeout,899.98,2.36,0.01,0.10,0.02,2.16,149.50,,142.52,,0.62,0.61,7.08,166.45,34.83,131.60,7.99,93.86,
array-picorv32_mutCY_mem-p8.smt2,,,3,7,6,190,,18,1042,8,251,240,574,244,,,278.21,243.29,unknown,170.43,2.51,0.01,0.10,0.02,2.32,140.15,,131.90,,0.64,0.62,10.55,162.04,49.02,113.00,11.49,70.16,
array-ponylink-slaveTXlen-unsat.smt2,,,,231,230,232,458,,690,,690,25,,459,,,272.89,259.88,timeout,899.97,0.60,0.01,0.05,0.01,0.47,7.20,5.93,,0.00,0.08,0.08,0.35,10.09,1.57,7.78,0.84,3.74,
array-ridecore_array_unknown.smt2,,,,3,3,11,,6,5,,14,12,,13,,,422.23,379.14,unknown,133.39,0.22,0.00,0.01,0.00,0.18,125.70,0.07,122.57,,5.30,5.26,0.48,126.87,21.68,105.19,0.66,76.21,
array-ridecore_array_unsafe.smt2,,,,2,2,17,,1,2,,18,17,,17,,,421.23,369.47,unknown,94.09,0.04,,0.00,0.00,0.03,86.25,0.04,84.68,,5.32,5.29,0.59,87.52,10.26,77.26,0.84,0.61,
array-simple-stack-pred1.smt2,,,1,2,2,5,,6,12,,9,6,9,6,,,8.87,8.05,unsat,0.05,0.00,,,,,0.02,,0.01,,0.01,0.01,0.00,0.03,0.01,0.02,0.00,0.00,
array-zipcpu-zipmmu-p00.smt2,,,,9,8,345,5,128,530,40,359,351,157,351,,,507.57,478.78,timeout,899.98,0.76,0.04,0.36,0.04,0.26,31.55,0.01,27.05,,0.07,0.06,0.69,34.91,5.16,29.73,1.15,21.86,
array-zipcpu-zipmmu-p01.smt2,,,,11,10,840,9,225,1877,45,863,843,461,852,,,616.50,588.80,timeout,899.97,10.57,0.71,7.37,0.41,1.85,258.13,3.13,220.14,0.01,0.07,0.06,4.82,283.32,49.93,233.35,6.64,174.35,
array-zipcpu-zipmmu-p06.smt2,,,,20,19,392,14,298,610,31,446,427,207,431,,,420.78,402.25,timeout,899.96,0.78,0.04,0.33,0.06,0.27,59.55,0.02,52.47,0.01,0.07,0.06,0.95,63.87,5.39,58.41,1.62,48.00,
array-zipcpu-zipmmu-p26.smt2,,,,11,10,1012,7,263,1614,47,1046,1029,249,1035,,,584.95,557.21,timeout,899.98,67.72,5.79,49.09,2.39,12.09,456.53,1.16,394.38,0.00,0.07,0.06,6.17,543.62,62.89,480.69,8.72,345.99,
array-zipcpu-zipmmu-p28.smt2,,,,11,10,701,9,156,1717,17,720,706,335,710,,,508.08,480.54,timeout,899.97,15.37,1.27,10.53,0.71,2.89,147.57,5.30,120.61,0.01,0.07,0.07,2.16,171.13,32.17,138.93,3.32,100.08,
array-zipcpu-zipmmu-p29.smt2,,,,16,15,524,23,200,1225,,581,548,443,565,,,444.98,426.85,timeout,899.97,3.03,0.17,1.76,0.17,0.72,163.50,3.71,141.54,0.01,0.07,0.06,1.64,173.18,17.88,155.26,2.67,131.51,
array-zipcpu-zipmmu-p31.smt2,,,2,3,3,6,1,3,10,,8,6,5,5,,,15.25,13.50,unsat,0.22,0.00,,,,0.00,0.09,0.00,0.07,,0.07,0.07,,0.10,0.02,0.08,0.00,0.06,
array-zipcpu-zipmmu-p34.smt2,,,8,10,10,198,6,146,422,5,269,257,91,261,,,784.92,658.82,unsat,124.01,2.52,0.16,1.90,0.08,0.32,24.56,1.68,15.17,0.00,0.07,0.06,1.05,29.57,3.24,26.30,1.41,12.77,
array-zipcpu-zipmmu-p41.smt2,,,,12,11,1338,8,349,2355,30,1384,1368,473,1373,,,518.63,492.01,timeout,899.99,5.97,0.34,3.44,0.30,1.55,683.55,5.25,604.45,0.00,0.07,0.06,5.47,713.32,99.37,613.91,9.32,522.55,
array-zipcpu_zipcpu_dcache-p019.smt2,,,5,5,5,39,2,34,18,,45,42,4,41,,,454.68,86.40,unsat,9.44,0.10,0.00,0.01,0.00,0.08,7.34,3.56,3.33,,0.65,0.64,0.21,7.95,0.86,7.07,0.33,4.97,
array-zipcpu_zipcpu_dcache-p028.smt2,,,,5,5,73,1,28,57,1,81,78,6,77,,,454.68,67.71,unknown,13.17,0.17,0.00,0.01,0.00,0.14,10.81,9.88,0.29,0.00,0.61,0.61,0.42,12.01,2.11,9.89,0.69,6.25,
array-zipcpu_zipcpu_dcache-p034.smt2,,,,4,3,26,,11,36,,31,27,8,27,,,454.68,78.58,unknown,17.77,0.06,0.00,0.00,0.00,0.04,4.00,3.73,,,0.67,0.66,0.10,4.37,1.48,2.88,0.18,1.36,
array-zipcpu_zipcpu_dcache-p041.smt2,,,5,6,6,87,2,57,108,5,107,102,39,102,,,454.68,104.10,unsat,21.71,0.30,0.01,0.04,0.01,0.22,17.28,14.75,1.08,0.00,0.61,0.60,0.70,19.20,3.21,15.96,1.10,10.07,
array-zipcpu_zipcpu_dcache-p059.smt2,,,2,2,2,5,,2,9,,6,5,6,4,,,451.18,62.28,unsat,1.99,0.00,,,,,0.60,0.48,,,0.64,0.64,0.00,0.62,0.47,0.14,0.01,,
