index,SPACER_cex_depth,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_depth,SPACER_max_query_lvl,SPACER_num_active_lemmas,SPACER_num_ctp_blocked,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_reuse_reach_facts,max_memory,memory,status,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_is_reach
array-ponylink-slaveTXlen-unsat.smt2,,,,231,230,232,458,,690,,690,25,,459,,,286.28,280.61,timeout,899.98,0.53,0.01,0.05,0.01,0.43,5.90,4.94,,0.00,0.07,0.07,0.34,8.56,1.30,6.51,0.80,3.12,
array-ridecore_array_unknown.smt2,,,,3,3,11,,6,5,,14,12,,13,,,422.23,379.14,timeout,127.77,0.21,0.00,0.01,0.00,0.18,120.39,0.07,117.35,,5.06,5.02,0.45,121.50,20.93,100.57,0.62,73.28,
array-ridecore_array_unsafe.smt2,,,,2,2,17,,1,2,,18,17,,17,,,421.23,369.47,timeout,90.06,0.04,,0.00,0.00,0.03,82.64,0.04,81.13,,5.03,5.00,0.56,83.84,9.85,73.99,0.80,0.58,
array-simple-stack-pred1.smt2,,,1,2,2,5,,6,12,,9,6,9,6,,,8.87,8.05,timeout,0.05,0.00,,,,,0.02,,0.01,,0.01,0.01,,0.03,0.01,0.02,0.00,0.00,
array-zipcpu-zipmmu-p00.smt2,,,,9,8,345,5,128,530,40,359,351,157,351,,,527.91,498.96,timeout,899.98,0.72,0.04,0.35,0.04,0.25,25.17,0.01,21.64,,0.06,0.06,0.66,28.19,4.10,24.07,1.10,17.38,
array-zipcpu-zipmmu-p01.smt2,,,,11,10,840,9,225,1877,45,863,843,461,852,,,634.62,607.32,timeout,899.97,10.25,0.68,7.14,0.40,1.81,240.92,2.89,206.01,0.01,0.06,0.06,4.75,265.16,46.46,218.67,6.57,162.44,
array-zipcpu-zipmmu-p06.smt2,,,,20,19,392,14,298,610,31,446,427,207,431,,,459.08,431.68,timeout,899.98,0.77,0.04,0.33,0.06,0.27,49.84,0.01,43.96,0.01,0.06,0.06,0.94,53.83,4.41,49.35,1.60,40.09,
array-zipcpu-zipmmu-p26.smt2,,,,11,10,1012,7,263,1614,47,1046,1029,249,1035,,,588.63,561.30,timeout,899.98,64.84,5.48,46.81,2.32,11.64,435.70,1.13,377.27,0.00,0.06,0.06,6.07,519.38,60.99,458.36,8.63,329.35,
array-zipcpu-zipmmu-p28.smt2,,,,11,10,701,9,156,1717,17,720,706,335,710,,,508.49,484.30,timeout,899.98,14.96,1.22,10.24,0.69,2.81,139.57,5.06,114.29,0.01,0.06,0.06,2.13,162.55,30.25,132.26,3.29,94.98,
array-zipcpu-zipmmu-p29.smt2,,,,16,15,524,23,200,1225,,581,548,443,565,,,460.02,441.43,timeout,899.98,2.89,0.17,1.68,0.17,0.69,138.13,3.01,120.34,0.01,0.06,0.06,1.60,147.16,14.94,132.17,2.59,111.08,
array-zipcpu-zipmmu-p31.smt2,,,2,3,3,6,1,3,10,,8,6,5,5,,,15.25,13.50,timeout,0.23,0.00,,,,0.00,0.11,0.00,0.09,,0.06,0.06,,0.12,0.01,0.10,0.00,0.08,
array-zipcpu-zipmmu-p34.smt2,,,8,10,10,198,6,146,422,5,269,257,91,261,,,784.92,658.82,timeout,119.76,2.44,0.15,1.82,0.08,0.33,23.80,1.58,14.62,0.00,0.06,0.06,1.07,28.72,3.15,25.54,1.42,12.25,
array-zipcpu-zipmmu-p41.smt2,,,,12,11,1338,8,349,2355,30,1384,1368,473,1373,,,535.90,508.19,timeout,899.97,5.69,0.33,3.28,0.30,1.48,579.53,4.37,513.92,0.00,0.06,0.06,5.19,607.15,85.92,521.19,8.91,441.75,
array-zipcpu_zipcpu_dcache-p019.smt2,,,5,5,5,39,2,34,18,,45,42,4,41,,,454.68,86.40,timeout,8.81,0.10,0.00,0.01,0.00,0.08,6.79,3.21,3.17,,0.62,0.61,0.21,7.38,0.89,6.47,0.32,4.51,
array-zipcpu_zipcpu_dcache-p028.smt2,,,,5,5,73,1,28,57,1,81,78,6,77,,,454.68,67.71,timeout,11.90,0.16,0.00,0.01,0.00,0.14,9.66,8.80,0.28,0.00,0.57,0.56,0.41,10.79,1.88,8.90,0.67,5.57,
array-zipcpu_zipcpu_dcache-p034.smt2,,,,4,3,26,,11,36,,31,27,8,27,,,454.68,78.58,timeout,14.49,0.05,0.01,0.00,0.00,0.04,3.28,3.03,,,0.59,0.59,0.10,3.62,1.18,2.43,0.18,1.11,
array-zipcpu_zipcpu_dcache-p041.smt2,,,5,6,6,87,2,57,108,5,107,102,39,102,,,454.68,104.10,timeout,20.61,0.28,0.01,0.04,0.01,0.21,16.30,13.92,1.01,0.00,0.62,0.62,0.68,18.16,3.00,15.14,1.08,9.53,
array-zipcpu_zipcpu_dcache-p059.smt2,,,2,2,2,5,,2,9,,6,5,6,4,,,451.18,62.28,timeout,1.83,0.00,,,,,0.50,0.40,,,0.59,0.59,0.00,0.52,0.39,0.13,0.00,,
array-zipcpu_zipcpu_dcache-p068.smt2,,,7,7,7,977,182,483,2778,80,1120,1111,1486,1112,,,965.83,901.58,timeout,662.07,4.70,0.13,1.29,0.17,2.77,594.00,528.96,15.35,1.28,0.60,0.60,12.04,656.74,102.34,554.38,19.21,429.83,
array-zipcpu_zipcpu_dcache-p071.smt2,,,,2,2,11,,1,15,,12,12,7,11,,,454.68,58.63,timeout,1.98,0.01,,,,0.01,0.74,0.62,,,0.61,0.60,0.01,0.81,0.50,0.30,0.03,0.07,
array-zipcpu_zipcpu_dcache-p072.smt2,,,,5,4,15,5,1,47,,18,15,20,15,,,454.68,76.49,timeout,14.24,0.02,0.00,0.00,0.01,0.01,1.47,1.34,,,0.62,0.62,0.02,1.59,0.92,0.67,0.04,0.19,
array-zipcpu_zipcpu_dcache-p079.smt2,,,,6,6,136,3,77,224,3,144,141,155,140,,,454.68,78.66,timeout,27.70,0.37,0.01,0.04,0.01,0.29,24.07,22.10,,0.00,0.62,0.62,0.87,26.50,2.73,23.76,1.42,15.95,
array-zipcpu_zipcpu_dcache-p082.smt2,,,,4,3,16,2,3,29,,20,17,6,16,,,454.68,70.63,timeout,7.69,0.03,0.00,0.00,0.00,0.03,2.06,1.89,,,0.58,0.57,0.06,2.27,0.80,1.47,0.10,0.70,
array-zipcpu_zipcpu_dcache-p085.smt2,,,4,4,4,28,1,12,37,,32,29,17,28,,,454.68,66.33,timeout,4.57,0.07,0.00,0.01,0.00,0.05,3.02,2.76,,,0.61,0.60,0.01,3.19,0.76,2.42,0.03,2.04,
array-zipcpu_zipcpu_dcache-p088.smt2,,,,5,5,43,5,21,49,1,46,45,19,44,,,454.68,67.64,timeout,6.21,0.10,0.00,0.01,0.00,0.08,4.47,4.14,,,0.59,0.59,0.21,5.06,1.14,3.92,0.34,2.15,
array-zipcpu_zipcpu_dcache-p090.smt2,,,5,5,5,161,3,118,216,24,182,177,124,177,,,454.68,116.47,timeout,41.38,0.45,0.01,0.05,0.01,0.35,35.95,33.44,,0.01,0.63,0.63,1.19,39.15,3.85,35.28,1.92,24.73,
array-zipcpu_zipcpu_dcache-p097.smt2,,,6,6,6,138,4,110,201,64,156,151,126,151,,,454.68,120.26,timeout,62.55,0.69,0.02,0.24,0.02,0.37,56.92,18.92,35.53,0.00,0.66,0.66,1.09,60.22,3.43,56.77,1.60,46.49,
array-zipcpu_zipcpu_dcache-p126.smt2,,,,7,7,151,8,58,410,9,164,161,174,161,,,453.26,142.84,timeout,42.43,0.36,0.00,0.03,0.01,0.29,37.59,33.08,2.02,0.03,0.60,0.59,1.30,41.29,10.88,30.38,2.03,18.86,
array-zipcpu_zipcpu_dcache-p138.smt2,,,,7,6,144,2,88,290,5,152,148,207,147,,,454.68,118.00,timeout,36.29,0.36,0.00,0.03,0.01,0.30,26.81,21.07,3.57,,0.58,0.57,1.10,29.67,4.58,25.08,1.72,16.31,
array-zipcpu_zipcpu_dcache-p141.smt2,,,,6,6,165,6,51,85,,172,170,42,169,,,454.68,125.92,timeout,40.30,0.45,0.01,0.06,0.01,0.35,35.88,27.56,5.80,0.00,0.62,0.62,1.32,39.13,1.89,37.22,2.05,24.40,
array-zipcpu_zipcpu_dcache-p158.smt2,,,,6,6,186,5,97,311,18,192,190,213,189,,,454.68,107.47,timeout,37.37,0.54,0.01,0.07,0.01,0.41,32.57,29.84,,0.00,0.63,0.63,1.30,36.18,4.40,31.76,2.15,20.50,
array-zipcpu_zipcpu_dcache-p159.smt2,,,6,6,6,54,3,28,99,6,60,56,64,55,,,454.68,91.22,timeout,11.37,0.14,0.00,0.01,0.00,0.12,9.05,2.01,6.36,,0.58,0.58,0.31,9.95,1.45,8.48,0.46,5.12,
array-zipcpu_zipcpu_dcache-p164.smt2,,,,3,3,11,1,8,6,,12,12,2,11,,,454.68,65.38,timeout,3.52,0.02,,0.00,,0.02,2.22,2.03,,,0.59,0.58,0.06,2.38,0.27,2.10,0.10,1.11,
array-zipcpu_zipcpu_dcache-p179.smt2,,,,6,6,168,30,93,299,2,179,174,137,175,,,454.68,114.99,timeout,38.61,0.45,0.01,0.05,0.01,0.36,34.08,31.83,,0.02,0.58,0.58,1.23,37.50,5.57,31.91,1.99,21.17,
array-zipcpu_zipcpu_dcache-p192.smt2,,,,6,6,42,3,21,53,4,49,45,16,45,,,454.68,67.95,timeout,9.14,0.11,0.00,0.01,0.00,0.09,7.19,4.62,2.09,,0.65,0.64,0.24,7.91,1.98,5.92,0.39,3.31,
array-zipcpu_zipcpu_dcache-p199.smt2,,,,3,3,19,,2,12,,24,23,1,22,,,454.68,65.72,timeout,5.19,0.04,,0.00,0.00,0.04,3.68,0.91,2.49,,0.61,0.60,0.13,4.03,0.80,3.21,0.19,1.51,
array-zipcpu_zipcpu_dcache-p209.smt2,,,,5,5,58,3,21,90,2,64,61,39,60,,,454.70,83.75,timeout,12.91,0.14,0.00,0.01,0.00,0.11,10.79,10.01,,0.00,0.57,0.57,0.35,11.81,2.54,9.25,0.57,5.78,
array-zipcpu_zipcpu_dcache-p211.smt2,,,,6,6,107,1,43,75,1,115,113,22,112,,,454.68,93.92,timeout,21.05,0.27,0.01,0.03,0.01,0.22,18.16,14.76,2.23,0.00,0.55,0.55,0.71,19.96,1.81,18.14,1.09,12.49,
array-zipcpu_zipcpu_dcache-p229.smt2,,,,8,8,114,11,91,81,7,120,116,36,116,,,454.68,95.43,timeout,24.41,0.31,0.01,0.03,0.01,0.24,21.12,17.59,2.01,0.01,0.58,0.58,0.85,23.29,1.50,21.76,1.35,14.47,
array-zipcpu_zipcpu_dcache-p236.smt2,,,9,10,10,171,12,154,402,31,239,232,211,232,,,454.68,137.33,timeout,62.38,0.69,0.02,0.09,0.02,0.52,55.95,37.72,14.22,0.01,0.60,0.59,1.67,60.72,7.69,52.99,2.58,36.95,
array-zipcpu_zipcpu_dcache-p237.smt2,,,4,5,5,99,6,66,113,9,107,103,51,102,,,454.68,179.44,timeout,33.30,0.28,0.01,0.03,0.01,0.22,29.18,26.93,,0.01,0.58,0.58,0.84,31.39,4.21,27.17,1.30,17.57,
array-zipcpu_zipcpu_dcache-p238.smt2,,,4,4,4,71,8,44,130,7,81,75,75,76,,,459.85,108.14,timeout,18.18,0.21,0.00,0.03,0.01,0.16,15.15,13.77,0.25,0.01,0.60,0.59,0.49,16.52,2.72,13.78,0.79,8.96,
array-zipcpu_zipcpu_dcache-p242.smt2,,,5,6,6,32,5,19,64,2,39,33,23,33,,,451.18,83.77,timeout,6.59,0.07,0.00,0.01,0.00,0.06,4.80,4.43,0.09,0.00,0.60,0.60,0.10,5.20,1.28,3.90,0.18,2.59,
array-zipcpu_zipcpu_dcache-p286.smt2,,,,6,6,88,4,50,85,19,93,92,37,91,,,454.68,80.41,timeout,20.64,0.24,0.01,0.03,0.01,0.19,17.80,12.63,3.94,,0.63,0.62,0.62,19.45,2.14,17.29,0.97,11.71,
array-zipcpu_zipcpu_dcache-p293.smt2,,,1,2,2,3,,2,3,,5,3,1,2,,,454.73,61.58,timeout,1.67,0.00,,,,0.00,0.35,0.25,,,0.60,0.60,,0.37,0.16,0.20,0.00,0.09,
array-zipcpu_zipcpu_dcache-p301.smt2,,,,7,6,135,6,85,147,12,147,141,47,140,,,454.68,116.69,timeout,40.33,0.40,0.01,0.05,0.01,0.31,33.38,21.31,9.85,0.01,0.58,0.57,1.01,36.16,5.31,30.83,1.57,21.78,
array-zipcpu_zipcpu_dcache-p304.smt2,,,1,1,1,1,,1,,,2,1,,,,,453.27,38.96,timeout,1.20,,,,,,0.02,,,,0.61,0.60,,0.02,,0.02,,,
array-zipcpu_zipcpu_dcache-p340.smt2,,,,9,9,107,7,32,304,2,119,117,134,116,,,454.68,78.37,timeout,19.03,0.28,0.01,0.03,0.01,0.22,15.93,7.38,7.50,0.00,0.60,0.59,0.60,17.88,5.88,11.97,0.94,6.66,
array-zipcpu_zipcpu_dcache-p351.smt2,,,,,,,,,,,,,,,,,106.58,12.97,timeout,0.22,,,,,,,,,,,,,,,,,,
array-zipcpu_zipcpu_dcache-p360.smt2,,,,7,7,318,3,125,417,19,330,329,237,329,,,454.68,184.42,timeout,87.79,1.04,0.03,0.18,0.03,0.75,79.09,65.83,6.22,0.02,0.59,0.59,2.93,86.62,9.68,76.92,4.49,50.17,
array-zipcpu_zipcpu_dcache-p362.smt2,,,,5,4,14,2,7,17,,19,16,4,15,,,454.68,63.03,timeout,4.87,0.03,,0.00,0.00,0.02,2.43,0.64,1.64,,0.54,0.53,0.04,2.57,0.85,1.70,0.06,1.25,
array-zipcpu_zipcpu_dcache-p377.smt2,,,2,3,3,7,1,3,9,,9,7,3,6,,,453.27,63.03,timeout,1.84,0.01,,,,0.01,0.50,0.37,,,0.60,0.59,0.00,0.54,0.24,0.30,0.01,0.13,
array-zipcpu_zipcpu_dcache-p388.smt2,,,,6,5,378,2,162,784,8,391,386,509,385,,,454.68,260.28,timeout,237.26,1.24,0.03,0.21,0.04,0.89,104.43,82.06,13.35,0.03,0.63,0.62,3.06,113.32,15.98,97.32,4.91,69.25,
array-zipcpu_zipcpu_dcache-p407.smt2,,,,6,5,29,6,12,65,,36,31,20,30,,,454.71,66.63,timeout,5.46,0.06,,0.00,0.00,0.05,3.65,2.97,0.42,0.00,0.57,0.56,0.11,4.04,1.26,2.77,0.19,1.51,
array-zipcpu_zipcpu_dcache-p428.smt2,,,7,8,8,195,38,188,305,12,263,259,169,258,,,454.68,139.94,timeout,64.81,0.74,0.02,0.12,0.03,0.54,57.62,52.31,0.82,0.01,0.58,0.58,2.01,62.85,3.91,58.92,3.21,41.43,
array-zipcpu_zipcpu_dcache-p429.smt2,,,,4,4,47,1,20,12,,52,50,1,49,,,454.68,69.90,timeout,9.08,0.10,,0.00,0.00,0.09,7.22,5.99,0.74,,0.57,0.57,0.29,7.96,0.40,7.54,0.48,4.78,
array-zipcpu_zipcpu_dcache-p438.smt2,,,3,4,4,18,1,10,23,1,22,19,9,18,,,454.68,94.55,timeout,5.22,0.04,,0.00,0.00,0.03,3.51,3.19,,,0.59,0.59,0.10,3.81,0.78,3.02,0.17,1.60,
array-zipcpu_zipcpu_dcache-p440.smt2,,,,8,7,46,18,14,127,1,51,48,69,48,,,454.68,74.90,timeout,13.47,0.11,0.00,0.01,0.00,0.09,7.09,6.04,0.50,0.00,0.54,0.54,0.26,7.87,1.68,6.17,0.42,3.87,
array-zipcpu_zipcpu_dcache-p451.smt2,,,,4,3,15,2,8,21,,20,17,7,16,,,454.68,62.33,timeout,3.32,0.03,,,,0.02,1.79,1.60,,,0.57,0.56,0.05,1.96,0.50,1.44,0.08,0.76,
array-zipcpu_zipcpu_dcache-p476.smt2,,,,7,7,370,3,153,521,14,379,374,306,375,,,454.68,192.21,timeout,114.26,1.23,0.03,0.21,0.04,0.88,104.51,62.38,34.43,0.01,0.58,0.57,3.22,113.12,12.44,100.66,4.90,71.19,
array-zipcpu_zipcpu_dcache-p504.smt2,,,,4,4,9,2,2,10,,14,11,,11,,,454.69,63.18,timeout,2.84,0.02,,0.00,,0.02,1.60,1.19,0.25,,0.56,0.56,0.04,1.75,0.55,1.19,0.07,0.44,
array-zipcpu_zipcpu_dcache-p506.smt2,,,,7,7,159,5,70,143,1,166,163,65,162,,,454.68,159.77,timeout,65.58,0.90,0.03,0.31,0.03,0.45,60.52,28.22,28.12,0.00,0.64,0.63,1.29,64.39,4.48,59.88,1.96,44.44,
array-zipcpu_zipcpu_dcache-p515.smt2,,,4,4,4,18,,7,62,,24,22,40,21,,,454.68,68.34,timeout,4.71,0.03,,0.00,,0.02,3.22,0.05,2.97,,0.57,0.56,0.07,3.46,1.61,1.83,0.10,0.58,
array-zipcpu_zipcpu_dcache-p519.smt2,,,,5,5,57,3,18,62,,63,60,11,60,,,459.91,79.17,timeout,11.64,0.14,0.00,0.01,0.00,0.11,9.49,1.72,7.21,,0.57,0.57,0.37,10.52,2.46,8.05,0.54,4.05,
array-zipcpu_zipcpu_dcache-p525.smt2,,,8,8,8,67,31,25,277,2,82,79,163,78,,,454.68,88.78,timeout,10.97,0.17,0.00,0.01,0.00,0.14,8.35,1.80,5.85,0.00,0.57,0.56,0.43,9.64,3.08,6.53,0.63,3.01,
array-zipcpu_zipcpu_dcache-p527.smt2,,,,9,9,66,38,20,218,7,74,70,100,70,,,454.68,76.29,timeout,12.64,0.15,0.00,0.01,0.00,0.13,10.26,9.52,,0.01,0.57,0.57,0.42,11.53,3.58,7.91,0.68,4.31,
array-zipcpu_zipcpu_dcache-p531.smt2,,,6,6,6,64,13,27,221,3,81,78,146,77,,,454.68,94.41,timeout,11.00,0.18,0.00,0.02,0.00,0.15,8.30,7.46,,0.00,0.62,0.62,0.40,9.47,2.65,6.80,0.65,3.36,
array-zipcpu_zipcpu_dcache-p550.smt2,,,,8,8,397,39,96,450,2,420,419,243,418,,,454.68,169.09,timeout,92.74,1.24,0.03,0.20,0.04,0.90,83.14,71.96,4.20,0.02,0.60,0.59,3.23,91.58,5.89,85.66,5.15,59.67,
array-zipcpu_zipcpu_dcache-p563.smt2,,,,4,3,8,1,1,17,,11,9,5,8,,,454.68,62.48,timeout,2.85,0.01,,0.00,,0.01,1.01,0.89,,,0.57,0.57,0.00,1.07,0.69,0.36,0.01,0.20,
array-zipcpu_zipcpu_dcache-p570.smt2,,,,4,3,17,8,2,37,,22,18,7,18,,,454.68,64.84,timeout,6.45,0.03,,0.00,0.00,0.03,2.55,2.22,0.16,,0.62,0.62,0.05,2.75,0.95,1.79,0.08,0.99,
array-zipcpu_zipcpu_dcache-p577.smt2,,,2,3,3,13,2,6,18,1,17,14,4,13,,,454.68,70.49,timeout,3.60,0.02,,0.00,,0.02,2.08,1.07,0.81,,0.64,0.64,0.05,2.24,0.81,1.43,0.08,0.66,
array-zipcpu_zipcpu_dcache-p578.smt2,,,,8,7,60,10,26,87,2,69,63,26,62,,,454.66,95.07,timeout,19.38,0.15,0.00,0.01,0.00,0.12,12.32,11.57,,0.00,0.55,0.54,0.40,13.46,2.41,11.03,0.65,6.83,
array-zipcpu_zipcpu_dcache-p579.smt2,,,,5,5,40,1,18,51,2,45,41,14,42,,,454.68,69.45,timeout,7.98,0.09,0.00,0.01,0.00,0.07,6.23,4.02,1.83,,0.62,0.61,0.20,6.83,1.61,5.21,0.31,3.03,
array-zipcpu_zipcpu_dcache-p582.smt2,,,,9,9,414,23,134,1566,19,456,451,919,451,,,454.68,229.15,timeout,181.55,1.45,0.04,0.24,0.05,1.03,166.61,154.68,,0.27,0.56,0.56,4.46,180.44,46.05,134.36,6.85,90.34,
array-zipcpu_zipcpu_dcache-p588.smt2,,,,4,3,7,2,1,13,,9,7,3,6,,,454.68,64.64,timeout,4.97,0.01,,0.00,0.00,0.01,0.80,0.67,,,0.61,0.61,0.01,0.86,0.37,0.48,0.02,0.27,
array-zipcpu_zipcpu_dcache-p595.smt2,,,,4,3,19,1,1,44,,22,20,21,19,,,454.68,64.03,timeout,4.06,0.02,,0.00,0.00,0.01,1.71,1.52,,,0.60,0.59,0.07,1.94,0.78,1.15,0.12,0.27,
array-zipcpu_zipcpu_piped-p013.smt2,,,3,5,5,35,2,38,18,1,49,46,4,45,,,308.46,68.40,timeout,8.43,0.12,0.00,0.01,0.00,0.10,7.00,0.79,4.91,,0.18,0.17,0.30,7.69,0.53,7.15,0.41,4.20,
array-zipcpu_zipcpu_piped-p015.smt2,,,4,6,6,68,1,55,49,2,80,75,20,74,,,306.73,74.46,timeout,12.51,0.20,0.00,0.01,0.00,0.17,10.46,0.74,8.11,,0.16,0.15,0.62,11.79,0.87,10.90,0.81,6.27,
array-zipcpu_zipcpu_piped-p020.smt2,,,4,4,4,29,1,21,39,2,38,35,13,34,,,306.73,64.55,timeout,5.13,0.07,,0.00,0.00,0.07,3.92,0.26,2.58,,0.17,0.17,0.21,4.42,0.64,3.77,0.28,1.64,
array-zipcpu_zipcpu_piped-p033.smt2,,,1,1,1,1,,1,,,2,1,,,,,304.21,30.62,timeout,0.74,0.01,0.00,0.01,,0.00,0.13,,,,0.18,0.17,,0.14,,0.14,,,
array-zipcpu_zipcpu_piped-p034.smt2,,,1,1,1,1,,1,,,2,1,,,,,304.20,29.94,timeout,0.69,0.00,,,,,0.08,,,,0.18,0.17,,0.08,,0.08,,,
array-zipcpu_zipcpu_piped-p040.smt2,,,7,7,7,91,3,62,136,2,100,97,77,96,,,306.73,73.40,timeout,15.11,0.27,0.00,0.02,0.01,0.23,12.52,1.30,9.43,,0.18,0.17,0.80,14.31,1.67,12.62,1.03,7.11,
array-zipcpu_zipcpu_piped-p048.smt2,,,6,6,6,33,3,15,99,2,42,38,41,37,,,306.73,64.72,timeout,6.86,0.09,0.00,0.01,0.00,0.08,5.57,0.58,3.85,,0.18,0.17,0.20,6.15,1.80,4.33,0.27,1.95,
array-zipcpu_zipcpu_piped-p073.smt2,,,3,3,3,30,,24,35,2,36,32,20,32,,,306.74,65.96,timeout,7.07,0.09,0.00,0.01,0.00,0.07,5.93,0.38,4.36,,0.15,0.15,0.17,6.36,0.61,5.74,0.23,3.73,
array-zipcpu_zipcpu_piped-p081.smt2,,,,8,8,165,2,56,296,6,176,173,162,173,,,305.79,84.33,timeout,34.03,0.54,0.01,0.07,0.01,0.42,29.80,1.80,24.42,,0.16,0.16,1.58,33.45,4.81,28.61,2.11,18.31,
array-zipcpu_zipcpu_piped-p102.smt2,,,7,9,9,221,6,146,558,14,253,244,316,245,,,306.73,132.35,timeout,62.27,0.78,0.02,0.10,0.02,0.60,55.69,2.47,47.97,,0.18,0.18,2.29,61.22,10.35,50.84,2.99,36.02,
array-zipcpu_zipcpu_piped-p110.smt2,,,1,2,2,5,,4,3,,7,5,1,4,,,308.47,59.62,timeout,1.87,0.01,,,,0.01,1.17,0.03,0.23,,0.17,0.16,,1.19,0.15,1.03,0.00,0.10,
array-zipcpu_zipcpu_piped-p111.smt2,,,6,6,6,51,1,31,121,3,59,57,77,56,,,306.73,66.08,timeout,9.80,0.14,0.00,0.01,0.00,0.12,8.12,0.84,5.85,,0.17,0.17,0.37,9.04,1.44,7.57,0.49,4.31,
array-zipcpu_zipcpu_piped-p112.smt2,,,5,6,6,64,3,35,87,6,76,68,32,69,,,306.74,69.62,timeout,13.01,0.21,0.00,0.02,0.01,0.17,10.93,0.81,8.50,,0.18,0.17,0.57,12.25,1.91,10.32,0.73,5.96,
array-zipcpu_zipcpu_piped-p115.smt2,,,1,2,2,6,,5,3,,8,6,1,5,,,306.73,59.54,timeout,2.12,0.01,,,,0.01,1.38,0.02,0.41,,0.17,0.16,0.00,1.41,0.17,1.23,0.01,0.25,
array-zipcpu_zipcpu_piped-p131.smt2,,,7,7,7,98,3,71,182,23,112,109,103,108,,,306.73,79.25,timeout,22.80,0.33,0.01,0.04,0.01,0.26,19.85,1.18,16.33,,0.19,0.18,0.84,21.88,2.96,18.90,1.09,12.74,
array-zipcpu_zipcpu_piped-p132.smt2,,,,4,4,41,,18,19,,46,45,2,44,,,306.73,55.25,timeout,7.03,0.10,,0.00,0.00,0.09,5.75,0.59,3.97,,0.17,0.16,0.31,6.43,0.66,5.76,0.41,2.89,
array-zipcpu_zipcpu_piped-p142.smt2,,,,3,3,31,1,22,10,,34,33,,32,,,306.73,54.92,timeout,6.22,0.08,0.00,0.00,0.00,0.07,5.15,0.41,3.62,,0.15,0.15,0.22,5.66,0.51,5.14,0.29,2.63,
array-zipcpu_zipcpu_piped-p146.smt2,,,,8,8,354,2,153,615,10,369,367,387,366,,,306.73,136.74,timeout,86.99,1.22,0.03,0.15,0.03,0.96,77.69,3.05,66.87,0.00,0.19,0.18,3.77,86.38,8.95,77.40,5.04,52.89,
array-zipcpu_zipcpu_piped-p155.smt2,,,4,5,5,18,2,13,33,1,23,20,13,19,,,310.03,62.46,timeout,4.53,0.04,,0.00,0.00,0.04,3.58,0.35,2.21,,0.18,0.17,0.07,3.81,0.77,3.02,0.10,1.55,
array-zipcpu_zipcpu_piped-p156.smt2,,,4,4,4,45,,25,61,5,50,47,31,46,,,306.55,65.75,timeout,8.33,0.12,0.00,0.01,0.00,0.10,6.84,0.51,4.99,,0.20,0.19,0.30,7.57,1.11,6.44,0.40,3.55,
array-zipcpu_zipcpu_piped-p160.smt2,,,3,5,5,84,2,88,27,,96,92,13,92,,,306.73,76.48,timeout,17.06,0.25,0.00,0.02,0.01,0.21,14.74,1.08,11.87,,0.14,0.13,0.76,16.34,0.41,15.91,0.99,10.27,
array-zipcpu_zipcpu_piped-p162.smt2,,,,3,2,6,,1,11,,10,7,3,7,,,308.53,53.01,timeout,4.25,0.01,,0.00,,0.01,3.01,0.04,1.97,,0.17,0.17,0.02,3.08,0.48,2.59,0.03,1.41,
array-zipcpu_zipcpu_piped-p163.smt2,,,,7,7,183,4,50,89,,186,187,47,186,,,306.73,81.01,timeout,33.52,0.55,0.01,0.08,0.01,0.42,29.24,1.34,24.44,,0.18,0.17,1.73,32.92,1.07,31.82,2.29,21.03,
array-zipcpu_zipcpu_piped-p177.smt2,,,6,6,6,41,1,14,156,3,52,48,72,47,,,306.73,65.57,timeout,6.49,0.07,0.00,0.01,0.00,0.06,5.06,0.49,3.35,,0.15,0.14,0.30,5.77,1.70,4.05,0.40,1.40,
array-zipcpu_zipcpu_piped-p183.smt2,,,4,5,5,30,2,26,41,2,39,35,24,34,,,306.73,64.64,timeout,6.47,0.08,,0.00,0.00,0.07,5.31,0.35,3.76,,0.17,0.16,0.16,5.73,0.92,4.80,0.22,2.65,
array-zipcpu_zipcpu_piped-p185.smt2,,,5,6,6,133,2,101,160,10,155,150,71,149,,,306.73,84.29,timeout,31.84,0.45,0.01,0.05,0.01,0.36,27.94,1.31,23.68,,0.17,0.16,1.35,31.00,3.14,27.84,1.78,18.73,
array-zipcpu_zipcpu_piped-p205.smt2,,,5,5,5,48,1,31,88,1,60,55,51,55,,,306.73,66.20,timeout,9.43,0.14,0.00,0.01,0.00,0.12,7.68,0.46,5.79,,0.18,0.17,0.45,8.69,1.21,7.46,0.58,3.71,
