index,SPACER_cex_depth,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_depth,SPACER_max_query_lvl,SPACER_num_active_lemmas,SPACER_num_ctp_blocked,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_reuse_reach_facts,max_memory,memory,status,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_is_reach
array-VexRiscv-regch0-15-p0.smt2,,,,15,14,485,120,329,1321,45,545,524,642,534,,,5450.79,1929.01,timeout,899.97,62.05,3.20,36.50,1.22,20.78,802.57,519.00,116.06,0.68,0.12,0.12,11.41,886.43,67.79,818.59,13.68,520.64,
array-VexRiscv-regch0-15-p1.smt2,,,,14,14,697,113,341,1317,55,735,724,644,732,,,395.64,373.72,unknown,633.26,2.33,0.12,1.15,0.12,0.70,617.59,365.60,214.25,0.51,0.13,0.13,4.11,633.11,40.24,592.82,6.57,494.96,
array-VexRiscv-regch0-20-p0.smt2,,,,14,13,698,304,368,2685,86,762,741,1142,750,,,478.02,459.38,timeout,899.98,1.81,0.09,0.74,0.11,0.61,644.88,534.09,67.47,1.47,0.12,0.12,3.50,664.30,119.53,544.72,5.81,442.89,
array-arbitrated_fifos_n2d8w8.smt2,,,,20,19,1206,18,,8091,11,1543,1504,3176,1523,,,439.80,414.96,timeout,899.98,17.47,1.21,10.84,0.63,4.27,776.01,1.08,645.60,,0.01,0.00,4.95,835.02,260.60,574.36,8.00,437.25,
array-array_swap.smt2,,,,67,66,248,65,,11721,,2394,165,3312,2327,,,230.61,219.41,timeout,899.99,14.56,0.80,8.77,0.53,3.17,831.62,6.25,718.55,0.00,0.00,,1.05,884.25,542.49,341.53,3.95,22.24,
array-dblclockfft_butterfly_ck1-p006.smt2,,,,5,4,121,15,53,192,1,131,126,84,127,,,936.20,473.46,timeout,899.96,0.41,0.01,0.06,0.01,0.28,90.02,85.46,,0.01,0.91,0.90,0.84,93.80,8.93,84.87,2.18,51.99,
array-dblclockfft_butterfly_ck1-p015.smt2,,,,4,3,499,1,240,1185,30,517,512,829,513,,,936.20,498.57,timeout,899.96,1.94,0.04,0.48,0.07,1.06,361.54,327.80,,0.16,0.90,0.89,4.14,379.54,46.98,332.54,10.20,234.99,
array-dblclockfft_butterfly_ck1-p023.smt2,,,,6,5,542,151,338,1297,41,553,548,862,549,,,940.11,565.55,timeout,899.96,2.58,0.07,0.64,0.10,1.43,550.00,506.77,,0.30,0.89,0.88,4.93,570.80,43.45,527.34,11.68,388.65,
array-dblclockfft_butterfly_ck1-p053.smt2,,,,4,3,114,37,9,504,,117,114,360,114,,,936.20,480.73,timeout,899.96,0.08,0.00,0.01,0.01,0.03,27.45,24.30,,0.00,0.90,0.89,0.70,30.47,10.46,20.01,1.89,1.21,
array-dblclockfft_butterfly_ck1-p060.smt2,,,10,10,10,119,168,14,717,,122,119,442,119,,,936.20,120.21,unsat,31.22,0.08,0.00,0.01,0.01,0.03,25.54,22.25,,0.01,0.91,0.90,0.69,28.61,10.97,17.61,1.93,1.31,
array-dblclockfft_butterfly_ck1-p063.smt2,,,,3,2,4,1,1,5,,7,4,,4,,,940.10,464.97,timeout,899.96,0.01,,,,0.01,3.48,3.28,,,0.90,0.89,0.01,3.53,1.91,1.62,0.02,0.76,
array-dblclockfft_butterfly_ck1-p068.smt2,,,,3,2,6,1,1,7,,9,6,,6,,,940.10,474.33,timeout,899.96,0.01,,,,0.01,5.83,5.59,,,0.90,0.89,0.02,5.94,2.04,3.89,0.06,0.17,
array-dblclockfft_butterfly_ck1-p072.smt2,,,,5,4,675,50,537,632,8,693,688,418,689,,,938.37,509.61,timeout,899.95,3.98,0.13,1.15,0.15,2.10,792.88,740.94,,0.14,0.91,0.90,6.77,819.74,37.15,782.58,15.68,578.47,
array-dblclockfft_butterfly_ck1-p073.smt2,,,,3,2,11,1,1,12,,14,11,,11,,,940.10,397.44,timeout,899.96,0.01,,,,0.01,9.26,8.87,,,0.90,0.89,0.06,9.52,3.21,6.31,0.16,0.15,
array-dblclockfft_butterfly_ck1-p078.smt2,,,,4,3,659,2,586,414,,670,665,326,666,,,940.10,487.54,timeout,899.95,4.18,0.14,1.26,0.16,2.13,858.32,806.22,,0.04,0.91,0.90,6.92,884.89,17.56,867.32,15.80,670.64,
array-dblclockfft_butterfly_ck1-p096.smt2,,,,4,3,34,1,,55,,37,34,18,34,,,940.11,472.01,timeout,899.96,0.02,,0.00,0.00,0.01,7.00,6.23,,,0.90,0.89,0.19,7.88,3.25,4.62,0.54,0.00,
array-dblclockfft_butterfly_ck1-p106.smt2,,,,4,3,555,1,293,1263,17,577,572,931,573,,,938.37,557.52,timeout,899.96,2.74,0.08,0.69,0.10,1.51,517.84,472.11,,0.13,0.89,0.88,5.48,540.23,57.09,483.13,12.73,339.52,
array-dblclockfft_butterfly_ck1-p117.smt2,,,,4,3,663,2,654,14,,668,663,,664,,,940.11,497.06,timeout,899.96,4.05,0.13,1.15,0.14,2.18,656.83,610.09,,0.01,0.88,0.87,6.50,681.69,11.56,670.12,15.39,507.67,
array-dblclockfft_butterfly_ck1-p139.smt2,,,,4,3,494,2,291,994,9,503,498,692,499,,,936.20,546.59,timeout,899.97,2.33,0.07,0.59,0.08,1.31,433.35,398.32,,0.18,0.93,0.92,4.10,451.56,43.91,407.65,10.16,291.86,
array-dblclockfft_butterfly_ck1-p147.smt2,,,,5,4,728,47,276,2590,25,770,763,1599,765,,,936.21,543.00,timeout,899.86,3.31,0.09,0.77,0.11,1.85,554.91,485.06,,1.05,0.88,0.88,6.81,588.15,127.82,460.32,16.32,307.52,
array-dblclockfft_butterfly_ck1-p156.smt2,,,,4,3,456,1,307,725,11,470,465,493,466,,,936.20,513.13,timeout,899.96,1.79,0.04,0.45,0.07,0.97,382.17,353.17,,0.15,0.93,0.92,3.89,398.21,36.75,361.45,9.47,268.85,
array-dblclockfft_butterfly_ck1-p167.smt2,,,,10,9,832,435,419,4561,59,886,876,2807,880,,,936.20,609.46,timeout,899.96,4.86,0.14,1.45,0.16,2.34,807.28,692.30,,2.35,0.90,0.89,8.96,852.29,201.50,650.76,20.10,455.39,
array-dblclockfft_butterfly_ck1-p168.smt2,,,,7,6,582,234,321,1458,20,595,590,873,591,,,936.20,510.07,timeout,899.96,2.37,0.06,0.63,0.09,1.24,521.16,478.34,,0.35,0.91,0.90,5.46,543.40,51.57,491.81,12.66,356.85,
array-dblclockfft_butterfly_ck1-p191.smt2,,,,3,2,36,1,,68,,38,35,30,35,,,938.37,477.70,timeout,899.96,0.02,,0.00,0.00,0.01,8.65,7.84,,,0.90,0.89,0.20,9.52,3.84,5.68,0.55,0.80,
array-dblclockfft_butterfly_ck1-p199.smt2,,,,5,4,492,93,294,1110,17,512,507,746,508,,,936.20,551.39,timeout,899.96,2.15,0.05,0.60,0.07,1.11,413.56,378.27,,0.22,0.90,0.89,4.27,431.74,41.33,390.40,10.51,278.46,
array-dblclockfft_butterfly_ck1-p200.smt2,,,,3,2,15,1,1,18,,18,15,2,15,,,940.10,484.08,timeout,899.96,0.02,,0.00,,0.01,10.92,8.16,,,0.87,0.86,0.09,11.29,3.25,8.03,0.23,0.71,
array-dblclockfft_butterfly_ck1-p212.smt2,,,,3,2,7,1,1,8,,10,7,,7,,,938.37,443.62,timeout,899.96,0.01,,,,0.01,6.61,6.35,,,0.90,0.89,0.03,6.74,3.24,3.50,0.07,0.42,
array-dblclockfft_butterfly_ck1-p214.smt2,,,,3,2,4,1,1,5,,7,4,,4,,,938.37,378.49,timeout,899.96,0.01,,,,0.01,3.55,3.36,,,0.92,0.91,0.01,3.61,2.46,1.15,0.02,0.20,
array-dblclockfft_butterfly_ck1-p222.smt2,,,,5,4,691,15,248,3089,44,726,719,2085,721,,,936.21,552.39,timeout,899.96,2.99,0.08,0.70,0.10,1.68,522.73,448.07,,1.13,0.91,0.90,6.33,555.06,141.26,413.79,15.42,271.92,
array-dblclockfft_butterfly_ck1-p223.smt2,,,,3,2,4,1,1,5,,7,4,,4,,,938.37,418.20,timeout,902.99,0.01,,,,0.01,3.21,3.02,,,0.89,0.88,0.01,3.27,1.58,1.68,0.02,0.17,
array-dblclockfft_butterfly_ck1-p255.smt2,,,,3,2,83,1,9,294,,86,83,218,83,,,,,,,0.06,0.00,0.00,0.00,0.02,16.61,14.10,,,0.90,0.89,0.49,18.75,6.83,11.91,1.37,0.59,
array-dblclockfft_butterfly_ck1-p257.smt2,,,,4,3,97,23,10,330,,99,96,219,96,,,940.11,520.53,timeout,899.96,0.06,0.00,0.01,0.00,0.03,15.31,13.10,,,0.90,0.89,0.55,17.66,6.39,11.26,1.51,0.93,
array-dblclockfft_butterfly_ck1-p265.smt2,,,,4,3,347,2,185,759,1,354,349,533,350,,,938.37,493.11,timeout,899.96,1.34,0.03,0.24,0.04,0.84,264.67,244.27,,0.07,0.95,0.94,2.71,276.44,20.85,255.58,6.87,185.04,
array-dblclockfft_butterfly_ck1-p267.smt2,,,11,11,11,370,240,188,1147,8,424,417,597,419,,,936.20,271.95,unsat,274.16,1.17,0.02,0.20,0.04,0.71,255.57,233.08,,0.23,0.89,0.88,3.06,268.89,30.65,238.20,7.72,163.42,
array-dblclockfft_butterfly_ck1-p269.smt2,,,,3,2,8,1,1,9,,11,8,,8,,,938.37,487.19,timeout,899.96,0.01,,,,0.01,7.77,7.47,,,0.89,0.88,0.04,7.94,3.42,4.51,0.10,0.12,
array-dblclockfft_butterfly_ck1-p276.smt2,,,,11,10,710,608,313,2474,14,728,723,1398,724,,,,,,,3.42,0.10,0.85,0.12,1.88,558.23,490.60,,0.64,0.89,0.88,7.31,588.44,79.33,509.07,16.71,334.38,
array-dblclockfft_butterfly_ck1-p285.smt2,,,,3,2,14,1,1,15,,17,14,,14,,,938.37,461.30,timeout,899.96,0.01,,0.00,,0.01,7.45,7.02,,,0.89,0.88,0.08,7.79,2.41,5.37,0.20,0.12,
array-dblclockfft_butterfly_ck1-p286.smt2,,,,5,4,536,115,246,1413,23,548,543,882,544,,,936.20,538.95,timeout,899.96,2.36,0.07,0.59,0.08,1.33,396.75,359.77,,0.31,0.89,0.89,4.58,416.83,58.34,358.49,11.02,256.79,
array-dblclockfft_butterfly_ck1-p304.smt2,,,11,11,11,577,150,525,865,4,646,641,558,642,,,938.37,438.91,unsat,811.00,3.60,0.11,1.04,0.13,1.85,775.64,728.37,,0.23,0.89,0.88,6.01,799.96,19.62,780.31,14.26,607.94,
array-dblclockfft_butterfly_ck1-p309.smt2,,,,4,3,90,35,3,378,,93,90,254,90,,,936.20,472.63,timeout,899.95,0.06,0.00,0.01,0.00,0.02,21.48,19.14,,0.00,0.89,0.88,0.54,23.85,8.85,14.99,1.48,1.75,
array-dblclockfft_butterfly_ck1-p310.smt2,,,,3,2,4,1,1,5,,7,4,,4,,,938.37,432.84,timeout,899.96,0.01,,,,0.01,3.65,3.46,,,0.91,0.90,0.01,3.70,1.72,1.98,0.02,0.84,
array-dblclockfft_butterfly_ck1-p333.smt2,,,,3,2,4,1,1,5,,7,4,,4,,,938.37,446.50,timeout,899.96,0.01,,,,0.01,3.28,3.09,,,0.96,0.95,0.01,3.33,2.16,1.17,0.02,0.14,
array-dblclockfft_butterfly_ck1-p341.smt2,,,,3,2,14,1,1,15,,17,14,,14,,,938.37,456.23,timeout,899.96,0.02,,0.00,,0.01,8.73,8.31,,,0.92,0.91,0.08,9.07,3.27,5.80,0.21,0.50,
array-dblclockfft_butterfly_ck1-p343.smt2,,,,3,2,6,1,1,7,,9,6,,6,,,938.37,466.10,timeout,899.96,0.01,,,,0.01,5.28,5.04,,,0.89,0.88,0.02,5.38,2.66,2.72,0.06,0.47,
array-dblclockfft_butterfly_ck1-p346.smt2,,,,3,2,16,1,1,18,,19,16,1,16,,,940.11,457.64,timeout,899.96,0.02,,0.00,,0.01,8.66,8.18,,,0.90,0.89,0.10,9.05,3.33,5.72,0.25,0.91,
array-dblclockfft_butterfly_ck1-p348.smt2,,,,4,3,629,2,549,620,5,643,638,526,639,,,938.37,501.03,timeout,899.96,3.95,0.13,1.21,0.15,2.03,745.90,694.68,,0.03,0.90,0.89,6.45,770.78,30.13,740.64,14.86,551.19,
array-dblclockfft_butterfly_ck1-p351.smt2,,,,3,2,15,1,1,18,,18,15,2,15,,,940.11,421.14,timeout,899.96,0.02,,0.00,,0.01,7.29,6.82,,,0.88,0.87,0.09,7.67,1.81,5.85,0.23,0.18,
array-dblclockfft_butterfly_ck1-p352.smt2,,,,3,2,4,1,1,5,,7,4,,4,,,938.37,398.64,timeout,899.96,0.01,,,,0.01,3.02,2.82,,,0.90,0.89,0.01,3.07,1.69,1.37,0.02,0.91,
array-dblclockfft_butterfly_ck1-p354.smt2,,,,3,2,8,1,1,9,,11,8,,8,,,938.37,466.04,timeout,899.96,0.01,,,,0.01,6.50,6.21,,,0.89,0.88,0.04,6.67,2.73,3.94,0.10,0.11,
array-dblclockfft_butterfly_ck1-p359.smt2,,,,3,2,4,1,1,5,,7,4,,4,,,938.37,418.10,timeout,899.95,0.01,,,,0.01,2.61,2.42,,,0.89,0.88,0.01,2.66,1.43,1.23,0.02,0.14,
array-dblclockfft_butterfly_ck1-p372.smt2,,,,8,7,662,32,621,126,11,672,666,22,667,,,940.11,499.54,timeout,899.96,4.32,0.14,1.32,0.16,2.18,820.75,768.99,,0.13,0.90,0.89,7.17,847.76,15.12,832.62,16.28,645.70,
array-dblclockfft_butterfly_ck1-p375.smt2,,,,3,2,14,1,1,16,,17,14,1,14,,,940.11,433.41,timeout,899.96,0.02,,,,0.01,8.21,7.76,,,0.88,0.87,0.08,8.55,3.28,5.27,0.21,0.23,
array-dblclockfft_butterfly_ck1-p386.smt2,,,,4,3,607,2,328,1642,20,628,623,1243,624,,,936.20,523.59,timeout,899.95,2.67,0.07,0.62,0.09,1.55,432.78,385.80,,0.25,0.92,0.91,5.31,455.42,55.13,400.28,12.80,274.41,
array-dblclockfft_butterfly_ck1-p420.smt2,,,,8,7,652,159,476,1335,57,667,660,877,662,,,940.10,527.28,timeout,899.96,3.77,0.12,1.03,0.14,2.01,834.86,778.95,,0.46,0.90,0.89,6.80,862.97,65.68,797.26,15.44,600.83,
array-dblclockfft_butterfly_ck1-p422.smt2,,,11,11,11,156,142,49,557,10,174,169,252,170,,,938.37,177.73,unsat,127.33,0.49,0.01,0.06,0.01,0.33,119.43,113.04,,0.04,0.90,0.89,1.17,124.67,13.08,111.56,2.94,82.84,
array-dblclockfft_butterfly_ck1-p428.smt2,,,,3,2,19,1,1,21,,22,19,1,19,,,940.10,459.68,timeout,899.97,0.02,,0.00,0.00,0.01,10.80,10.19,,,0.90,0.89,0.12,11.29,2.63,8.66,0.31,1.05,
array-dblclockfft_butterfly_ck1-p432.smt2,,,,3,2,5,1,1,6,,8,5,,5,,,940.10,464.53,timeout,899.96,0.01,,,,0.01,3.48,3.27,,,0.91,0.90,0.01,3.56,1.62,1.94,0.04,0.12,
array-dblclockfft_butterfly_ck1-p434.smt2,,,,3,2,5,1,1,6,,8,5,,5,,,940.10,475.46,timeout,899.96,0.01,,,,0.01,5.55,5.33,,,0.90,0.89,0.01,5.63,2.12,3.51,0.04,0.18,
array-dblclockfft_butterfly_ck1-p436.smt2,,,,3,2,18,1,1,21,,21,18,2,18,,,940.10,465.83,timeout,899.96,0.02,,0.00,0.00,0.01,8.71,8.14,,,0.90,0.89,0.11,9.17,3.06,6.11,0.29,0.21,
array-dblclockfft_butterfly_ck1-p454.smt2,,,,5,4,407,79,179,1008,21,422,417,627,418,,,936.20,524.73,timeout,899.96,1.29,0.02,0.25,0.04,0.76,260.86,235.91,,0.14,0.90,0.89,3.31,274.58,28.51,246.06,8.04,162.22,
array-dblclockfft_butterfly_ck1-p455.smt2,,,,9,8,469,241,231,1398,37,484,479,813,480,,,936.20,481.81,timeout,899.96,1.55,0.03,0.30,0.06,0.92,316.98,287.01,,0.29,0.90,0.89,3.71,333.27,46.90,286.35,9.22,190.49,
array-dblclockfft_butterfly_ck2_r0-p043.smt2,,,,7,6,313,166,160,1138,23,332,326,764,328,,,762.66,752.68,timeout,899.96,0.72,0.01,0.15,0.03,0.41,105.67,90.15,,0.14,0.42,0.41,1.41,112.31,16.89,95.40,3.53,57.62,
array-dblclockfft_butterfly_ck2_r0-p048.smt2,,,9,9,9,68,46,18,367,,72,69,268,69,,,421.13,76.91,unsat,10.03,0.04,0.00,0.00,0.00,0.01,7.90,6.47,,0.00,0.43,0.43,0.23,8.93,3.06,5.84,0.61,0.34,
array-dblclockfft_butterfly_ck2_r0-p061.smt2,,,9,9,9,597,105,555,869,33,770,761,444,764,,,585.33,542.10,unsat,626.13,2.77,0.07,0.85,0.12,1.30,599.90,550.43,,0.34,0.47,0.46,4.79,620.60,38.58,581.99,10.97,436.65,
array-dblclockfft_butterfly_ck2_r0-p064.smt2,,,,7,6,481,64,380,348,,497,488,136,491,,,632.34,622.50,timeout,899.96,1.36,0.03,0.33,0.06,0.77,275.35,256.98,,0.09,0.47,0.46,2.40,285.74,13.63,272.09,5.80,203.80,
array-dblclockfft_butterfly_ck2_r0-p075.smt2,,,9,9,9,598,69,549,613,2,730,722,274,724,,,624.51,553.26,unsat,713.53,4.71,0.20,2.36,0.12,1.64,679.29,629.88,,0.24,0.48,0.47,4.71,701.29,35.21,666.05,10.70,511.55,
array-dblclockfft_butterfly_ck2_r0-p095.smt2,,,,5,4,244,3,176,315,4,255,248,164,250,,,586.33,579.84,timeout,899.97,0.53,0.01,0.10,0.02,0.34,90.85,81.72,,0.06,0.44,0.43,1.06,95.69,9.36,86.33,2.72,61.85,
array-dblclockfft_butterfly_ck2_r0-p096.smt2,,,,5,4,250,3,182,470,3,259,252,314,254,,,595.12,592.54,timeout,899.97,0.58,0.01,0.12,0.02,0.33,98.26,89.16,,0.06,0.44,0.43,1.10,103.33,9.90,93.42,2.81,66.30,
array-dblclockfft_butterfly_ck2_r0-p098.smt2,,,9,9,9,475,60,397,722,5,586,574,309,580,,,533.53,490.95,unsat,406.68,1.97,0.07,0.66,0.07,0.94,387.94,358.98,,0.29,0.44,0.43,3.40,402.82,30.98,371.81,7.74,273.60,
array-dblclockfft_butterfly_ck2_r0-p100.smt2,,,,5,4,545,4,450,270,13,561,553,127,556,,,660.44,631.37,timeout,899.97,1.80,0.04,0.46,0.07,0.91,518.21,486.98,,0.07,0.45,0.44,3.09,531.45,21.61,509.83,7.22,394.99,
array-dblclockfft_butterfly_ck2_r0-p101.smt2,,,,5,4,248,3,169,380,2,257,250,211,252,,,529.88,475.42,timeout,899.97,0.55,0.01,0.10,0.02,0.33,89.49,80.56,,0.06,0.47,0.46,1.09,94.50,11.34,83.15,2.78,57.50,
array-dblclockfft_butterfly_ck2_r0-p103.smt2,,,,6,5,452,49,331,366,,466,461,193,462,,,540.98,521.00,timeout,899.96,1.14,0.02,0.24,0.05,0.67,193.48,176.06,,0.03,0.48,0.47,2.23,203.04,9.61,193.43,5.49,129.67,
array-dblclockfft_butterfly_ck2_r0-p106.smt2,,,,5,4,230,26,167,437,1,239,232,289,234,,,564.81,561.29,timeout,899.97,0.49,0.01,0.09,0.02,0.30,83.87,75.22,,0.05,0.46,0.45,1.01,88.41,7.18,81.21,2.60,56.73,
array-dblclockfft_butterfly_ck2_r0-p129.smt2,,,,5,4,217,3,154,363,6,229,222,215,224,,,606.14,605.00,timeout,899.96,0.45,0.01,0.07,0.02,0.29,75.81,67.97,,0.05,0.46,0.46,0.94,80.10,8.78,71.31,2.39,48.45,
array-dblclockfft_butterfly_ck2_r0-p134.smt2,,,,6,5,718,8,557,475,107,734,726,201,728,,,665.23,660.16,timeout,899.95,3.01,0.08,1.00,0.13,1.32,821.45,768.19,,0.21,0.46,0.46,5.24,842.83,57.45,785.36,11.28,600.72,
array-dblclockfft_butterfly_ck2_r0-p152.smt2,,,9,9,9,251,41,158,499,10,286,278,233,281,,,421.13,209.28,unsat,125.90,0.59,0.01,0.10,0.02,0.37,118.25,109.92,,0.08,0.43,0.42,1.18,123.84,13.64,110.17,2.94,78.49,
array-dblclockfft_butterfly_ck2_r0-p155.smt2,,,,5,4,323,7,199,621,10,338,331,362,333,,,523.51,517.22,timeout,899.97,0.82,0.02,0.19,0.03,0.45,158.65,141.91,,0.13,0.46,0.45,1.69,166.24,20.00,146.23,3.98,104.01,
array-dblclockfft_butterfly_ck2_r0-p159.smt2,,,,6,5,405,17,317,225,2,419,412,62,414,,,533.88,508.48,timeout,899.97,1.11,0.03,0.24,0.04,0.64,210.00,193.91,,0.07,0.46,0.45,1.99,218.71,15.63,203.07,4.81,147.72,
array-dblclockfft_butterfly_ck2_r0-p168.smt2,,,,6,5,182,45,82,395,5,190,184,217,186,,,655.67,634.65,timeout,899.96,0.31,0.01,0.04,0.01,0.20,51.14,46.44,,0.03,0.43,0.42,0.71,54.43,6.58,47.83,1.84,31.64,
array-dblclockfft_butterfly_ck2_r0-p171.smt2,,,,6,5,718,23,436,866,34,733,724,457,728,,,667.75,664.16,timeout,899.97,3.47,0.09,1.28,0.13,1.36,874.02,803.98,,0.21,0.43,0.42,5.21,897.39,82.58,814.79,11.81,611.61,
array-dblclockfft_butterfly_ck2_r0-p173.smt2,,,,5,4,226,3,166,317,2,236,229,182,231,,,672.21,597.52,timeout,899.97,0.49,0.01,0.08,0.02,0.30,95.27,87.20,,0.04,0.46,0.46,1.00,99.80,8.41,91.37,2.53,66.21,
array-dblclockfft_butterfly_ck2_r0-p185.smt2,,,,5,4,612,3,526,177,3,627,620,62,622,,,602.24,594.41,timeout,899.97,2.01,0.05,0.57,0.09,1.02,487.37,454.84,,0.05,0.48,0.48,3.86,502.86,23.52,479.32,9.10,366.45,
array-dblclockfft_butterfly_ck2_r0-p188.smt2,,,,5,4,241,3,169,330,7,258,251,176,253,,,574.64,561.99,timeout,899.98,0.57,0.01,0.10,0.02,0.35,91.42,81.81,,0.06,0.46,0.46,1.11,96.48,11.20,85.27,2.81,58.81,
array-dblclockfft_butterfly_ck2_r0-p218.smt2,,,,6,5,641,19,566,250,22,658,649,94,652,,,554.70,480.46,timeout,899.97,2.09,0.05,0.55,0.09,1.08,519.21,487.31,,0.13,0.46,0.45,3.90,534.99,29.23,505.74,9.00,387.38,
array-dblclockfft_butterfly_ck2_r0-p232.smt2,,,9,9,9,146,62,81,393,2,164,159,226,160,,,423.07,110.65,unsat,49.04,0.28,0.00,0.04,0.01,0.18,44.83,40.97,,0.03,0.46,0.45,0.62,47.68,5.02,42.63,1.59,27.91,
array-dblclockfft_butterfly_ck2_r0-p239.smt2,,,8,8,8,188,28,147,133,4,207,202,40,203,,,423.53,116.54,unsat,77.49,0.42,0.01,0.05,0.01,0.29,72.13,66.91,,0.01,0.47,0.46,0.81,75.74,3.50,72.22,2.11,54.10,
array-dblclockfft_butterfly_ck2_r0-p249.smt2,,,,5,4,616,3,468,416,12,633,626,220,628,,,521.57,503.59,timeout,899.97,2.01,0.05,0.54,0.09,1.02,550.99,514.65,,0.07,0.47,0.46,3.67,566.86,39.47,527.37,8.72,398.82,
array-dblclockfft_butterfly_ck2_r0-p253.smt2,,,,11,10,604,196,401,1311,10,629,622,767,624,,,648.04,625.91,timeout,899.97,1.70,0.04,0.41,0.07,0.93,301.07,267.57,,0.40,0.46,0.45,3.10,315.71,46.76,268.92,7.45,184.73,
array-dblclockfft_butterfly_ck3_r0-p021.smt2,,,,9,8,461,42,211,770,5,491,478,270,483,,,492.44,487.06,timeout,899.98,2.21,0.08,0.89,0.09,0.75,568.21,530.49,,0.22,0.27,0.27,2.43,581.51,73.76,507.73,5.43,400.84,
array-dblclockfft_butterfly_ck3_r0-p029.smt2,,,,9,8,528,21,230,1688,15,561,545,919,553,,,,,,,2.19,0.08,0.87,0.09,0.80,728.05,675.13,,0.62,0.27,0.26,3.06,746.00,153.27,592.71,6.44,445.01,
array-dblclockfft_butterfly_ck3_r0-p042.smt2,,,,14,13,390,104,238,674,14,424,408,264,415,,,468.66,451.26,timeout,899.97,1.68,0.06,0.68,0.07,0.57,501.33,472.64,,0.26,0.27,0.27,2.07,511.86,47.69,464.13,4.51,354.27,
array-dblclockfft_butterfly_ck3_r0-p048.smt2,,,,9,8,604,19,277,1510,38,634,622,777,627,,,531.10,506.77,timeout,899.97,2.62,0.10,1.05,0.10,0.94,804.30,747.24,,0.62,0.27,0.26,3.35,824.02,179.19,644.81,7.24,494.27,
array-dblclockfft_butterfly_ck3_r0-p051.smt2,,,,9,8,565,113,325,1544,42,600,585,760,591,,,544.74,534.45,timeout,900.31,2.30,0.09,0.94,0.09,0.86,648.56,595.81,,0.72,0.26,0.25,2.89,665.76,124.56,541.17,6.46,413.00,
array-dblclockfft_butterfly_ck3_r0-p052.smt2,,,9,9,9,62,20,38,176,1,72,68,111,68,,,132.10,57.73,unsat,10.41,0.07,0.00,0.01,0.00,0.04,9.02,8.12,,0.00,0.26,0.25,0.15,9.75,1.29,8.43,0.39,5.36,
array-dblclockfft_butterfly_ck3_r0-p053.smt2,,,,8,7,524,184,271,1607,18,556,546,975,551,,,556.39,490.75,timeout,899.97,1.95,0.07,0.72,0.08,0.75,558.49,508.61,,0.53,0.27,0.26,2.74,572.89,93.19,479.68,6.09,375.33,
array-dblclockfft_butterfly_ck3_r0-p056.smt2,,,9,9,9,157,29,138,542,11,212,205,367,207,,,247.66,164.89,unsat,96.84,1.54,0.08,1.03,0.04,0.30,91.34,83.16,,0.07,0.27,0.26,0.62,95.72,11.60,84.09,1.55,61.70,
array-dblclockfft_butterfly_ck3_r0-p066.smt2,,,,9,8,463,145,233,1184,13,501,488,451,494,,,512.89,496.03,timeout,899.99,1.88,0.06,0.72,0.07,0.72,760.99,713.24,,0.66,0.29,0.29,2.88,776.91,144.36,632.52,5.92,478.16,
array-dblclockfft_butterfly_ck3_r0-p082.smt2,,,,9,8,325,248,145,1171,6,359,346,476,352,,,510.85,480.81,timeout,899.98,1.07,0.04,0.40,0.04,0.41,321.45,299.44,,0.46,0.27,0.26,1.67,330.83,85.14,245.67,3.62,187.44,
array-dblclockfft_butterfly_ck3_r0-p090.smt2,,,,9,8,509,86,241,1350,21,544,529,571,535,,,533.75,505.06,timeout,899.98,1.68,0.06,0.59,0.07,0.71,440.59,402.83,,0.53,0.27,0.26,2.58,454.83,81.79,373.01,5.66,284.79,
array-dblclockfft_butterfly_ck3_r0-p111.smt2,,,,8,7,681,97,305,1824,40,710,699,965,704,,,557.10,553.73,timeout,899.98,4.29,0.16,2.27,0.14,1.22,861.36,786.23,,0.86,0.27,0.26,4.19,885.72,153.78,731.91,8.84,559.17,
array-dblclockfft_butterfly_ck3_r0-p119.smt2,,,9,9,9,31,23,13,116,1,40,35,55,36,,,132.10,46.39,unsat,4.68,0.03,,0.00,0.00,0.02,3.85,3.42,,0.00,0.25,0.25,0.07,4.25,0.88,3.34,0.20,1.68,
array-dblclockfft_butterfly_ck3_r1-p022.smt2,,,10,10,10,280,42,150,970,7,370,361,495,364,,,324.88,292.17,unsat,293.46,1.19,0.04,0.43,0.04,0.50,280.07,259.27,,0.27,0.33,0.32,1.46,288.68,51.40,237.24,3.40,187.22,
