index,SPACER_cex_depth,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_depth,SPACER_max_query_lvl,SPACER_num_active_lemmas,SPACER_num_ctp_blocked,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_reuse_reach_facts,max_memory,memory,status,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_is_reach
bv-qspiflash_qflexpress_divfive-p064.smt2,,,17,17,17,323,246,359,4342,31,593,565,2624,586,,,157.27,140.46,unsat,79.72,1.08,0.05,0.33,0.06,0.55,69.01,55.80,,1.19,0.04,0.04,1.46,78.60,28.62,49.93,3.41,33.77,
bv-qspiflash_qflexpress_divfive-p067.smt2,,,,22,21,448,46,227,886,25,508,479,291,500,,,421.66,403.46,timeout,899.98,1.28,0.07,0.49,0.06,0.54,126.19,113.83,,0.20,0.04,0.04,1.20,133.01,11.95,121.00,2.80,103.84,
bv-qspiflash_qflexpress_divfive-p075.smt2,,,,17,16,1342,662,442,5288,125,1419,1390,1891,1410,,,578.34,561.28,timeout,899.97,4.67,0.24,2.08,0.22,1.76,826.47,712.93,,4.61,0.04,0.04,6.02,864.47,142.43,721.99,13.71,616.61,
bv-qspiflash_qflexpress_divfive-p079.smt2,,,,40,39,1055,1345,431,16388,31,1443,1392,8705,1420,,,515.39,492.56,timeout,899.97,5.05,0.24,2.19,0.23,1.95,794.75,645.63,,13.28,0.04,0.04,5.63,853.05,410.81,442.11,12.70,333.97,
bv-qspiflash_qflexpress_divfive-p094.smt2,,,,18,17,862,84,402,5753,92,956,946,3417,955,,,423.82,405.62,timeout,899.97,2.58,0.13,1.01,0.12,1.07,379.21,319.33,,3.12,0.04,0.04,3.29,401.61,117.81,283.74,7.51,234.47,
bv-qspiflash_qflexpress_divfive-p100.smt2,,,,21,20,1155,458,251,5314,35,1368,1338,2203,1352,,,517.94,500.56,timeout,899.97,3.99,0.18,1.64,0.20,1.55,729.63,629.24,,3.16,0.04,0.04,5.31,762.13,130.07,631.99,11.78,536.21,
bv-qspiflash_qflexpress_divfive-p104.smt2,,,9,9,9,183,23,178,747,1,276,267,518,270,,,59.15,53.51,unsat,15.37,0.34,0.01,0.07,0.02,0.21,12.87,11.06,,0.06,0.04,0.04,0.41,15.05,1.97,13.05,1.12,8.96,
bv-qspiflash_qflexpress_divfive-p107.smt2,,,,16,15,1275,208,141,3709,59,1371,1351,1288,1361,,,511.69,493.41,timeout,899.98,4.01,0.20,1.62,0.21,1.63,590.17,519.80,,2.22,0.04,0.04,5.19,619.67,130.32,489.30,11.24,402.13,
bv-qspiflash_qflexpress_divfive-p113.smt2,,,,27,26,1079,1464,287,9149,124,1429,1387,3610,1433,,,490.35,472.43,timeout,899.98,4.58,0.21,2.11,0.23,1.65,793.51,677.57,,6.16,0.04,0.04,5.66,834.29,217.51,616.69,11.90,517.20,
bv-qspiflash_qflexpress_divfive-p121.smt2,,,,17,16,1060,673,404,7159,46,1157,1136,3496,1149,,,525.90,507.75,timeout,899.97,3.58,0.19,1.49,0.17,1.42,414.55,350.14,,5.00,0.04,0.04,3.79,444.26,132.11,312.10,8.73,248.62,
bv-qspiflash_qflexpress_divfive-p122.smt2,,,2,3,3,20,,18,31,,27,23,21,23,,,25.15,20.23,unsat,0.84,0.03,0.00,0.01,0.00,0.02,0.59,0.48,,,0.04,0.04,0.02,0.72,0.14,0.58,0.07,0.31,
bv-qspiflash_qflexpress_divfive-p137.smt2,,,,19,18,707,98,246,3718,13,803,796,1794,804,,,450.71,447.65,timeout,899.98,1.70,0.08,0.59,0.09,0.79,181.06,155.16,,1.43,0.04,0.04,2.49,196.06,51.60,144.40,5.75,111.86,
bv-qspiflash_qflexpress_divfive-p139.smt2,,,,18,17,1176,109,413,6618,102,1282,1276,3804,1283,,,440.91,422.78,timeout,899.98,4.73,0.25,2.15,0.23,1.73,809.40,687.03,,3.44,0.04,0.04,5.58,842.78,166.38,676.35,12.05,579.70,
bv-rast-p00.smt2,,,7,7,7,20,9,10,101,2,32,23,62,26,,,858.01,751.38,unsat,113.15,0.28,0.01,0.18,0.01,0.06,108.20,85.39,,0.00,0.34,0.34,0.43,109.50,25.75,83.72,0.54,26.07,
bv-rast-p01.smt2,,,,1,1,2,,2,1,1,3,2,1,1,,,213.20,167.52,unsat,1.61,,,,,,0.44,0.00,,,0.34,0.34,,0.45,0.05,0.40,,,
bv-rast-p03.smt2,1,,,1,1,1,,,,,1,1,,,1,1,35.97,30.27,sat,0.40,,,,,,0.01,0.00,,,0.34,0.34,,0.01,,0.01,,,
bv-rast-p04.smt2,,,,1,1,2,,2,1,1,3,2,1,1,,,213.36,167.64,unsat,1.60,,,,,,0.43,0.00,,,0.34,0.34,,0.43,0.05,0.39,,,
bv-rast-p06.smt2,1,,,1,1,1,,,,,1,1,,,1,1,35.97,30.27,sat,0.40,,,,,,0.01,0.00,,,0.34,0.34,,0.01,,0.01,,,
bv-rast-p11.smt2,,,2,4,4,6,1,3,12,1,11,6,4,7,,,379.60,283.43,unsat,8.99,0.01,,0.00,,0.01,7.64,6.80,,,0.34,0.34,0.05,7.79,6.03,1.74,0.07,0.51,
bv-rast-p14.smt2,,,,7,6,43,11,19,181,4,56,45,107,49,,,1677.88,1581.68,timeout,899.96,2.06,0.03,1.32,0.03,0.60,503.54,471.79,,0.01,0.34,0.34,1.54,508.80,122.04,386.74,1.78,112.03,
bv-rast-p16.smt2,,,,8,7,48,17,29,215,5,64,51,143,56,,,1638.05,1547.91,timeout,899.95,10.27,0.12,5.94,0.09,3.86,644.34,550.17,,0.01,0.32,0.32,1.94,658.47,99.99,558.47,2.23,182.45,
bv-rast-p17.smt2,,,,7,6,42,14,22,224,3,59,48,156,52,,,1558.22,1461.88,timeout,899.97,0.72,0.01,0.28,0.03,0.19,529.83,508.62,,0.01,0.34,0.34,2.03,534.43,78.87,455.55,2.31,162.41,
bv-rast-p18.smt2,1,,,1,1,1,,,,,1,1,,,1,1,35.97,30.27,sat,0.40,,,,,,0.01,0.00,,,0.34,0.34,,0.01,,0.01,,,
bv-rast-p19.smt2,1,,,1,1,1,,,,,1,1,,,1,1,35.97,30.27,sat,0.39,,,,,,0.01,0.00,,,0.33,0.33,,0.01,,0.01,,,
bv-rast-p21.smt2,,,,1,1,2,,2,1,1,3,2,1,1,,,231.20,178.40,unsat,2.81,,,,,,1.01,0.00,,,0.34,0.34,,1.02,0.63,0.39,,,
bv-ridecore.smt2,,,,3,2,4,1,1,5,,7,4,,4,,,10544.80,9615.85,timeout,899.76,0.70,0.00,0.04,0.00,0.59,230.18,192.09,,,7.36,7.24,0.32,234.95,174.59,60.35,0.52,3.43,
bv-rushhour.4.prop1-func-interl.smt2,,,,4,3,7,3,,11,,11,6,,7,,,812.54,777.46,timeout,899.93,0.06,0.00,0.01,0.00,0.03,445.78,443.17,,,0.09,0.07,0.01,446.04,368.96,77.08,0.08,73.41,
bv-shift_register_top_w128_d16_e0.smt2,,,,12,11,210,180,,848,,281,261,209,269,,,192.87,192.67,timeout,899.98,0.44,0.03,0.20,0.03,0.14,157.02,149.16,,0.10,0.00,0.00,0.12,159.34,18.03,141.27,0.35,126.79,
bv-shift_register_top_w128_d64_e0.smt2,,,,13,12,349,428,,1811,2,441,419,499,429,,,246.64,240.72,timeout,899.98,1.16,0.06,0.52,0.06,0.43,805.73,772.53,,0.46,0.01,0.00,0.42,813.45,89.34,724.07,1.27,651.32,
bv-shift_register_top_w16_d128_e0.smt2,,,,16,15,660,679,,3843,7,873,844,1129,857,,,401.10,363.13,timeout,899.98,3.47,0.18,1.55,0.15,1.37,665.88,615.43,,1.18,0.01,0.01,1.20,684.46,118.83,565.58,3.98,481.01,
bv-shift_register_top_w16_d16_e0.smt2,,,,22,21,809,2242,5,8500,2,1345,1299,2748,1323,,,381.03,374.87,timeout,899.98,4.09,0.21,1.92,0.49,0.96,492.94,437.47,,2.96,0.00,0.00,1.99,521.78,120.19,399.96,4.43,330.62,
bv-shift_register_top_w16_d32_e0.smt2,,,,19,18,912,1105,,6928,3,1291,1256,2431,1272,,,379.19,364.39,timeout,899.97,3.57,0.21,1.89,0.21,1.05,807.28,744.54,,2.80,0.00,0.00,0.81,828.68,164.88,663.75,3.11,580.12,
bv-shift_register_top_w16_d64_e0.smt2,,,,17,16,697,592,,4634,1,998,967,1609,981,,,371.47,341.99,timeout,899.99,3.14,0.17,1.52,0.17,1.07,593.92,546.41,,1.71,0.01,0.00,0.79,611.67,117.04,494.58,2.94,425.25,
bv-shift_register_top_w16_d8_e0.smt2,17,,,17,17,269,363,4,2015,,433,414,687,432,17,1,77.32,71.29,sat,37.68,0.73,0.05,0.37,0.04,0.22,34.55,30.43,,0.27,0.00,,0.17,37.63,9.41,28.18,0.50,21.73,0.24
bv-shift_register_top_w32_d128_e0.smt2,,,,15,14,563,585,,3016,4,740,714,864,725,,,283.01,281.66,timeout,899.97,3.06,0.15,1.46,0.12,1.15,656.02,611.11,,0.88,0.01,0.01,1.07,671.43,104.22,567.16,3.36,472.20,
bv-shift_register_top_w32_d16_e0.smt2,,,,20,19,1033,2529,,7076,17,1497,1456,1718,1477,,,416.81,380.23,timeout,899.98,4.02,0.25,2.17,0.24,1.09,840.65,775.50,,3.27,0.00,0.00,0.75,862.28,129.43,732.79,3.05,637.72,
bv-shift_register_top_w32_d8_e0.smt2,17,,,17,17,345,473,6,2542,1,520,503,887,519,17,1,124.70,113.81,sat,119.11,1.05,0.07,0.54,0.06,0.31,114.32,105.64,,0.43,0.00,,0.21,119.05,20.09,98.91,0.66,86.10,0.48
bv-shift_register_top_w64_d8_e0.smt2,17,,,17,17,288,525,5,2112,1,415,400,778,414,17,1,115.95,104.90,sat,90.37,0.82,0.05,0.42,0.05,0.25,86.85,78.87,,0.28,0.00,,0.17,90.30,17.56,72.69,0.49,61.69,0.51
bv-shift_register_top_w8_d128_e0.smt2,,,,18,17,641,909,,4620,18,892,860,1498,874,,,399.90,384.41,timeout,899.98,3.97,0.21,1.88,0.18,1.48,540.60,493.59,,1.50,0.01,0.01,1.19,560.56,107.55,452.95,4.12,382.27,
bv-simple_alu.smt2,,,1,3,3,5,2,3,7,,9,3,1,5,,,7.43,6.93,unsat,0.03,0.00,,,,,0.01,0.00,,,0.00,,,0.02,0.00,0.01,0.00,0.00,
bv-stack-p1.smt2,2,,,2,2,2,,,2,,3,2,,2,2,1,121.82,114.31,sat,68.52,,,,,,68.42,2.50,,,0.02,0.02,,68.43,2.02,66.41,,,0.00
bv-stack-p2.smt2,,,4,5,5,11,3,5,33,,16,9,20,12,,,156.77,143.82,unsat,76.42,0.02,,0.00,,0.01,76.18,10.68,,,0.02,0.02,0.00,76.26,4.71,71.53,0.02,1.93,
bv-vcegar_QF_BV_ar.smt2,,,1,3,3,4,2,3,6,,9,3,1,5,,,662.85,183.23,unsat,16.08,9.50,0.14,7.35,0.04,2.02,3.89,0.73,,,0.00,,,13.42,0.41,13.01,,0.60,
bv-vcegar_QF_BV_itc99_b13_p10.smt2,,,2,4,4,13,3,22,43,,34,27,30,29,,,8.01,7.45,unsat,0.08,0.01,,0.00,,0.00,0.03,0.01,,,0.00,,0.00,0.07,0.01,0.05,0.01,0.01,
bv-vcegar_arrays_itc99_b12_p2.smt2,,,,84,83,402,2268,38,23091,6,1376,1248,13100,1318,,,392.18,366.60,timeout,899.96,29.23,2.43,20.47,0.94,5.78,807.29,607.98,,2.82,0.03,0.02,6.09,867.28,349.93,517.07,8.55,403.22,
bv-vgasim_imgfifo-p036.smt2,,,,11,10,456,11,252,823,23,478,464,495,469,,,421.92,402.24,timeout,899.98,2.15,0.09,0.57,0.07,1.11,183.21,154.75,,0.10,0.03,0.03,2.34,192.89,26.69,166.17,4.62,122.97,
bv-vgasim_imgfifo-p047.smt2,,,4,4,4,55,3,41,67,3,62,56,30,57,,,39.36,34.71,unsat,3.55,0.13,0.00,0.02,0.00,0.10,2.95,2.60,,0.00,0.03,0.03,0.11,3.42,0.35,3.06,0.20,1.86,
bv-vgasim_imgfifo-p064.smt2,,,12,12,12,317,65,232,907,23,362,348,490,351,,,267.64,242.63,unsat,180.13,1.85,0.09,0.58,0.07,0.85,170.98,154.17,,0.25,0.03,0.03,1.23,178.31,24.74,153.53,2.68,118.69,
bv-vgasim_imgfifo-p066.smt2,,,9,9,9,111,16,74,142,2,128,117,60,119,,,64.41,57.87,unsat,17.52,0.32,0.01,0.05,0.01,0.24,15.94,14.63,,0.01,0.03,0.03,0.32,17.27,1.37,15.88,0.61,11.87,
bv-vgasim_imgfifo-p070.smt2,,,,11,10,564,6,216,1157,39,588,577,449,577,,,1443.11,1317.86,timeout,899.97,52.09,1.67,24.56,0.75,14.96,547.59,331.59,,0.56,0.03,0.03,4.75,614.32,250.34,363.95,7.69,221.40,
bv-vgasim_imgfifo-p075.smt2,,,,10,9,498,7,307,1584,62,523,511,1287,513,,,775.49,747.42,timeout,899.98,3.56,0.16,1.32,0.12,1.39,299.05,248.36,,0.08,0.04,0.03,2.70,312.27,25.44,286.80,5.85,224.57,
bv-vgasim_imgfifo-p082.smt2,,,,11,10,312,5,160,608,18,334,321,384,324,,,619.89,592.55,timeout,899.99,1.35,0.06,0.40,0.05,0.74,79.84,62.77,,0.03,0.03,0.03,1.36,85.61,8.22,77.36,2.77,58.95,
bv-vgasim_imgfifo-p088.smt2,,,,14,13,753,181,237,3386,43,797,784,1635,786,,,519.23,499.46,timeout,899.97,6.95,0.30,2.77,0.24,2.39,774.18,667.35,,1.63,0.03,0.03,3.40,802.62,215.05,587.53,7.80,459.85,
bv-vgasim_imgfifo-p089.smt2,,,,13,12,742,142,494,1356,81,778,798,905,803,,,,,,,5.85,0.26,2.47,0.20,2.17,623.13,560.18,,0.31,0.03,0.03,3.78,643.14,49.51,593.60,7.73,487.09,
bv-vgasim_imgfifo-p093.smt2,,,9,10,10,223,13,180,312,11,253,237,159,242,,,214.69,190.26,unsat,89.52,1.10,0.05,0.39,0.04,0.54,84.04,72.57,,0.04,0.03,0.03,0.89,88.02,7.55,80.44,1.76,61.66,
bv-vgasim_imgfifo-p099.smt2,,,,11,10,209,43,114,647,17,225,221,398,225,,,432.17,414.70,timeout,899.97,0.77,0.03,0.17,0.03,0.47,40.74,35.63,,0.07,0.03,0.03,0.69,44.27,6.71,37.52,1.54,26.42,
bv-vgasim_imgfifo-p105.smt2,,,14,15,15,192,108,151,1031,9,293,274,607,280,,,201.62,166.56,unsat,99.05,1.17,0.05,0.32,0.04,0.65,92.54,79.77,,0.12,0.03,0.03,1.10,97.72,31.55,66.12,2.21,44.44,
bv-vgasim_imgfifo-p109.smt2,,,,10,9,183,89,44,677,5,192,183,315,184,,,,,,,1.11,0.05,0.45,0.04,0.48,86.63,34.05,,0.07,0.03,0.03,0.35,89.66,59.56,30.07,0.80,21.96,
bv-vgasim_imgfifo-p110.smt2,,,,13,12,670,250,323,2984,47,701,691,1755,693,,,556.27,529.19,timeout,899.98,18.26,1.06,11.10,0.46,4.71,602.30,516.32,,1.23,0.03,0.02,2.93,637.34,188.48,448.82,6.67,309.56,
bv-vgasim_imgfifo-p111.smt2,,,,9,8,680,9,262,1754,36,698,689,983,689,,,667.84,665.08,timeout,899.98,12.18,0.62,7.51,0.32,2.58,868.60,785.16,,0.75,0.03,0.03,4.29,899.39,173.75,725.62,8.71,529.87,
bv-vis_arrays_am2901.smt2,,,,12,11,2058,2026,,4153,,2069,2042,,2057,,,412.06,399.17,timeout,899.98,8.69,0.15,1.21,0.15,6.91,677.13,636.07,,2.04,0.02,0.01,67.26,776.48,108.08,668.37,71.10,466.99,
bv-vis_arrays_am2910_p1.smt2,,,2,4,4,6,4,3,11,,13,4,1,8,,,11.29,10.14,unsat,0.12,0.00,,0.00,,0.00,0.06,0.04,,,0.01,0.01,0.01,0.09,0.02,0.06,0.01,0.01,
bv-vis_arrays_am2910_p2.smt2,,,3,5,5,8,6,4,18,,16,5,3,10,,,8.08,7.33,unsat,0.06,0.00,,0.00,,0.00,0.02,0.01,,,0.00,,0.00,0.04,0.01,0.03,0.00,0.01,
bv-vis_arrays_am2910_p3.smt2,,,3,7,7,8,10,7,41,,26,12,13,19,,,12.01,10.79,unsat,0.29,0.01,,0.00,,0.01,0.17,0.13,,,0.01,0.01,0.02,0.26,0.06,0.18,0.03,0.06,
bv-vis_arrays_buf_bug.smt2,19,,,19,19,1326,1750,,4931,,2726,2020,1113,2725,19,1,296.53,275.57,sat,392.76,10.35,0.72,5.58,0.49,3.32,369.73,308.41,,1.12,0.00,,1.37,392.70,30.81,361.84,4.78,268.21,0.90
bv-vis_arrays_bufferAlloc.smt2,,,,19,18,1290,1323,,6023,,2451,2009,1508,2433,,,428.05,422.96,timeout,899.97,10.44,0.76,5.54,0.50,3.44,355.11,304.59,,2.37,0.00,,1.14,380.60,73.28,307.27,4.46,228.51,
bv-zipcpu-busdelay-p00.smt2,,,,10,9,1097,20,269,2238,23,1113,1099,609,1103,,,1287.65,1260.59,timeout,899.98,12.25,0.87,7.58,0.48,3.04,785.13,683.89,,1.88,0.00,0.00,2.00,817.82,124.97,692.82,5.37,544.79,
bv-zipcpu-busdelay-p15.smt2,,,8,9,9,536,70,379,1509,23,640,625,734,630,,,459.87,413.64,unsat,197.16,3.41,0.21,2.01,0.14,0.93,179.83,156.36,,0.74,0.00,0.00,0.72,189.25,24.79,164.44,2.19,130.24,
bv-zipcpu-busdelay-p30.smt2,,,,11,10,958,38,214,1734,12,981,966,374,970,,,2122.21,1726.01,timeout,899.98,10.71,0.76,6.95,0.42,2.33,594.24,511.81,,1.26,0.00,0.00,2.08,621.63,82.15,539.45,5.18,399.40,
bv-zipcpu-busdelay-p36.smt2,,,,12,11,1199,170,451,5052,48,1245,1230,2588,1234,,,857.00,856.26,timeout,899.97,9.63,0.62,6.17,0.37,2.23,668.64,573.59,,3.90,0.00,0.00,2.34,703.67,170.11,533.52,6.32,441.95,
bv-zipcpu-busdelay-p43.smt2,,,6,8,8,175,14,153,230,2,217,205,90,208,,,58.61,49.44,unsat,12.73,0.17,0.01,0.05,0.01,0.09,11.02,9.31,,0.03,0.00,0.00,0.19,12.13,0.93,11.18,0.51,7.54,
bv-zipcpu-busdelay-p46.smt2,,,,13,12,874,111,289,3001,39,914,899,1136,903,,,1559.99,1130.37,timeout,899.98,11.30,0.73,7.32,0.39,2.67,539.22,453.89,,2.23,0.00,0.00,1.91,569.39,115.73,453.62,4.67,346.92,
bv-zipcpu-busdelay-p47.smt2,,,,20,19,377,99,98,755,1,432,398,149,413,,,1282.46,1282.07,timeout,899.98,0.68,0.03,0.29,0.04,0.26,75.84,66.30,,0.17,0.00,0.00,0.64,80.37,13.22,67.10,1.49,52.03,
bv-zipcpu-pfcache-p01.smt2,,,,9,8,380,48,291,524,35,393,383,337,384,,,664.70,638.04,timeout,899.97,0.97,0.05,0.22,0.04,0.60,207.02,184.02,,0.07,0.01,0.00,0.62,211.78,17.07,194.69,2.17,143.64,
bv-zipcpu-pfcache-p02.smt2,,,,9,8,375,30,263,535,19,389,378,297,380,,,523.53,496.79,timeout,899.98,0.99,0.05,0.23,0.04,0.60,172.44,151.40,,0.09,0.01,0.00,0.67,177.44,14.33,163.09,2.26,113.99,
bv-zipcpu-pfcache-p13.smt2,,,,6,5,74,9,46,69,3,81,73,20,75,,,401.50,383.19,timeout,899.98,0.19,0.01,0.05,0.01,0.11,30.75,27.18,,0.00,0.01,0.00,0.08,31.47,2.06,29.39,0.31,22.37,
bv-zipcpu-pfcache-p20.smt2,,,6,7,7,178,27,159,140,2,210,198,35,202,,,91.85,80.18,unsat,92.64,0.49,0.03,0.10,0.02,0.31,89.73,80.67,,0.02,0.01,0.00,0.28,91.92,3.87,88.03,0.99,66.28,
bv-zipcpu-pfcache-p22.smt2,,,,6,5,45,4,24,67,8,51,44,31,45,,,429.99,413.10,timeout,899.99,0.11,0.01,0.02,0.00,0.07,13.10,11.68,,0.00,0.01,0.00,0.04,13.50,2.04,11.45,0.15,8.33,
bv-zipcpu-pfcache-p24.smt2,,,,8,7,480,12,370,361,11,488,481,207,482,,,1513.40,1454.22,timeout,899.97,1.41,0.07,0.37,0.07,0.79,404.41,365.03,,0.05,0.01,0.00,0.90,411.37,18.41,392.94,3.11,311.79,
bv-zipcpu-pfcache-p27.smt2,,,5,6,6,110,19,64,158,5,125,115,45,118,,,191.78,131.85,unsat,62.87,0.29,0.01,0.06,0.01,0.18,52.92,48.13,,0.02,0.01,0.00,0.14,54.14,7.79,46.33,0.49,34.60,
bv-zipcpu-pfcache-p28.smt2,,,5,6,6,143,16,117,118,1,164,153,42,157,,,107.08,96.58,unsat,62.33,0.38,0.02,0.08,0.02,0.24,60.43,53.55,,0.01,0.01,0.00,0.20,61.99,3.19,58.78,0.70,42.72,
bv-zipcpu-zipmmu-p00.smt2,,,,10,9,1040,40,337,1827,32,1064,1051,348,1054,,,579.94,552.71,timeout,899.98,4.77,0.29,2.55,0.23,1.47,425.02,381.81,,1.53,0.01,0.00,3.38,448.97,74.56,374.38,7.33,298.36,
bv-zipcpu-zipmmu-p02.smt2,,,,11,10,1258,57,362,2183,68,1285,1269,512,1274,,,618.95,600.92,timeout,899.97,10.15,0.65,6.20,0.42,2.49,760.55,682.26,,1.57,0.01,0.00,4.63,796.75,108.25,688.47,9.96,564.20,
bv-zipcpu-zipmmu-p09.smt2,,,6,7,7,84,12,64,98,,96,87,38,88,,,39.12,34.91,unsat,5.46,0.08,0.00,0.01,0.00,0.05,4.80,4.20,,0.00,0.01,0.00,0.11,5.31,0.45,4.85,0.25,3.56,
bv-zipcpu-zipmmu-p14.smt2,,,,9,8,679,26,399,488,6,693,682,75,685,,,517.58,498.79,timeout,899.98,2.79,0.17,1.46,0.15,0.86,233.28,209.14,,0.17,0.01,0.00,1.96,244.76,15.62,229.12,4.38,192.83,
bv-zipcpu-zipmmu-p26.smt2,,,,9,8,1032,25,297,1652,28,1048,1038,576,1040,,,646.43,618.46,timeout,899.99,47.25,3.83,31.00,0.95,13.38,470.02,407.80,,0.79,0.01,0.00,4.37,535.98,69.19,466.76,8.38,349.75,
bv-zipcpu-zipmmu-p31.smt2,,,,10,9,1083,197,308,2033,39,1098,1084,389,1091,,,649.34,622.11,timeout,899.99,25.10,1.92,16.18,0.76,6.65,484.61,412.14,,1.65,0.00,0.00,4.35,529.07,86.48,442.56,8.19,349.36,
bv-zipcpu-zipmmu-p33.smt2,,,,10,9,1130,51,334,1452,20,1149,1133,167,1139,,,563.44,545.22,timeout,899.98,9.48,0.65,5.80,0.39,2.40,685.11,619.41,,1.12,0.01,0.00,4.20,716.86,84.64,632.20,8.86,531.19,
bv-zipcpu-zipmmu-p39.smt2,,,8,9,9,262,49,266,567,23,345,334,285,336,,,168.60,150.32,unsat,52.18,0.47,0.02,0.15,0.03,0.21,47.30,41.89,,0.15,0.01,0.00,0.72,50.80,4.86,45.91,1.62,33.56,
bv-zipcpu-zipmmu-p48.smt2,,,,10,9,860,24,279,1342,48,878,861,223,868,,,517.13,499.10,timeout,900.20,4.15,0.27,2.23,0.20,1.29,340.08,308.05,,1.03,0.01,0.00,2.79,359.14,53.78,305.33,5.91,247.62,
bv-zipversa_composecrc_prf-p00.smt2,,,2,4,4,10,1,8,12,,16,12,3,12,,,18.28,16.04,unsat,0.35,0.01,,,,0.01,0.23,0.18,,,0.02,0.02,0.01,0.29,0.07,0.21,0.03,0.09,
bv-zipversa_composecrc_prf-p03.smt2,,,,9,8,86,21,37,199,2,100,89,74,92,,,3039.90,2839.41,timeout,899.98,33.05,2.47,26.92,0.85,3.47,313.04,203.41,,0.01,0.02,0.02,1.30,349.61,48.79,300.79,1.70,205.72,
bv-zipversa_composecrc_prf-p07.smt2,,,11,12,12,22,10,5,63,,34,14,19,21,,,20.16,17.17,unsat,0.97,0.03,,0.00,0.00,0.02,0.73,0.64,,,0.02,0.02,0.01,0.87,0.26,0.58,0.02,0.44,
bv-zipversa_composecrc_prf-p10.smt2,,,,9,8,144,23,47,277,10,161,146,76,152,,,2108.09,2030.32,timeout,899.98,33.08,1.54,28.08,0.58,2.92,330.33,162.71,,0.18,0.02,0.02,2.50,370.01,56.04,313.94,3.20,200.37,
bv-zipversa_composecrc_prf-p11.smt2,,,1,2,2,4,,3,3,,6,3,1,3,,,22.99,19.38,unsat,0.26,0.00,,,,0.00,0.18,0.14,,,0.03,0.02,,0.19,0.11,0.08,0.00,0.04,
bv-zipversa_composecrc_prf-p15.smt2,,,8,12,12,87,32,84,345,5,149,124,173,138,,,3306.31,1587.87,unsat,340.72,59.67,3.98,50.19,1.22,5.46,204.37,93.88,,0.02,0.02,0.02,1.26,267.21,38.87,228.30,1.59,108.94,
bv-zipversa_composecrc_prf-p17.smt2,,,10,13,13,96,61,71,346,18,156,134,94,143,,,1460.68,1269.22,unsat,187.32,1.02,0.06,0.63,0.05,0.20,138.35,71.81,,0.04,0.02,0.02,1.08,142.26,45.47,96.75,1.40,78.73,
bv-zipversa_composecrc_prf-p22.smt2,,,4,7,7,34,6,33,41,,50,39,13,43,,,763.91,681.42,unsat,54.70,0.50,0.03,0.34,0.02,0.11,53.40,12.85,,0.00,0.02,0.02,0.30,54.48,1.12,53.34,0.41,48.55,
