index,SPACER_cex_depth,SPACER_cluster_out_of_gas,SPACER_conj,SPACER_conj_failed,SPACER_conj_success,SPACER_inductive_level,SPACER_max_depth,SPACER_max_query_lvl,SPACER_non_local_gen,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_reach_queries,SPACER_pob_out_of_gas,SPACER_queries,SPACER_reuse_reach_facts,SPACER_subsume_failed,SPACER_subsume_pob,SPACER_subsume_success,max_memory,memory,status,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_global,time_spacer_solve_reach_is_reach
array-zipcpu-zipmmu-p41.smt2,,,,,,,11,10,,754,,7,209,1658,13,785,772,404,,,774,,,,,402.13,335.97,timeout,899.99,2.33,0.13,1.21,0.12,0.71,296.39,0.32,263.72,0.00,0.07,0.07,72.21,388.71,55.62,333.06,75.38,7.14,209.57,,
array-zipcpu_zipcpu_dcache-p019.smt2,,,,,,7,7,7,,82,,8,50,97,2,92,89,42,,,88,,,,,454.66,97.25,unsat,38.41,0.23,0.00,0.01,0.01,0.20,25.55,22.15,1.70,0.00,0.70,0.70,9.53,36.55,2.78,33.75,10.23,0.05,17.20,,
array-zipcpu_zipcpu_dcache-p028.smt2,,,,,,8,8,8,,360,,13,278,577,12,432,429,310,,,428,,,,,454.66,262.60,unsat,857.90,1.51,0.03,0.24,0.04,1.04,278.97,255.04,3.07,0.18,0.68,0.67,562.65,853.98,36.72,817.24,567.51,1.66,182.93,,
array-zipcpu_zipcpu_dcache-p034.smt2,,,,,,6,9,9,,350,,38,302,607,76,448,439,274,,,442,,,,,454.66,266.21,unsat,580.01,1.98,0.06,0.52,0.06,1.18,322.12,155.12,147.34,0.07,0.70,0.70,240.26,574.87,34.60,540.24,244.68,1.62,221.98,,
array-zipcpu_zipcpu_dcache-p041.smt2,,,,,,6,6,6,,75,,5,42,126,9,97,93,43,,,92,,,,,454.66,98.13,unsat,36.60,0.27,0.01,0.03,0.01,0.22,22.82,17.37,3.94,0.01,0.65,0.64,10.45,34.84,5.41,29.42,11.11,0.05,11.39,,
array-zipcpu_zipcpu_dcache-p059.smt2,,,,,,2,2,2,,5,,,2,9,,6,5,6,,,4,,,,,451.16,63.30,unsat,2.02,0.00,,,,,0.59,0.47,,,0.67,0.66,0.00,0.61,0.47,0.14,0.01,,,,
array-zipcpu_zipcpu_dcache-p068.smt2,,,,,,,6,5,,477,,4,311,1010,48,487,481,728,,,481,,,,,454.66,335.76,timeout,899.93,1.98,0.04,0.38,0.06,1.28,304.87,240.22,42.34,0.17,0.68,0.67,577.12,898.09,28.32,869.75,582.73,2.18,225.91,,
array-zipcpu_zipcpu_dcache-p071.smt2,,,,,,6,6,6,,155,,9,108,285,13,166,163,192,,,162,,,,,454.66,112.01,unsat,72.57,0.52,0.01,0.07,0.01,0.38,49.86,36.68,9.45,0.01,0.67,0.66,17.83,70.63,6.47,64.14,19.08,0.20,33.08,,
array-zipcpu_zipcpu_dcache-p072.smt2,,,,,,6,7,7,,298,,4,232,670,21,359,351,444,,,352,,,,,454.66,198.25,unsat,267.69,1.47,0.04,0.31,0.05,0.97,174.06,61.36,99.73,0.00,0.65,0.64,81.96,264.73,22.77,241.93,85.06,1.05,120.10,,
array-zipcpu_zipcpu_dcache-p079.smt2,,,,,,8,8,8,,586,,22,291,1507,44,674,667,882,,,667,,,,,454.66,319.37,unsat,594.58,2.90,0.08,0.70,0.09,1.83,403.05,46.73,324.33,0.04,0.67,0.66,167.45,590.60,58.42,532.16,173.26,3.85,280.62,,
array-zipcpu_zipcpu_dcache-p082.smt2,,,,,,6,6,6,,224,,3,135,480,18,275,269,271,,,268,,,,,454.66,143.79,unsat,266.80,1.00,0.03,0.18,0.03,0.69,108.74,99.02,,0.04,0.68,0.67,149.72,264.58,16.34,248.22,152.22,0.55,70.17,,
array-zipcpu_zipcpu_dcache-p085.smt2,,,,,,4,4,4,,32,,1,16,36,2,35,32,17,,,31,,,,,454.66,66.98,unsat,4.93,0.08,0.00,0.01,0.00,0.06,3.35,3.04,,,0.65,0.64,0.01,3.55,0.72,2.82,0.04,0.01,2.39,,
array-zipcpu_zipcpu_dcache-p088.smt2,,,,,,7,8,8,,112,,34,88,193,25,122,118,108,,,117,,,,,454.66,101.18,unsat,48.37,0.34,0.01,0.04,0.01,0.27,35.76,33.60,,0.00,0.68,0.68,8.94,46.57,3.05,43.49,9.79,0.10,26.49,,
array-zipcpu_zipcpu_dcache-p090.smt2,,,,,,7,7,7,,153,,25,117,162,7,169,165,74,,,164,,,,,454.66,125.00,unsat,81.32,0.54,0.01,0.10,0.01,0.38,60.04,50.31,5.88,0.01,0.66,0.65,15.20,78.09,4.26,73.81,16.45,0.19,46.00,,
array-zipcpu_zipcpu_dcache-p097.smt2,,,,,,7,8,8,,212,,34,177,242,27,229,225,127,,,224,,,,,454.66,128.47,unsat,140.16,1.20,0.04,0.51,0.04,0.56,107.43,94.08,7.88,0.00,0.64,0.64,24.10,136.41,4.38,132.00,26.02,0.43,88.50,,
array-zipcpu_zipcpu_dcache-p126.smt2,,,,,,,8,7,,369,,9,131,944,19,387,379,539,,,380,,,,,453.24,314.63,timeout,899.94,1.19,0.02,0.15,0.03,0.89,218.19,202.34,0.81,0.13,0.65,0.65,238.57,467.16,42.64,424.49,242.46,1.27,136.41,,
array-zipcpu_zipcpu_dcache-p138.smt2,,,,,,,9,8,,446,,23,164,1183,19,475,470,603,,,469,,,,,454.66,362.32,timeout,899.96,1.52,0.03,0.22,0.04,1.10,356.35,205.07,128.48,0.26,0.67,0.67,394.36,766.15,83.09,683.03,399.17,1.69,204.75,,
array-zipcpu_zipcpu_dcache-p141.smt2,,,,,,,10,9,,490,,18,168,1066,36,539,532,497,,,532,,,,,454.66,330.98,timeout,899.95,2.70,0.09,0.83,0.09,1.51,355.87,264.61,66.16,0.15,0.64,0.64,339.66,712.26,71.34,640.89,345.06,2.15,217.65,,
array-zipcpu_zipcpu_dcache-p158.smt2,,,,,,6,7,7,,286,,5,169,746,20,328,322,506,,,322,,,,,454.66,189.75,unsat,326.42,1.22,0.03,0.21,0.04,0.84,147.98,48.59,87.90,0.01,0.67,0.66,167.85,323.70,19.45,304.23,170.52,1.03,102.82,,
array-zipcpu_zipcpu_dcache-p159.smt2,,,,,,5,5,5,,66,,2,43,82,4,73,69,47,,,68,,,,,454.65,96.58,unsat,45.01,0.19,0.00,0.01,0.00,0.16,16.80,11.68,3.95,0.00,0.65,0.65,25.49,43.39,2.06,41.31,26.01,0.03,10.14,,
array-zipcpu_zipcpu_dcache-p164.smt2,,,,,,,8,7,,86,,17,25,238,4,96,93,116,,,92,,,,,454.66,233.92,timeout,899.95,0.26,0.01,0.02,0.01,0.21,20.92,14.67,4.81,0.01,0.67,0.66,13.27,35.88,6.24,29.62,13.97,0.05,9.44,,
array-zipcpu_zipcpu_dcache-p179.smt2,,,,,,6,6,6,,211,,4,135,676,5,245,239,492,,,239,,,,,454.66,143.82,unsat,231.55,0.80,0.02,0.10,0.02,0.60,93.06,80.40,5.43,0.06,0.65,0.64,131.13,229.52,18.00,211.50,133.43,0.44,56.33,,
array-zipcpu_zipcpu_dcache-p192.smt2,,,,,,,7,6,,345,,6,122,789,11,361,358,484,,,358,,,,,525.34,452.17,timeout,899.95,1.26,0.03,0.21,0.04,0.91,211.94,135.75,62.12,0.06,0.64,0.64,119.99,341.11,48.83,292.26,123.22,0.91,123.83,,
array-zipcpu_zipcpu_dcache-p199.smt2,,,,,,4,5,5,,156,,3,114,261,16,185,181,158,,,180,,,,,454.66,128.63,unsat,94.68,0.57,0.01,0.07,0.02,0.43,68.69,57.46,6.51,0.01,0.66,0.66,20.50,92.77,7.04,85.72,22.09,0.24,46.37,,
array-zipcpu_zipcpu_dcache-p209.smt2,,,,,,4,5,5,,74,,14,55,126,14,81,74,78,,,75,,,,,454.68,102.73,unsat,38.33,0.22,0.00,0.02,0.01,0.17,24.50,22.67,,0.01,0.67,0.66,10.55,36.34,2.33,34.00,11.19,0.04,16.64,,
array-zipcpu_zipcpu_dcache-p211.smt2,,,,,,8,8,8,,212,,27,113,485,12,262,254,210,,,255,,,,,454.66,163.78,unsat,161.52,0.99,0.03,0.23,0.03,0.65,96.91,68.11,20.75,0.08,0.68,0.67,54.90,157.67,20.61,137.03,57.07,0.44,56.67,,
array-zipcpu_zipcpu_dcache-p229.smt2,,,,,,,8,7,,418,,42,186,1086,8,436,429,657,,,428,,,,,483.56,414.34,timeout,899.96,1.75,0.05,0.40,0.06,1.12,329.29,224.29,78.88,0.22,0.67,0.66,234.28,576.91,74.93,501.96,238.59,1.46,198.49,,
array-zipcpu_zipcpu_dcache-p236.smt2,,,,,,8,9,9,,189,,48,126,335,8,201,197,177,,,196,,,,,454.66,134.06,unsat,108.42,0.70,0.02,0.13,0.02,0.49,67.59,54.45,6.66,0.01,0.66,0.65,34.02,105.26,8.04,97.19,35.60,0.27,47.14,,
array-zipcpu_zipcpu_dcache-p237.smt2,,,,,,7,7,7,,125,,13,69,315,9,147,142,161,,,141,,,,,454.66,182.39,unsat,176.48,0.47,0.01,0.07,0.01,0.34,71.92,65.18,1.30,0.03,0.68,0.67,99.33,174.67,15.04,159.61,100.71,0.15,40.46,,
array-zipcpu_zipcpu_dcache-p238.smt2,,,,,,4,5,5,,83,,6,54,155,1,93,86,96,,,87,,,,,459.83,110.23,unsat,80.88,0.28,0.01,0.03,0.01,0.21,30.47,27.36,0.94,0.01,0.67,0.67,47.11,79.11,4.45,74.65,47.80,0.06,18.98,,
array-zipcpu_zipcpu_dcache-p242.smt2,,,,,,5,6,6,,54,,3,20,105,5,61,55,37,,,55,,,,,451.16,85.73,unsat,17.79,0.15,0.00,0.01,0.00,0.12,10.91,10.21,,0.00,0.64,0.64,4.45,16.22,3.21,12.99,4.81,0.02,5.12,,
array-zipcpu_zipcpu_dcache-p286.smt2,,,,,,,10,9,,345,,29,213,555,77,360,353,328,,,354,,,,,454.66,362.69,timeout,899.95,1.37,0.04,0.26,0.04,0.93,221.09,196.12,7.78,0.04,0.67,0.67,203.94,433.92,26.01,407.88,207.44,1.09,157.04,,
array-zipcpu_zipcpu_dcache-p293.smt2,,,,,,1,2,2,,3,,,2,3,,5,3,1,,,2,,,,,454.70,62.67,unsat,1.81,0.00,,,,0.00,0.41,0.30,,,0.66,0.66,,0.42,0.24,0.18,0.00,,0.05,,
array-zipcpu_zipcpu_dcache-p301.smt2,,,,,,6,7,7,,100,,11,87,94,6,120,114,32,,,113,,,,,454.66,99.76,unsat,38.71,0.31,0.01,0.03,0.01,0.25,24.13,18.03,4.20,0.01,0.66,0.65,10.90,36.74,2.80,33.92,11.69,0.08,14.84,,
array-zipcpu_zipcpu_dcache-p304.smt2,,,,,,1,1,1,,1,,,1,,,2,1,,,,,,,,,453.25,41.16,unsat,1.30,,,,,,0.02,,,,0.67,0.66,,0.02,,0.02,,,,,
array-zipcpu_zipcpu_dcache-p340.smt2,,,,,,,9,8,,219,,19,112,436,22,230,225,225,,,224,,,,,454.66,381.13,timeout,899.95,0.74,0.02,0.11,0.02,0.55,76.82,59.97,8.99,0.03,0.69,0.68,57.59,139.10,13.75,125.32,59.54,0.33,47.25,,
array-zipcpu_zipcpu_dcache-p351.smt2,,,,,,,,,,,,,,,,,,,,,,,,,,106.56,15.22,unsat,0.24,,,,,,,,,,,,,,,,,,,,
array-zipcpu_zipcpu_dcache-p360.smt2,,,,,,,8,7,,311,,22,146,1120,28,335,332,671,,,332,,,,,454.66,275.73,timeout,899.96,1.19,0.03,0.22,0.04,0.82,174.89,59.26,102.46,0.18,0.64,0.63,275.51,459.69,48.30,411.36,278.45,0.83,94.22,,
array-zipcpu_zipcpu_dcache-p362.smt2,,,,,,6,8,8,,94,,11,68,181,18,114,108,78,,,107,,,,,454.66,102.46,unsat,50.76,0.27,0.00,0.02,0.01,0.22,29.26,27.22,,0.01,0.69,0.68,17.48,48.71,5.42,43.27,18.41,0.08,17.47,,
array-zipcpu_zipcpu_dcache-p377.smt2,,,,,,2,3,3,,7,,1,3,9,,9,7,3,,,6,,,,,453.25,63.99,unsat,2.12,0.01,,,,0.01,0.68,0.46,0.09,,0.66,0.66,0.00,0.72,0.35,0.35,0.01,,0.19,,
array-zipcpu_zipcpu_dcache-p388.smt2,,,,,,,8,7,,417,,14,234,881,3,429,423,641,,,423,,,,,454.66,299.81,timeout,899.95,1.61,0.04,0.28,0.05,1.12,251.61,192.79,36.48,0.03,0.68,0.67,201.22,464.05,26.58,437.45,205.70,1.42,177.96,,
array-zipcpu_zipcpu_dcache-p407.smt2,,,,,,,6,5,,137,,5,58,296,5,144,138,172,,,138,,,,,1612.71,1517.04,timeout,899.96,0.39,0.01,0.04,0.01,0.31,39.56,28.67,7.60,0.00,0.68,0.68,76.07,118.07,7.63,110.42,77.09,0.13,22.87,,
array-zipcpu_zipcpu_dcache-p428.smt2,,,,,,3,5,5,,145,,25,123,183,29,181,176,70,,,175,,,,,454.66,126.66,unsat,90.06,0.60,0.01,0.10,0.02,0.43,57.42,50.91,1.98,0.02,0.67,0.66,26.87,87.79,6.55,81.22,28.46,0.25,37.75,,
array-zipcpu_zipcpu_dcache-p429.smt2,,,,,,4,5,5,,91,,7,58,135,6,110,105,64,,,104,,,,,454.66,103.28,unsat,44.85,0.26,0.00,0.02,0.01,0.22,31.97,17.48,12.19,0.00,0.67,0.66,9.56,43.23,5.46,37.75,10.28,0.07,19.12,,
array-zipcpu_zipcpu_dcache-p438.smt2,,,,,,3,4,4,,26,,1,16,22,1,31,28,4,,,27,,,,,454.66,85.26,unsat,15.61,0.07,0.00,0.01,0.00,0.06,7.93,7.45,,,0.66,0.65,5.71,14.05,1.23,12.80,5.91,0.01,4.50,,
array-zipcpu_zipcpu_dcache-p440.smt2,,,,,,,7,6,,113,,18,57,337,10,121,116,220,,,116,,,,,454.66,373.65,timeout,899.96,0.35,0.01,0.04,0.01,0.27,40.21,26.25,11.30,0.02,0.67,0.66,12.20,54.61,7.61,46.98,13.08,0.10,23.81,,
array-zipcpu_zipcpu_dcache-p451.smt2,,,,,,6,8,8,,103,,22,65,191,11,118,112,87,,,112,,,,,454.66,108.87,unsat,54.76,0.30,0.00,0.02,0.01,0.25,32.83,30.01,0.55,0.01,0.66,0.66,18.29,53.10,6.44,46.63,19.16,0.09,19.23,,
array-zipcpu_zipcpu_dcache-p476.smt2,,,,,,,7,6,,262,,4,132,432,9,268,263,279,,,264,,,,,454.66,325.45,timeout,899.96,0.90,0.02,0.13,0.03,0.67,103.92,86.22,9.20,0.01,0.68,0.67,78.32,188.12,14.01,174.09,80.90,0.54,68.75,,
array-zipcpu_zipcpu_dcache-p504.smt2,,,,,,6,7,7,,62,,12,39,111,5,76,69,48,,,69,,,,,454.67,94.29,unsat,25.11,0.20,0.00,0.02,0.01,0.16,16.48,12.84,2.65,0.00,0.68,0.67,5.89,23.42,3.42,19.97,6.33,0.03,9.63,,
array-zipcpu_zipcpu_dcache-p506.smt2,,,,,,,8,7,,94,,12,16,374,7,104,98,186,,,98,,,,,699.65,630.94,timeout,899.96,0.48,0.01,0.13,0.01,0.28,45.66,13.88,27.98,0.01,0.72,0.72,9.61,57.68,14.52,43.13,10.26,0.10,23.50,0.01,
array-zipcpu_zipcpu_dcache-p515.smt2,,,,,,6,6,6,,26,,,6,124,,31,29,74,,,28,,,,,454.66,72.67,unsat,8.74,0.04,,0.00,0.00,0.03,5.65,0.56,4.66,,0.68,0.68,1.22,7.29,2.73,4.54,1.34,0.01,1.34,,
array-zipcpu_zipcpu_dcache-p519.smt2,,,,,,,9,8,,466,,24,296,566,37,479,473,198,,,473,,,,,522.56,393.25,timeout,899.96,2.44,0.08,0.78,0.08,1.36,391.53,362.33,2.75,0.25,0.69,0.68,181.52,587.38,42.34,545.01,186.46,1.89,282.39,,
array-zipcpu_zipcpu_dcache-p525.smt2,,,,,,6,6,6,,57,,8,18,170,,68,65,89,,,64,,,,,454.66,72.88,unsat,17.52,0.14,0.00,0.01,0.00,0.11,9.05,7.56,0.73,0.00,0.67,0.66,6.02,16.03,3.77,12.24,6.43,0.02,2.78,,
array-zipcpu_zipcpu_dcache-p527.smt2,,,,,,,11,10,,500,,24,284,881,57,517,516,481,,,516,,,,,454.66,386.53,timeout,899.96,2.11,0.05,0.52,0.07,1.31,428.06,350.33,49.98,0.07,0.67,0.66,300.15,743.45,51.86,691.55,305.57,2.22,300.80,,
array-zipcpu_zipcpu_dcache-p531.smt2,,,,,,7,7,7,,66,,24,16,227,7,80,77,134,,,76,,,,,454.66,91.53,unsat,24.68,0.21,0.00,0.02,0.01,0.17,14.21,12.41,0.71,0.00,0.67,0.66,7.64,23.10,4.66,18.42,8.18,0.03,4.66,,
array-zipcpu_zipcpu_dcache-p550.smt2,,,,,,,10,9,,549,,54,185,1670,29,591,586,773,,,585,,,,,454.66,369.65,timeout,899.96,4.20,0.15,1.98,0.13,1.76,328.31,269.57,28.33,0.47,0.67,0.66,346.50,695.25,84.43,610.78,352.29,2.68,187.77,0.04,
array-zipcpu_zipcpu_dcache-p563.smt2,,,,,,,6,5,,56,,4,25,120,5,65,61,52,,,60,,,,,800.03,701.07,timeout,899.96,0.15,0.00,0.01,0.00,0.12,17.46,11.76,4.61,0.01,0.64,0.64,8.74,27.15,4.08,23.05,9.13,0.02,9.01,,
array-zipcpu_zipcpu_dcache-p570.smt2,,,,,,5,7,7,,108,,3,54,218,11,122,116,133,,,116,,,,,454.66,107.78,unsat,57.41,0.49,0.01,0.15,0.01,0.29,40.79,17.53,20.70,,0.69,0.68,12.71,55.73,5.42,50.29,13.55,0.10,26.44,,
array-zipcpu_zipcpu_dcache-p577.smt2,,,,,,3,3,3,,27,,5,15,27,1,31,27,7,,,27,,,,,454.66,72.47,unsat,9.84,0.06,,0.00,0.00,0.05,6.43,6.04,,,0.69,0.68,1.56,8.29,1.38,6.91,1.70,0.01,3.91,,
array-zipcpu_zipcpu_dcache-p578.smt2,,,,,,,9,8,,411,,11,234,444,29,421,415,203,,,415,,,,,454.63,431.15,timeout,899.96,1.86,0.06,0.56,0.06,1.07,290.13,185.55,85.50,0.02,0.69,0.69,189.31,490.38,26.87,463.48,193.35,1.35,203.81,,
array-zipcpu_zipcpu_dcache-p579.smt2,,,,,,,7,6,,506,,10,288,719,29,520,515,366,,,515,,,,,454.66,315.80,timeout,899.94,1.87,0.05,0.33,0.06,1.31,299.02,195.22,84.09,0.09,0.66,0.65,137.75,450.69,38.11,412.56,142.64,2.13,205.26,,
array-zipcpu_zipcpu_dcache-p582.smt2,,,,,,,9,8,,246,,19,81,488,5,265,264,242,,,263,,,,,454.66,352.99,timeout,899.96,1.02,0.03,0.21,0.03,0.67,137.10,122.22,3.03,0.04,0.66,0.66,200.30,344.47,32.70,311.75,203.08,0.50,73.25,,
array-zipcpu_zipcpu_dcache-p588.smt2,,,,,,7,7,7,,140,,12,55,178,,148,144,66,,,143,,,,,454.66,119.33,unsat,68.80,0.48,0.01,0.07,0.01,0.36,44.70,41.70,,0.00,0.67,0.66,19.62,67.04,6.05,60.97,20.79,0.14,29.22,,
array-zipcpu_zipcpu_dcache-p595.smt2,,,,,,,14,13,,317,,55,197,692,20,336,331,352,,,330,,,,,482.52,412.73,timeout,899.94,1.18,0.03,0.21,0.04,0.82,146.52,122.14,13.02,0.09,0.66,0.66,82.71,236.88,22.02,214.81,85.58,0.79,97.37,,
array-zipcpu_zipcpu_piped-p013.smt2,,,,,,5,6,6,,40,,3,30,50,3,54,47,12,,,47,,,,,308.44,66.76,unsat,15.07,0.14,0.00,0.01,0.00,0.12,11.16,1.23,8.43,,0.20,0.19,2.41,14.25,2.48,11.75,2.64,0.01,5.39,,
array-zipcpu_zipcpu_piped-p015.smt2,,,,,,6,7,7,,63,,2,46,61,13,77,70,21,,,70,,,,,306.70,72.73,unsat,24.16,0.22,0.00,0.01,0.00,0.18,17.19,1.50,13.51,,0.21,0.20,4.99,23.26,2.19,21.06,5.38,0.03,9.91,,
array-zipcpu_zipcpu_piped-p020.smt2,,,,,,3,5,5,,20,,2,18,32,2,30,26,11,,,25,,,,,306.70,66.21,unsat,8.35,0.06,,0.00,0.00,0.05,6.26,0.56,4.56,,0.21,0.20,0.98,7.54,1.53,5.99,1.08,0.00,2.88,,
array-zipcpu_zipcpu_piped-p033.smt2,,,,,,1,1,1,,1,,,1,,,2,1,,,,,,,,,304.19,32.84,unsat,0.79,0.01,0.00,0.01,,0.00,0.13,,,,0.20,0.19,,0.14,,0.14,,,,,
array-zipcpu_zipcpu_piped-p034.smt2,,,,,,1,1,1,,1,,,1,,,2,1,,,,,,,,,304.18,32.18,unsat,0.73,0.00,,,,,0.08,,,,0.21,0.20,,0.08,,0.08,,,,,
array-zipcpu_zipcpu_piped-p040.smt2,,,,,,8,8,8,,91,,3,55,170,8,104,101,90,,,100,,,,,306.70,73.44,unsat,28.48,0.29,0.00,0.02,0.01,0.25,20.70,2.30,16.01,,0.20,0.19,5.41,27.63,3.53,24.08,5.93,0.06,11.46,,
array-zipcpu_zipcpu_piped-p048.smt2,,,,,,5,6,6,,29,,3,16,102,4,41,37,50,,,36,,,,,306.70,64.89,unsat,10.07,0.10,0.00,0.01,0.00,0.08,7.65,0.85,5.54,,0.21,0.20,1.13,9.26,2.62,6.63,1.27,0.01,2.91,,
array-zipcpu_zipcpu_piped-p073.smt2,,,,,,4,4,4,,27,,1,17,42,2,34,31,18,,,30,,,,,306.71,65.43,unsat,10.89,0.10,0.00,0.01,0.00,0.08,8.72,0.28,6.98,,0.20,0.19,0.96,10.02,1.08,8.93,1.06,0.01,5.80,,
array-zipcpu_zipcpu_piped-p081.smt2,,,,,,,13,12,,444,,7,197,1164,25,467,457,527,,,457,,,,,501.53,500.56,timeout,899.97,2.16,0.06,0.50,0.06,1.38,323.69,6.64,281.60,0.00,0.18,0.17,166.83,504.30,65.09,439.17,170.44,1.79,208.09,,
array-zipcpu_zipcpu_piped-p102.smt2,,,,,,8,8,8,,166,,3,108,473,8,189,184,351,,,184,,,,,306.70,104.93,unsat,83.22,0.62,0.01,0.07,0.01,0.49,57.10,3.02,47.63,,0.21,0.20,21.60,82.09,8.57,73.50,22.72,0.26,35.28,,
array-zipcpu_zipcpu_piped-p110.smt2,,,,,,1,2,2,,5,,,4,3,,7,5,1,,,4,,,,,308.45,60.44,unsat,1.99,0.01,,,,0.01,1.22,0.03,0.30,,0.20,0.19,0.00,1.25,0.16,1.08,0.01,,0.18,,
array-zipcpu_zipcpu_piped-p111.smt2,,,,,,5,6,6,,141,,3,128,158,45,160,156,102,,,155,,,,,306.70,95.95,unsat,59.52,0.47,0.01,0.05,0.01,0.37,45.75,3.97,37.99,,0.19,0.19,9.95,58.17,2.97,55.18,10.83,0.18,33.06,,
array-zipcpu_zipcpu_piped-p112.smt2,,,,,,7,7,7,,77,,1,30,179,2,95,87,61,,,87,,,,,306.71,75.10,unsat,31.65,0.28,0.01,0.03,0.01,0.22,24.01,1.90,19.64,,0.21,0.20,5.30,30.76,6.24,24.50,5.73,0.05,12.66,,
array-zipcpu_zipcpu_piped-p115.smt2,,,,,,1,2,2,,6,,,5,3,,8,6,1,,,5,,,,,306.70,60.77,unsat,2.25,0.01,,,,0.01,1.48,0.02,0.56,,0.19,0.19,0.00,1.51,0.21,1.30,0.01,,0.37,,
array-zipcpu_zipcpu_piped-p131.smt2,,,,,,7,8,8,,96,,4,64,269,26,109,103,150,,,104,,,,,306.70,79.85,unsat,49.63,0.35,0.01,0.05,0.01,0.27,41.19,1.93,36.21,,0.21,0.21,5.50,48.53,6.30,42.20,6.03,0.08,28.69,,
array-zipcpu_zipcpu_piped-p132.smt2,,,,,,7,7,7,,291,,,155,757,16,338,333,400,,,332,,,,,306.70,166.73,unsat,173.71,1.09,0.01,0.11,0.02,0.85,116.94,4.29,101.90,0.00,0.19,0.19,47.60,171.90,30.36,141.52,49.88,0.83,65.14,0.02,
array-zipcpu_zipcpu_piped-p142.smt2,,,,,,7,9,9,,258,,5,240,328,13,317,311,159,,,312,,,,,306.70,127.67,unsat,183.88,1.12,0.03,0.16,0.03,0.84,123.23,2.95,110.57,0.00,0.20,0.19,52.24,181.77,11.24,170.50,54.33,0.72,89.43,,
array-zipcpu_zipcpu_piped-p146.smt2,,,,,,,7,6,,366,,2,170,634,14,381,378,419,,,377,,,,,1296.37,1233.57,timeout,899.95,1.51,0.04,0.27,0.05,1.06,447.17,150.94,273.01,0.00,0.20,0.19,273.47,730.09,33.78,696.29,276.37,1.19,366.99,,
array-zipcpu_zipcpu_piped-p155.smt2,,,,,,3,5,5,,19,,2,14,27,1,24,21,10,,,20,,,,,310.00,63.24,unsat,5.26,0.05,,0.00,0.00,0.04,3.72,0.33,2.38,,0.20,0.19,0.52,4.44,0.62,3.81,0.58,0.00,1.78,,
array-zipcpu_zipcpu_piped-p156.smt2,,,,,,5,5,5,,44,,1,23,69,1,51,47,28,,,46,,,,,306.53,71.07,unsat,13.32,0.13,0.00,0.01,0.00,0.11,10.15,0.62,8.04,,0.18,0.17,1.78,12.50,2.37,10.11,1.96,0.01,5.08,,
array-zipcpu_zipcpu_piped-p160.smt2,,,,,,3,5,5,,58,,2,53,51,7,64,61,36,,,60,,,,,306.70,75.72,unsat,22.52,0.18,0.00,0.01,0.00,0.15,16.87,1.41,13.49,,0.19,0.18,3.92,21.65,0.90,20.74,4.25,0.03,11.16,,
array-zipcpu_zipcpu_piped-p162.smt2,,,,,,,7,6,,435,,2,141,760,15,452,445,385,,,445,,,,,404.84,386.09,timeout,899.97,1.76,0.03,0.25,0.05,1.26,399.98,17.22,350.13,0.00,0.18,0.17,442.57,856.07,46.80,809.25,446.47,1.97,270.60,0.01,
array-zipcpu_zipcpu_piped-p163.smt2,,,,,,,9,8,,426,,3,149,983,14,445,441,507,,,440,,,,,378.95,351.14,timeout,899.97,1.64,0.04,0.26,0.05,1.20,222.10,9.74,192.97,0.00,0.18,0.18,196.97,430.47,44.17,386.27,200.30,1.52,129.54,,
array-zipcpu_zipcpu_piped-p177.smt2,,,,,,5,7,7,,57,,1,39,90,6,78,72,25,,,71,,,,,306.70,69.79,unsat,21.49,0.20,0.00,0.01,0.00,0.16,15.36,1.76,11.82,,0.21,0.20,4.29,20.62,3.29,17.30,4.61,0.03,8.39,,
array-zipcpu_zipcpu_piped-p183.smt2,,,,,,6,6,6,,41,,3,28,53,3,52,45,26,,,45,,,,,306.70,66.71,unsat,16.23,0.12,,0.01,0.00,0.11,10.77,0.96,8.29,,0.18,0.17,4.13,15.43,1.60,13.80,4.31,0.01,6.52,,
array-zipcpu_zipcpu_piped-p185.smt2,,,,,,7,7,7,,139,,2,105,167,10,167,162,87,,,161,,,,,306.70,83.06,unsat,63.25,0.51,0.01,0.05,0.01,0.41,46.05,2.96,38.79,,0.19,0.18,13.46,62.23,4.27,57.94,14.39,0.19,31.45,,
