index,result,sat_count,uns_count,unk_count,low_bound,high_bound,avg_bound,low_real,high_real,avg_real,low_time,high_timeavg_time,low_mem,high_mem,avg_mem,avg_time,high_time
array-VexRiscv-regch0-15-p0,unsat,0,5,0,-1,-1,-1,9.4,2857.39,586.858,9.3,,82.0,2633.0,1112.0,1779.7459999999999,8570.64
array-VexRiscv-regch0-15-p1,unsat,0,5,0,-1,-1,-1,9.59,3105.02,641.16,9.46,,79.0,4350.0,1388.4,1355.3619999999999,6296.49
array-VexRiscv-regch0-20-p0,unsat,0,4,0,-1,-1,-1,228.44,3600.1,1017.2239999999999,228.36,,209.0,10376.0,3061.4,3822.14,8203.9
array-arbitrated_fifos_n2d8w8,unknown,0,0,2,-1,-1,-1,0.74,3600.1,2874.864,1.46,,82.0,4803.0,1544.2,10024.039999999999,28426.36
array-array_swap,unknown,0,0,2,-1,-1,-1,0.42,3600.1,2875.386,0.09,,31.0,24699.0,9013.2,13639.467999999999,46507.75
array-dblclockfft_butterfly_ck1-p006,unsat,0,5,0,-1,-1,-1,0.24,48.46,10.898,0.19,,28.0,2660.0,883.8,47.422,194.66
array-dblclockfft_butterfly_ck1-p015,unsat,0,5,0,-1,-1,-1,0.56,556.08,115.12,0.49,,41.0,4773.0,1877.8,474.934,2238.69
array-dblclockfft_butterfly_ck1-p023,unsat,0,5,0,-1,-1,-1,0.5,411.35,84.308,0.5,,39.0,3304.0,1246.2,339.17199999999997,1656.1
array-dblclockfft_butterfly_ck1-p053,unsat,0,5,0,-1,-1,-1,0.25,49.18,11.05,0.2,,26.0,2717.0,890.6,47.870000000000005,197.52
array-dblclockfft_butterfly_ck1-p060,unsat,0,5,0,-1,-1,-1,0.12,1.65,0.716,0.0,,0.0,1632.0,424.8,3.7399999999999998,15.35
array-dblclockfft_butterfly_ck1-p063,unsat,0,5,0,-1,-1,-1,4.01,1189.7,260.032,3.89,,92.0,5340.0,2443.2,1052.01,4790.35
array-dblclockfft_butterfly_ck1-p068,unsat,0,5,0,-1,-1,-1,3.93,1446.73,309.358,3.89,,96.0,6380.0,2685.2,1269.62,5825.87
array-dblclockfft_butterfly_ck1-p072,unsat,0,5,0,-1,-1,-1,0.24,48.4,10.99,0.19,,28.0,2649.0,897.8,47.526,194.28
array-dblclockfft_butterfly_ck1-p073,unsat,0,5,0,-1,-1,-1,2.35,1446.59,300.226,2.3,,83.0,6027.0,2642.4,1232.042,5824.0
array-dblclockfft_butterfly_ck1-p078,unsat,0,5,0,-1,-1,-1,0.92,552.1,115.534,0.9,,57.0,5023.0,2002.4,475.40999999999997,2222.54
array-dblclockfft_butterfly_ck1-p096,unsat,0,5,0,-1,-1,-1,0.24,48.38,10.994,0.19,,28.0,2553.0,862.6,47.502,194.27
array-dblclockfft_butterfly_ck1-p106,unsat,0,4,1,-1,-1,-1,13.76,1573.28,431.44,13.69,,97.0,9474.0,3503.0,1847.28,6335.03
array-dblclockfft_butterfly_ck1-p117,unsat,0,5,0,-1,-1,-1,4.59,1457.03,307.198,4.49,,94.0,6268.0,2669.4,1261.09,5866.9
array-dblclockfft_butterfly_ck1-p139,unsat,0,5,0,-1,-1,-1,0.2,24.46,5.966,0.09,,20.0,2485.0,766.2,27.176,98.06
array-dblclockfft_butterfly_ck1-p147,unsat,0,5,0,-1,-1,-1,15.01,2136.31,486.86,14.89,,67.0,8838.0,2868.8,2107.066,8603.16
array-dblclockfft_butterfly_ck1-p156,unsat,0,5,0,-1,-1,-1,0.14,2.89,1.242,0.09,,20.0,1947.0,530.8,5.804,15.5
array-dblclockfft_butterfly_ck1-p167,unsat,0,5,0,-1,-1,-1,1.02,419.62,89.6,1.0,,54.0,3888.0,1709.4,370.09000000000003,1689.45
array-dblclockfft_butterfly_ck1-p168,unsat,0,5,0,-1,-1,-1,0.4,207.46,43.754000000000005,0.3,,32.0,3651.0,1339.6,182.994,835.0
array-dblclockfft_butterfly_ck1-p191,unsat,0,5,0,-1,-1,-1,5.11,2544.74,536.9599999999999,5.0,,102.0,7470.0,3379.0,2148.982,9897.95
array-dblclockfft_butterfly_ck1-p199,unsat,0,5,0,-1,-1,-1,0.2,24.63,6.045999999999999,0.1,,20.0,2388.0,750.2,27.478,98.86
array-dblclockfft_butterfly_ck1-p200,unsat,0,5,0,-1,-1,-1,0.53,205.94,43.826,0.5,,45.0,3702.0,1368.6,183.08800000000002,828.94
array-dblclockfft_butterfly_ck1-p212,unsat,0,5,0,-1,-1,-1,0.37,84.94,18.785999999999998,0.29,,34.0,2993.0,1066.6,79.002,341.65
array-dblclockfft_butterfly_ck1-p214,unsat,0,5,0,-1,-1,-1,0.19,10.2,2.888,0.1,,19.0,2235.0,675.0,12.764,40.46
array-dblclockfft_butterfly_ck1-p222,unsat,0,4,1,-1,-1,-1,49.08,1091.75,426.712,49.0,,76.0,9472.0,2911.6,1824.54,4395.63
array-dblclockfft_butterfly_ck1-p223,unsat,0,5,0,-1,-1,-1,0.15,2.88,1.314,0.1,,20.0,1878.0,531.4,6.116,15.98
array-dblclockfft_butterfly_ck1-p255,unsat,0,4,1,-1,-1,-1,31.74,2487.14,711.894,31.69,,148.0,8350.0,4021.8,2923.012,10015.45
array-dblclockfft_butterfly_ck1-p257,unsat,0,5,0,-1,-1,-1,0.2,24.45,5.696,0.09,,20.0,2027.0,682.6,23.674,98.07
array-dblclockfft_butterfly_ck1-p265,unsat,0,4,0,-1,-1,-1,46.84,3600.1,1040.372,46.79,,205.0,8476.0,3722.4,4192.916,14495.39
array-dblclockfft_butterfly_ck1-p267,unsat,0,5,0,-1,-1,-1,0.11,1.62,0.6920000000000001,0.0,,0.0,1688.0,432.2,3.4659999999999997,14.2
array-dblclockfft_butterfly_ck1-p269,unsat,0,5,0,-1,-1,-1,1.2,554.02,115.396,1.2,,57.0,4283.0,1911.2,476.6,2230.77
array-dblclockfft_butterfly_ck1-p276,unsat,0,5,0,-1,-1,-1,0.14,2.92,1.258,0.1,,20.0,1969.0,537.8,5.896,15.73
array-dblclockfft_butterfly_ck1-p285,unsat,0,5,0,-1,-1,-1,0.69,298.42,63.374,0.59,,49.0,4000.0,1584.4,261.526,1201.02
array-dblclockfft_butterfly_ck1-p286,unsat,0,5,0,-1,-1,-1,0.24,24.54,6.074,0.2,,29.0,2343.0,739.2,27.936,98.41
array-dblclockfft_butterfly_ck1-p304,unsat,0,5,0,-1,-1,-1,0.26,49.33,10.718,0.2,,26.0,1275.0,537.8,42.338,198.18
array-dblclockfft_butterfly_ck1-p309,unsat,0,5,0,-1,-1,-1,0.2,24.64,6.01,0.1,,20.0,2392.0,751.4,27.376,98.84
array-dblclockfft_butterfly_ck1-p310,unsat,0,5,0,-1,-1,-1,0.28,48.6,11.142,0.2,,29.0,2423.0,854.4,48.104,195.1
array-dblclockfft_butterfly_ck1-p333,unsat,0,5,0,-1,-1,-1,1.09,553.33,116.84200000000001,1.0,,62.0,4076.0,1836.0,480.51200000000006,2227.82
array-dblclockfft_butterfly_ck1-p341,unsat,0,5,0,-1,-1,-1,0.75,304.59,64.72399999999999,0.7,,49.0,3827.0,1592.6,270.876,1225.83
array-dblclockfft_butterfly_ck1-p343,unsat,0,5,0,-1,-1,-1,1.04,550.37,115.496,1.0,,57.0,4274.0,1921.8,475.88599999999997,2215.91
array-dblclockfft_butterfly_ck1-p346,unsat,0,5,0,-1,-1,-1,4.73,1455.08,307.002,4.69,,96.0,5393.0,2485.2,1260.718,5859.54
array-dblclockfft_butterfly_ck1-p348,unsat,0,5,0,-1,-1,-1,0.29,48.49,11.110000000000001,0.2,,29.0,2674.0,908.6,47.95,194.68
array-dblclockfft_butterfly_ck1-p351,unsat,0,5,0,-1,-1,-1,2.26,1452.71,304.72,2.2,,84.0,5845.0,2671.0,1252.186,5848.66
array-dblclockfft_butterfly_ck1-p352,unsat,0,5,0,-1,-1,-1,0.68,296.93,62.638,0.6,,49.0,3905.0,1542.8,258.392,1195.31
array-dblclockfft_butterfly_ck1-p354,unsat,0,5,0,-1,-1,-1,1.02,552.52,115.90599999999999,1.0,,62.0,4730.0,1932.2,477.248,2224.39
array-dblclockfft_butterfly_ck1-p359,unsat,0,5,0,-1,-1,-1,0.28,48.8,11.206,0.2,,29.0,2766.0,944.8,48.338,195.72
array-dblclockfft_butterfly_ck1-p372,unsat,0,5,0,-1,-1,-1,4.62,1452.43,312.03200000000004,4.69,,94.0,6703.0,2765.0,1273.5020000000002,5848.02
array-dblclockfft_butterfly_ck1-p375,unsat,0,5,0,-1,-1,-1,3.98,1163.04,254.102,3.9,,102.0,5371.0,2461.6,1031.822,4683.12
array-dblclockfft_butterfly_ck1-p386,unsat,0,5,0,-1,-1,-1,1.01,420.36,89.64,1.0,,53.0,4063.0,1739.0,370.402,1692.43
array-dblclockfft_butterfly_ck1-p420,unsat,0,5,0,-1,-1,-1,0.52,412.32,85.152,0.5,,39.0,3547.0,1511.2,348.542,1659.84
array-dblclockfft_butterfly_ck1-p422,unsat,0,5,0,-1,-1,-1,0.2,25.1,5.69,0.09,,20.0,985.0,471.8,22.162,100.45
array-dblclockfft_butterfly_ck1-p428,unsat,0,5,0,-1,-1,-1,0.36,85.36,18.66,0.29,,34.0,2868.0,1054.0,78.774,343.22
array-dblclockfft_butterfly_ck1-p432,unsat,0,5,0,-1,-1,-1,0.14,2.83,1.288,0.09,,20.0,1831.0,519.6,6.094,15.89
array-dblclockfft_butterfly_ck1-p434,unsat,0,5,0,-1,-1,-1,0.29,48.65,11.166,0.2,,29.0,2526.0,887.2,48.43,195.48
array-dblclockfft_butterfly_ck1-p436,unsat,0,5,0,-1,-1,-1,0.54,205.52,43.84,0.5,,45.0,3292.0,1281.2,182.874,827.06
array-dblclockfft_butterfly_ck1-p454,unsat,0,5,0,-1,-1,-1,0.35,137.12,29.400000000000002,0.29,,32.0,3142.0,1139.2,122.468,551.48
array-dblclockfft_butterfly_ck1-p455,unsat,0,5,0,-1,-1,-1,0.49,412.96,86.50999999999999,0.5,,39.0,4163.0,1621.8,359.16400000000004,1662.64
array-dblclockfft_butterfly_ck2_r0-p043,unsat,0,5,0,-1,-1,-1,0.82,95.28,27.23,0.7,,40.0,2312.0,968.6,107.114,383.12
array-dblclockfft_butterfly_ck2_r0-p048,unsat,0,5,0,-1,-1,-1,0.1,1.49,0.854,0.0,,0.0,1352.0,371.8,3.93,13.13
array-dblclockfft_butterfly_ck2_r0-p061,unsat,0,5,0,-1,-1,-1,0.13,3.63,1.336,0.09,,17.0,1502.0,446.2,6.212,14.74
array-dblclockfft_butterfly_ck2_r0-p064,unsat,0,5,0,-1,-1,-1,1.06,134.98,31.485999999999997,0.99,,43.0,2492.0,1011.2,130.51399999999998,543.05
array-dblclockfft_butterfly_ck2_r0-p075,unsat,0,5,0,-1,-1,-1,0.55,66.32,15.411999999999999,0.49,,33.0,2147.0,829.6,64.62,266.31
array-dblclockfft_butterfly_ck2_r0-p095,unsat,0,5,0,-1,-1,-1,5.0,1154.09,264.57399999999996,4.89,,115.0,5927.0,2482.4,1115.652,4647.28
array-dblclockfft_butterfly_ck2_r0-p096,unsat,0,5,0,-1,-1,-1,12.5,1169.92,304.056,12.4,,105.0,5858.0,2458.6,1313.1119999999999,4710.78
array-dblclockfft_butterfly_ck2_r0-p098,unsat,0,5,0,-1,-1,-1,0.15,6.44,2.0,0.1,,17.0,1701.0,511.4,8.938,25.54
array-dblclockfft_butterfly_ck2_r0-p100,unsat,0,5,0,-1,-1,-1,0.23,15.9,4.058,0.2,,24.0,1911.0,610.0,17.48,63.44
array-dblclockfft_butterfly_ck2_r0-p101,unsat,0,5,0,-1,-1,-1,9.19,1158.63,300.706,9.09,,106.0,5693.0,2493.6,1265.978,4664.56
array-dblclockfft_butterfly_ck2_r0-p103,unsat,0,5,0,-1,-1,-1,3.02,298.23,67.626,2.99,,59.0,2869.0,1309.4,278.996,1200.73
array-dblclockfft_butterfly_ck2_r0-p106,unsat,0,5,0,-1,-1,-1,1.32,1101.53,230.73,1.29,,45.0,5827.0,2241.2,927.08,4309.34
array-dblclockfft_butterfly_ck2_r0-p129,unsat,0,5,0,-1,-1,-1,9.07,1153.97,280.514,8.99,,160.0,5570.0,2436.0,1172.714,4646.96
array-dblclockfft_butterfly_ck2_r0-p134,unsat,0,5,0,-1,-1,-1,12.96,1508.45,553.852,12.87,,80.0,5742.0,2515.6,2073.64,4664.21
array-dblclockfft_butterfly_ck2_r0-p152,unsat,0,5,0,-1,-1,-1,0.09,1.48,0.798,0.0,,0.0,1380.0,374.6,3.6580000000000004,12.72
array-dblclockfft_butterfly_ck2_r0-p155,unsat,0,5,0,-1,-1,-1,4.81,821.33,193.93200000000002,4.7,,88.0,5570.0,2125.4,813.15,3307.25
array-dblclockfft_butterfly_ck2_r0-p159,unsat,0,5,0,-1,-1,-1,10.07,1147.12,279.28999999999996,9.99,,93.0,5666.0,2497.0,1179.74,4619.39
array-dblclockfft_butterfly_ck2_r0-p168,unsat,0,5,0,-1,-1,-1,0.59,77.81,22.346,0.7,,33.0,3189.0,1084.0,92.378,312.71
array-dblclockfft_butterfly_ck2_r0-p171,unsat,0,5,0,-1,-1,-1,0.68,63.39,19.286,0.7,,33.0,3200.0,1058.8,80.088,254.7
array-dblclockfft_butterfly_ck2_r0-p173,unsat,0,5,0,-1,-1,-1,6.32,1132.53,278.698,6.3,,102.0,5780.0,2299.0,1165.228,4560.24
array-dblclockfft_butterfly_ck2_r0-p185,unsat,0,5,0,-1,-1,-1,1.74,294.42,69.42,1.69,,51.0,3733.0,1484.4,285.22,1184.46
array-dblclockfft_butterfly_ck2_r0-p188,unsat,0,5,0,-1,-1,-1,18.4,1157.57,359.65599999999995,18.29,,106.0,5750.0,2347.6,1458.416,4661.32
array-dblclockfft_butterfly_ck2_r0-p218,unsat,0,5,0,-1,-1,-1,13.15,2968.96,849.322,13.09,,89.0,6234.0,2695.2,3001.864,8905.03
array-dblclockfft_butterfly_ck2_r0-p232,unsat,0,5,0,-1,-1,-1,0.28,28.65,6.548,0.2,,21.0,1450.0,565.6,26.852,114.93
array-dblclockfft_butterfly_ck2_r0-p239,unsat,0,5,0,-1,-1,-1,0.42,96.52,20.669999999999998,0.4,,28.0,1618.0,758.8,83.41199999999999,388.32
array-dblclockfft_butterfly_ck2_r0-p249,unsat,0,5,0,-1,-1,-1,0.24,15.85,3.9979999999999998,0.19,,24.0,1859.0,601.0,17.134,63.41
array-dblclockfft_butterfly_ck2_r0-p253,unsat,0,5,0,-1,-1,-1,10.55,827.45,225.80200000000002,10.5,,75.0,4309.0,1940.2,950.802,3332.14
array-dblclockfft_butterfly_ck3_r0-p021,unsat,0,5,0,-1,-1,-1,35.64,525.31,230.702,35.59,,91.0,5063.0,1869.2,940.872,1978.04
array-dblclockfft_butterfly_ck3_r0-p029,unsat,0,5,0,-1,-1,-1,1.4,26.21,11.132,1.4,,36.0,3144.0,951.8,52.246,104.78
array-dblclockfft_butterfly_ck3_r0-p042,unsat,0,5,0,-1,-1,-1,3.8,444.64,116.232,3.7,,87.0,4813.0,1880.0,488.918,1789.75
array-dblclockfft_butterfly_ck3_r0-p048,unsat,0,5,0,-1,-1,-1,2.11,450.34,118.532,1.99,,66.0,4732.0,1808.6,497.22200000000004,1812.64
array-dblclockfft_butterfly_ck3_r0-p051,unsat,0,4,0,-1,-1,-1,9.12,3600.1,902.056,9.0,,65.0,6420.0,2520.4,2561.428,7975.82
array-dblclockfft_butterfly_ck3_r0-p052,unsat,0,5,0,-1,-1,-1,0.4,11.89,4.164000000000001,0.3,,20.0,1156.0,473.8,15.751999999999999,47.3
array-dblclockfft_butterfly_ck3_r0-p053,unsat,0,5,0,-1,-1,-1,7.88,787.25,227.062,7.8,,124.0,4408.0,2100.0,938.004,3169.63
array-dblclockfft_butterfly_ck3_r0-p056,unsat,0,5,0,-1,-1,-1,0.4,11.02,4.764,0.3,,19.0,2157.0,644.6,18.704,35.19
array-dblclockfft_butterfly_ck3_r0-p066,unsat,0,5,0,-1,-1,-1,3.98,448.66,121.602,3.87,,88.0,4785.0,1881.4,503.318,1805.76
array-dblclockfft_butterfly_ck3_r0-p082,unsat,0,5,0,-1,-1,-1,2.68,398.36,112.64,2.57,,48.0,4257.0,1665.4,432.312,1603.55
array-dblclockfft_butterfly_ck3_r0-p090,unsat,0,5,0,-1,-1,-1,7.09,782.27,209.882,6.97,,124.0,4608.0,2131.6,868.082,3149.43
array-dblclockfft_butterfly_ck3_r0-p111,unsat,0,5,0,-1,-1,-1,20.25,817.54,360.202,20.19,,108.0,5073.0,2193.2,1409.972,3253.53
array-dblclockfft_butterfly_ck3_r0-p119,unsat,0,5,0,-1,-1,-1,0.44,40.37,14.392,0.39,,21.0,776.0,451.8,24.186,102.41
array-dblclockfft_butterfly_ck3_r1-p022,unsat,0,5,0,-1,-1,-1,1.95,125.03,42.772,1.89,,45.0,2704.0,1074.0,169.81,503.12
array-dblclockfft_butterfly_ck3_r1-p024,unsat,0,5,0,-1,-1,-1,0.43,13.04,5.058,0.4,,22.0,2219.0,681.4,21.786,37.52
array-dblclockfft_butterfly_ck3_r1-p030,unsat,0,5,0,-1,-1,-1,0.18,6.85,2.546,0.1,,15.0,1675.0,510.4,10.24,18.91
array-dblclockfft_butterfly_ck3_r1-p047,unsat,0,5,0,-1,-1,-1,4.04,534.99,143.622,3.99,,94.0,5430.0,2152.8,612.148,2153.76
array-dblclockfft_butterfly_ck3_r1-p049,unsat,0,3,1,-1,-1,-1,10.72,3600.09,937.9540000000001,10.6,,72.0,6838.0,2789.8,2802.33,8221.93
array-dblclockfft_butterfly_ck3_r1-p054,unsat,0,5,0,-1,-1,-1,2.19,455.14,111.372,2.09,,55.0,4757.0,1769.8,463.536,1831.96
array-dblclockfft_butterfly_ck3_r1-p059,unsat,0,5,0,-1,-1,-1,87.99,2133.76,611.3000000000001,87.89,,144.0,9131.0,3214.0,3159.884,8591.57
array-dblclockfft_butterfly_ck3_r1-p086,unsat,0,5,0,-1,-1,-1,4.84,553.32,159.29600000000002,4.77,,86.0,5098.0,2127.2,654.634,2227.73
array-dblclockfft_butterfly_ck3_r1-p119,unsat,0,5,0,-1,-1,-1,41.42,672.93,283.226,41.4,,114.0,5709.0,2197.4,1145.048,2335.25
array-dblclockfft_butterfly_ck3_r1-p127,unsat,0,5,0,-1,-1,-1,2.65,156.39,42.94199999999999,2.6,,50.0,2696.0,1126.0,176.054,629.05
array-dblclockfft_butterfly_ck3_r1-p137,unsat,0,5,0,-1,-1,-1,0.84,72.79,21.838,0.79,,35.0,2624.0,1002.0,89.85600000000001,292.6
array-dblclockfft_butterfly_ck3_r1-p145,unsat,0,5,0,-1,-1,-1,0.31,18.24,5.628,0.19,,21.0,1838.0,635.0,22.348,73.07
array-dblclockfft_butterfly_ck3_r1-p157,unsat,0,4,0,-1,-1,-1,80.74,3600.1,1262.4660000000001,80.7,,146.0,8864.0,3743.2,5143.8279999999995,10798.3
array-dblclockfft_butterfly_ck3_r1-p159,unsat,0,5,0,-1,-1,-1,34.87,1703.35,656.818,34.77,,99.0,5891.0,2855.8,2542.806,5538.97
array-dblclockfft_butterfly_ck3_r2-p010,unsat,0,5,0,-1,-1,-1,2.49,85.72,35.288,2.4,,42.0,4491.0,1422.2,156.33,344.36
array-dblclockfft_butterfly_ck3_r2-p015,unsat,0,4,0,-1,-1,-1,13.65,3600.1,934.4019999999999,13.59,,85.0,4800.0,2403.6,3120.516,10798.39
array-dblclockfft_butterfly_ck3_r2-p021,unsat,0,5,0,-1,-1,-1,4.32,202.54,55.6,4.29,,67.0,4760.0,1641.2,250.298,815.36
array-dblclockfft_butterfly_ck3_r2-p029,unsat,0,4,0,-1,-1,-1,73.46,3600.1,1312.138,73.39,,147.0,8129.0,3786.6,5099.594,10798.56
array-dblclockfft_butterfly_ck3_r2-p042,unsat,0,4,0,-1,-1,-1,188.0,3600.09,1652.394,187.89,,177.0,13994.0,6405.0,7726.928,13632.47
array-dblclockfft_butterfly_ck3_r2-p052,unsat,0,5,0,-1,-1,-1,1.49,86.41,27.352,1.6,,35.0,4060.0,1238.4,113.386,257.7
array-dblclockfft_butterfly_ck3_r2-p059,unsat,0,5,0,-1,-1,-1,0.19,7.02,2.672,0.1,,16.0,1854.0,553.8,10.954,19.41
array-dblclockfft_butterfly_ck3_r2-p060,unsat,0,5,0,-1,-1,-1,2.79,183.76,50.034,2.7,,54.0,2721.0,1178.8,202.804,739.31
array-dblclockfft_butterfly_ck3_r2-p079,unsat,0,5,0,-1,-1,-1,1.53,530.59,114.21000000000001,2.3,,43.0,2683.0,1173.2,454.38,2135.93
array-dblclockfft_butterfly_ck3_r2-p093,unsat,0,5,0,-1,-1,-1,5.33,623.04,168.416,5.3,,108.0,5510.0,2210.6,706.612,2508.64
array-dblclockfft_butterfly_ck3_r2-p114,unsat,0,5,0,-1,-1,-1,0.45,43.32,9.91,0.4,,26.0,887.0,508.4,38.222,174.02
array-dblclockfft_butterfly_ck3_r2-p133,unsat,0,5,0,-1,-1,-1,3.44,99.7,32.682,3.36,,58.0,4445.0,1436.6,163.46800000000002,400.48
array-dblclockfft_butterfly_ck3_r2-p146,unsat,0,5,0,-1,-1,-1,36.08,1521.52,568.494,36.0,,144.0,6148.0,3009.6,2183.966,4562.88
array-dblclockfft_butterfly_ck3_r2-p148,unsat,0,5,0,-1,-1,-1,0.87,86.6,24.906,0.8,,39.0,2771.0,1097.8,102.356,348.14
array-dblclockfft_butterfly_ck3_r2-p151,unsat,0,5,0,-1,-1,-1,6.2,648.49,220.282,6.09,,68.0,4226.0,2053.2,818.038,1943.32
array-dblclockfft_butterfly_ck3_r2-p154,unsat,0,5,0,-1,-1,-1,16.16,2398.9,631.662,16.09,,101.0,4607.0,2157.6,2160.812,7195.24
array-dblclockfft_butterfly_ck3_r2-p155,unsat,0,5,0,-1,-1,-1,4.92,625.61,171.998,4.89,,104.0,5543.0,2163.0,712.494,2518.77
array-dblclockfft_butterfly_ck3_r2-p156,unsat,0,5,0,-1,-1,-1,0.42,330.44,74.4,1.18,,38.0,2489.0,1028.6,291.95000000000005,1330.38
array-dblclockfft_butterfly_ck3_r2-p173,unsat,0,5,0,-1,-1,-1,2.47,182.11,52.804,2.39,,56.0,3164.0,1314.6,213.506,732.74
array-easy_zero_array,unsat,0,1,1,-1,-1,-1,0.72,3600.1,2875.488,0.74,,63.0,10187.0,4185.8,13913.890000000001,50073.22
array-marlann_compute_fail1-p0,sat,5,0,0,-1,-1,-1,0.19,40.43,8.396,0.21,,48.0,1384.0,354.0,2.452,10.49
array-marlann_compute_fail1-p1,unsat,0,5,0,-1,-1,-1,0.21,27.5,7.332,0.1,,11.0,1215.0,354.2,9.846,23.36
array-marlann_compute_fail1-p2,unsat,0,5,0,-1,-1,-1,0.19,34.8,11.292,0.1,,11.0,1308.0,379.2,14.676,60.19
array-marlann_compute_fail2-p1,sat,5,0,0,-1,-1,-1,0.18,36.18,8.516,0.19,,12.0,1464.0,386.8,6.542,15.95
array-marlann_compute_fail2-p2,sat,5,0,0,-1,-1,-1,0.24,40.72,9.326,0.09,,12.0,943.0,274.2,4.2299999999999995,13.59
array-picorv32-check-p01,unsat,0,2,2,-1,-1,-1,2.49,3600.09,749.522,2.69,,207.0,3458.0,1671.4,793.756,3599.96
array-picorv32-check-p06,unsat,0,2,2,-1,-1,-1,3.22,3600.09,739.4300000000001,9.22,,271.0,2838.0,1223.0,760.152,3599.94
array-picorv32-check-p08,unsat,0,2,2,-1,-1,-1,2.4,3600.09,758.6840000000001,6.47,,193.0,3958.0,1532.6,818.128,3599.88
array-picorv32-check-p09,unsat,0,2,2,-1,-1,-1,2.99,3600.09,732.922,2.16,,340.0,2486.0,1005.8,738.184,3599.94
array-picorv32-check-p10,unsat,0,2,3,-1,-1,-1,4.77,77.36,33.554,5.73,,131.0,3176.0,1033.8,86.068,230.26
array-picorv32-check-p14,unsat,0,2,2,-1,-1,-1,6.29,3600.1,745.482,18.48,,434.0,3038.0,1606.8,784.3679999999999,3599.87
array-picorv32-check-p18,unsat,0,2,2,-1,-1,-1,5.37,3600.09,742.572,3.9,,360.0,3162.0,1341.8,770.65,3599.94
array-picorv32_mutAX_mem-p0,unknown,0,0,2,-1,-1,-1,1741.28,3600.1,3223.386,3599.98,,482.0,12934.0,5476.8,16687.489999999998,47562.67
array-picorv32_mutAX_mem-p7,sat,4,0,0,-1,-1,-1,58.7,3600.1,797.158,94.36,,308.0,9285.0,3227.8,2754.18,10764.06
array-picorv32_mutAY_mem-p5,sat,4,0,0,-1,-1,-1,47.5,3600.09,779.8580000000001,89.4,,272.0,4829.0,2196.0,2590.6459999999997,10798.38
array-picorv32_mutAY_mem-p6,sat,4,0,0,-1,-1,-1,68.22,3600.1,827.1519999999999,140.76,,276.0,4511.0,1946.0,2978.8399999999997,10798.06
array-picorv32_mutAY_mem-p8,sat,4,0,0,-1,-1,-1,37.45,3600.09,780.8620000000001,74.29,,208.0,4369.0,1835.4,2636.634,10798.67
array-picorv32_mutBX_mem-p1,sat,4,0,0,-1,-1,-1,298.94,3600.1,1113.194,510.69,,364.0,8753.0,3870.0,5050.716,11502.62
array-picorv32_mutBX_mem-p2,sat,4,0,0,-1,-1,-1,300.52,3600.1,1156.286,574.1,,397.0,9240.0,4115.6,5602.126,14050.85
array-picorv32_mutBX_mem-p5,sat,4,0,0,-1,-1,-1,184.79,3600.1,973.62,267.09,,379.0,10015.0,3952.0,4275.518,10761.14
array-picorv32_mutBX_mem-p6,sat,4,0,0,-1,-1,-1,455.8,3600.1,1202.2259999999999,557.08,,427.0,9518.0,3771.6,5491.512,12175.72
array-picorv32_mutBX_mem-p7,sat,4,0,0,-1,-1,-1,1079.58,3600.1,2057.792,2237.13,,469.0,12407.0,5165.4,10615.142,31185.99
array-picorv32_mutBY_mem-p4,sat,4,0,0,-1,-1,-1,46.61,3600.09,808.07,77.49,,237.0,5769.0,1996.2,2982.562,10798.76
array-picorv32_mutBY_mem-p8,unknown,0,0,3,-1,-1,-1,750.53,3600.1,2560.08,3021.33,,429.0,11815.0,3557.4,13581.26,45352.11
array-picorv32_mutCX_mem-p0,sat,4,0,0,-1,-1,-1,313.62,3600.1,1154.334,677.27,,360.0,8974.0,4005.8,5332.612,12668.34
array-picorv32_mutCX_mem-p3,sat,4,0,0,-1,-1,-1,235.68,3600.1,995.842,371.99,,338.0,9533.0,3890.4,4102.368,10759.68
array-picorv32_mutCX_mem-p7,sat,4,0,0,-1,-1,-1,979.27,3600.09,2142.654,2276.57,,513.0,13127.0,5243.6,11121.128,32223.49
array-picorv32_mutCY_mem-p1,sat,4,0,0,-1,-1,-1,214.48,3600.1,1042.62,427.68,,301.0,8595.0,2911.4,4471.066,10798.25
array-picorv32_mutCY_mem-p3,sat,4,0,0,-1,-1,-1,172.37,3600.1,923.886,343.28,,297.0,6019.0,2291.0,3451.46,10798.6
array-picorv32_mutCY_mem-p8,unknown,0,0,1,-1,-1,-1,3575.34,3600.1,3595.146,3600.01,,446.0,9603.0,3559.4,17500.862,44111.25
array-ponylink-slaveTXlen-unsat,unsat,0,1,1,-1,-1,-1,2988.98,3600.11,3472.728,2988.82,,1167.0,98426.0,27166.2,19898.97,56711.13
array-ridecore_array_unknown,unknown,0,0,1,-1,-1,-1,3574.82,3600.1,3595.04,3599.9,,2929.0,20595.0,7669.6,17698.522,45097.68
array-ridecore_array_unsafe,sat,2,0,1,-1,-1,-1,66.1,3600.1,1763.282,267.09,,1791.0,10600.0,4731.6,4025.936,10795.64
array-simple-stack-pred1,unknown,0,0,1,-1,-1,-1,3572.83,3600.1,3594.644,3599.86,,2490.0,12847.0,5882.6,16398.63,53024.77
