index,result,sat_count,uns_count,unk_count,low_bound,high_bound,avg_bound,low_real,high_real,avg_real,low_time,high_timeavg_time,low_mem,high_mem,avg_mem,avg_time,high_time
array-zipcpu-zipmmu-p00,unsat,0,2,0,-1,-1,-1,168.59,3600.1,2283.838,1348.87,,683.0,11812.0,4227.4,6271.294,12356.59
array-zipcpu-zipmmu-p01,unsat,0,2,0,-1,-1,-1,80.27,3600.1,2334.196,664.19,,436.0,8158.0,3427.4,6398.36,12793.48
array-zipcpu-zipmmu-p06,unsat,0,2,0,-1,-1,-1,101.9,3600.1,2230.924,755.39,,862.0,20697.0,6233.4,5614.562,11373.47
array-zipcpu-zipmmu-p26,unsat,0,1,0,-1,-1,-1,132.44,3600.09,2479.6820000000002,1406.4,,656.0,122906.0,30221.0,6685.244000000001,12100.93
array-zipcpu-zipmmu-p28,unsat,0,5,0,-1,-1,-1,1.62,45.38,18.166,1.56,,16.0,1086.0,353.4,41.04,134.6
array-zipcpu-zipmmu-p29,unsat,0,2,0,-1,-1,-1,105.07,3600.1,2439.116,1091.48,,503.0,5010.0,2770.2,7087.026,14165.51
array-zipcpu-zipmmu-p31,unsat,0,4,0,-1,-1,-1,0.46,3600.1,727.74,0.89,,82.0,1161.0,452.4,722.114,3599.94
array-zipcpu-zipmmu-p34,unsat,0,4,0,-1,-1,-1,8.63,3600.09,862.8720000000001,24.52,,381.0,2132.0,1036.6,1133.464,3599.9
array-zipcpu-zipmmu-p41,unsat,0,4,0,-1,-1,-1,149.95,3600.1,1457.904,728.77,,199.0,6187.0,3221.2,4348.586,10798.96
array-zipcpu_zipcpu_dcache-p019,unsat,0,5,0,-1,-1,-1,0.43,2.38,1.0979999999999999,0.4,,33.0,1598.0,459.4,4.772,15.43
array-zipcpu_zipcpu_dcache-p028,unsat,0,1,0,-1,-1,-1,17.69,3600.1,2883.614,262.51,,2446.0,60406.0,20702.6,8730.384,14496.42
array-zipcpu_zipcpu_dcache-p034,unsat,0,2,0,-1,-1,-1,3.58,3600.12,2224.96,41.4,,2391.0,69767.0,22066.6,6719.324,14499.1
array-zipcpu_zipcpu_dcache-p041,unsat,0,5,0,-1,-1,-1,0.62,15.02,3.768,0.7,,50.0,1654.0,580.4,12.690000000000001,42.6
array-zipcpu_zipcpu_dcache-p059,unsat,0,5,0,-1,-1,-1,0.19,1.56,0.786,0.1,,19.0,1303.0,371.4,3.428,12.7
array-zipcpu_zipcpu_dcache-p068,unsat,0,1,0,-1,-1,-1,8.07,3600.12,2872.54,108.96,,2238.0,122900.0,39332.2,8663.444,14497.12
array-zipcpu_zipcpu_dcache-p071,unsat,0,3,0,-1,-1,-1,1.54,3600.1,2049.3160000000003,14.2,,1305.0,55719.0,19186.6,6055.148,14497.75
array-zipcpu_zipcpu_dcache-p072,unsat,0,2,0,-1,-1,-1,9.38,3600.1,2401.196,129.4,,2643.0,26283.0,12167.8,7262.19,14497.81
array-zipcpu_zipcpu_dcache-p079,unsat,0,1,0,-1,-1,-1,82.79,3600.1,2896.636,1305.81,,2455.0,39075.0,18282.2,8585.682,14499.7
array-zipcpu_zipcpu_dcache-p082,unsat,0,4,0,-1,-1,-1,3.39,3600.09,1983.338,37.51,,2451.0,77761.0,19771.0,5717.106,12880.4
array-zipcpu_zipcpu_dcache-p085,unsat,0,5,0,-1,-1,-1,0.19,1.57,0.798,0.1,,19.0,1430.0,398.2,3.6300000000000003,13.63
array-zipcpu_zipcpu_dcache-p088,unsat,0,5,0,-1,-1,-1,0.43,2.42,1.1099999999999999,0.4,,33.0,1586.0,461.2,4.819999999999999,15.37
array-zipcpu_zipcpu_dcache-p090,unsat,0,5,0,-1,-1,-1,0.5,4.76,1.6099999999999999,0.4,,32.0,1707.0,503.0,6.5520000000000005,16.82
array-zipcpu_zipcpu_dcache-p097,unsat,0,5,0,-1,-1,-1,0.47,2.99,1.236,0.39,,32.0,1669.0,483.2,5.244,15.78
array-zipcpu_zipcpu_dcache-p126,unknown,0,0,1,-1,-1,-1,3573.19,3600.11,3594.718,3600.0,,1755.0,43326.0,16732.6,18770.052,50457.61
array-zipcpu_zipcpu_dcache-p138,unknown,0,0,1,-1,-1,-1,2845.9,3600.12,3444.178,3599.99,,732.0,122888.0,37289.0,17952.136,49407.14
array-zipcpu_zipcpu_dcache-p141,unknown,0,0,1,-1,-1,-1,3491.5,3600.1,3573.018,3599.94,,934.0,122896.0,36857.6,19010.356,52096.1
array-zipcpu_zipcpu_dcache-p158,unsat,0,1,0,-1,-1,-1,55.53,3600.1,2891.1820000000002,868.54,,2404.0,63036.0,18874.0,8852.02,14497.21
array-zipcpu_zipcpu_dcache-p159,unsat,0,4,0,-1,-1,-1,1.73,3600.09,1069.662,17.28,,1810.0,17348.0,6013.4,2100.804,4625.04
array-zipcpu_zipcpu_dcache-p164,unknown,0,0,1,-1,-1,-1,3556.39,3600.11,3591.36,3599.87,,1613.0,90541.0,32920.6,20064.792,56931.85
array-zipcpu_zipcpu_dcache-p179,unsat,0,2,0,-1,-1,-1,36.98,3600.1,2219.516,571.62,,2200.0,40743.0,17110.4,6788.9800000000005,14498.2
array-zipcpu_zipcpu_dcache-p192,unsat,0,2,0,-1,-1,-1,20.18,3600.1,2236.52,302.37,,2085.0,81523.0,25135.6,6796.158,14497.95
array-zipcpu_zipcpu_dcache-p199,unsat,0,5,0,-1,-1,-1,0.43,6.54,1.934,0.39,,33.0,1676.0,507.8,7.364,17.0
array-zipcpu_zipcpu_dcache-p209,unsat,0,2,0,-1,-1,-1,9.48,3600.1,2548.558,131.1,,2557.0,43802.0,15336.4,7704.638,14498.95
array-zipcpu_zipcpu_dcache-p211,unsat,0,3,0,-1,-1,-1,3.25,3600.1,1688.738,35.4,,2512.0,32019.0,10130.8,4556.738,14498.19
array-zipcpu_zipcpu_dcache-p229,unknown,0,0,1,-1,-1,-1,3574.81,3600.1,3595.04,3599.96,,1319.0,113089.0,41369.2,17780.076,45510.79
array-zipcpu_zipcpu_dcache-p236,unsat,0,5,0,-1,-1,-1,0.64,153.07,31.41,0.79,,49.0,2426.0,920.4,95.834,456.79
array-zipcpu_zipcpu_dcache-p237,unsat,0,3,0,-1,-1,-1,1.67,3600.12,1801.756,16.27,,1768.0,22202.0,9759.6,5038.354,14496.97
array-zipcpu_zipcpu_dcache-p238,unsat,0,4,0,-1,-1,-1,1.8,3600.09,1485.18,17.27,,1739.0,13559.0,6245.2,3723.6400000000003,7497.93
array-zipcpu_zipcpu_dcache-p242,unsat,0,4,0,-1,-1,-1,1.59,3600.09,964.568,13.42,,1486.0,9365.0,3475.2,1665.184,3901.47
array-zipcpu_zipcpu_dcache-p286,unsat,0,2,0,-1,-1,-1,16.33,3600.1,2307.008,239.69,,2264.0,39200.0,12483.2,6997.21,14497.28
array-zipcpu_zipcpu_dcache-p293,unsat,0,4,0,-1,-1,-1,1.65,3600.1,741.078,15.33,,860.0,2255.0,1493.6,789.612,3599.9
array-zipcpu_zipcpu_dcache-p301,unsat,0,5,0,-1,-1,-1,0.64,11.42,3.078,0.7,,50.0,1654.0,572.2,10.92,31.71
array-zipcpu_zipcpu_dcache-p304,unsat,0,5,0,-1,-1,-1,0.11,1.56,0.72,0.0,,0.0,1378.0,366.2,3.308,13.16
array-zipcpu_zipcpu_dcache-p340,unknown,0,0,1,-1,-1,-1,3575.97,3600.1,3595.274,3599.97,,1045.0,64683.0,21387.2,18316.41,48190.26
array-zipcpu_zipcpu_dcache-p351,unsat,0,5,0,-1,-1,-1,0.19,1.36,0.708,0.09,,19.0,1216.0,344.2,2.846,10.46
array-zipcpu_zipcpu_dcache-p360,unknown,0,0,1,-1,-1,-1,3118.6,3600.1,3499.072,3599.97,,1476.0,122884.0,43741.8,19304.874,55070.32
array-zipcpu_zipcpu_dcache-p362,unsat,0,2,0,-1,-1,-1,1.74,3600.11,2213.398,17.56,,1791.0,57784.0,20052.6,6681.188,14498.77
array-zipcpu_zipcpu_dcache-p377,unsat,0,5,0,-1,-1,-1,0.2,1.51,0.778,0.1,,18.0,1167.0,343.2,3.074,11.0
array-zipcpu_zipcpu_dcache-p388,unsat,0,2,0,-1,-1,-1,47.68,3600.1,2430.41,743.78,,2330.0,122908.0,36365.8,7196.128,14498.78
array-zipcpu_zipcpu_dcache-p407,unsat,0,1,0,-1,-1,-1,374.34,3600.1,2954.946,3599.92,,2251.0,81570.0,28702.2,9873.62,14497.87
array-zipcpu_zipcpu_dcache-p428,unsat,0,5,0,-1,-1,-1,1.42,211.85,44.528,1.99,,79.0,2518.0,1041.4,135.612,633.03
array-zipcpu_zipcpu_dcache-p429,unsat,0,5,0,-1,-1,-1,0.42,6.7,1.954,0.39,,31.0,1566.0,489.6,7.342,17.57
array-zipcpu_zipcpu_dcache-p438,unsat,0,4,0,-1,-1,-1,1.52,3600.09,978.4920000000001,12.37,,1391.0,9093.0,4317.4,1743.492,3599.92
array-zipcpu_zipcpu_dcache-p440,unsat,0,2,0,-1,-1,-1,8.03,3600.1,2246.068,105.33,,2489.0,82159.0,21562.0,6792.75,14497.55
array-zipcpu_zipcpu_dcache-p451,unsat,0,4,0,-1,-1,-1,2.01,3600.1,1635.128,20.08,,1266.0,14623.0,7500.2,3951.922,6640.4
array-zipcpu_zipcpu_dcache-p476,unsat,0,2,0,-1,-1,-1,29.23,3600.1,2320.09,442.87,,2505.0,86530.0,27310.2,7069.286,14497.89
array-zipcpu_zipcpu_dcache-p504,unsat,0,4,0,-1,-1,-1,1.66,3600.09,842.6700000000001,15.83,,1662.0,4476.0,2893.8,1192.912,3599.97
array-zipcpu_zipcpu_dcache-p506,unknown,0,0,1,-1,-1,-1,3575.3,3600.1,3595.138,3600.03,,1652.0,46229.0,20756.4,17258.536,42899.93
array-zipcpu_zipcpu_dcache-p515,unsat,0,5,0,-1,-1,-1,0.42,2.43,1.076,0.39,,31.0,1368.0,414.0,4.074,11.85
array-zipcpu_zipcpu_dcache-p519,unknown,0,0,1,-1,-1,-1,3318.0,3600.1,3534.918,3599.92,,1003.0,122903.0,43594.2,18935.886,55540.68
array-zipcpu_zipcpu_dcache-p525,unsat,0,5,0,-1,-1,-1,0.64,13.74,3.5060000000000002,0.69,,49.0,1512.0,551.0,11.658,38.62
array-zipcpu_zipcpu_dcache-p527,unsat,0,1,0,-1,-1,-1,880.32,3600.11,3056.1440000000002,3599.9,,1585.0,32575.0,16385.6,11494.894,14498.42
array-zipcpu_zipcpu_dcache-p531,unsat,0,5,0,-1,-1,-1,0.62,21.32,5.01,0.69,,49.0,1490.0,572.8,16.131999999999998,61.41
array-zipcpu_zipcpu_dcache-p550,unsat,0,1,0,-1,-1,-1,1466.29,3600.1,3173.334,3599.91,,1665.0,82403.0,26454.6,13372.334,23467.02
array-zipcpu_zipcpu_dcache-p563,unknown,0,0,1,-1,-1,-1,3573.03,3600.1,3594.686,3599.99,,1833.0,44498.0,23325.0,19195.556,52586.6
array-zipcpu_zipcpu_dcache-p570,unsat,0,4,0,-1,-1,-1,7.81,3600.1,946.626,102.87,,1913.0,7671.0,4329.2,1621.654,3599.91
array-zipcpu_zipcpu_dcache-p577,unsat,0,4,0,-1,-1,-1,10.93,3600.1,958.506,155.52,,1803.0,5704.0,3535.4,1666.632,3790.33
array-zipcpu_zipcpu_dcache-p578,unsat,0,2,0,-1,-1,-1,29.92,3600.1,2292.782,457.8,,2209.0,17394.0,8295.6,6990.314,14499.51
array-zipcpu_zipcpu_dcache-p579,unsat,0,1,0,-1,-1,-1,2227.41,3600.1,3325.56,3599.96,,1391.0,100681.0,30788.6,15811.144,35660.49
array-zipcpu_zipcpu_dcache-p582,unknown,0,0,1,-1,-1,-1,3575.64,3600.11,3595.208,3599.88,,1170.0,24553.0,14302.0,18897.356,53684.11
array-zipcpu_zipcpu_dcache-p588,unsat,0,5,0,-1,-1,-1,0.74,175.35,35.89,0.79,,51.0,2018.0,813.6,108.83800000000001,523.48
array-zipcpu_zipcpu_dcache-p595,unknown,0,0,1,-1,-1,-1,3562.68,3600.1,3592.612,3599.97,,1788.0,64865.0,23943.2,20067.434,56944.44
array-zipcpu_zipcpu_piped-p013,unsat,0,5,0,-1,-1,-1,0.31,1.98,0.886,0.2,,20.0,1249.0,364.2,3.38,10.79
array-zipcpu_zipcpu_piped-p015,unsat,0,5,0,-1,-1,-1,0.32,1.94,0.922,0.3,,27.0,1453.0,403.0,4.042,14.1
array-zipcpu_zipcpu_piped-p020,unsat,0,5,0,-1,-1,-1,0.32,1.94,0.896,0.3,,25.0,1286.0,372.2,3.434,10.81
array-zipcpu_zipcpu_piped-p033,unsat,0,5,0,-1,-1,-1,0.07,1.41,0.618,0.0,,0.0,1242.0,320.0,2.67,11.27
array-zipcpu_zipcpu_piped-p034,unsat,0,5,0,-1,-1,-1,0.07,1.4,0.606,0.0,,0.0,1292.0,331.8,2.642,10.97
array-zipcpu_zipcpu_piped-p040,unsat,0,5,0,-1,-1,-1,0.33,2.42,0.996,0.3,,27.0,1412.0,399.6,3.948,12.31
array-zipcpu_zipcpu_piped-p048,unsat,0,5,0,-1,-1,-1,0.31,1.91,0.878,0.2,,20.0,1207.0,353.4,3.37,10.9
array-zipcpu_zipcpu_piped-p073,unsat,0,5,0,-1,-1,-1,0.32,6.68,1.8679999999999999,0.29,,27.0,1398.0,440.0,6.91,17.79
array-zipcpu_zipcpu_piped-p081,unsat,0,1,0,-1,-1,-1,2577.49,3600.1,3395.576,3599.95,,1427.0,25471.0,8598.4,15553.738,36713.93
array-zipcpu_zipcpu_piped-p102,unsat,0,4,0,-1,-1,-1,20.02,3600.09,1361.294,299.88,,2612.0,8390.0,5600.6,3296.764,6482.98
array-zipcpu_zipcpu_piped-p110,unsat,0,5,0,-1,-1,-1,0.15,1.23,0.618,0.09,,16.0,952.0,279.0,2.194,8.09
array-zipcpu_zipcpu_piped-p111,unsat,0,5,0,-1,-1,-1,0.32,1.95,0.93,0.3,,25.0,1533.0,418.8,4.198,14.73
array-zipcpu_zipcpu_piped-p112,unsat,0,4,0,-1,-1,-1,1.83,3600.09,765.14,19.02,,1055.0,2622.0,1811.6,891.646,3599.97
array-zipcpu_zipcpu_piped-p115,unsat,0,5,0,-1,-1,-1,0.15,1.3,0.622,0.1,,17.0,981.0,287.8,2.21,7.85
array-zipcpu_zipcpu_piped-p131,unsat,0,5,0,-1,-1,-1,0.35,2.62,1.082,0.3,,27.0,1426.0,408.0,4.47,14.08
array-zipcpu_zipcpu_piped-p132,unsat,0,4,0,-1,-1,-1,1.9,3600.09,953.058,19.24,,1884.0,4607.0,3064.4,1619.176,3599.92
array-zipcpu_zipcpu_piped-p142,unsat,0,4,0,-1,-1,-1,1.59,3600.09,1557.14,14.39,,1519.0,13112.0,6116.0,4033.3,12198.68
array-zipcpu_zipcpu_piped-p146,unsat,0,2,0,-1,-1,-1,35.22,3600.1,2431.718,543.21,,2820.0,14449.0,6889.6,7420.64,14497.54
array-zipcpu_zipcpu_piped-p155,unsat,0,5,0,-1,-1,-1,0.33,1.97,0.958,0.29,,26.0,1394.0,391.8,3.632,12.17
array-zipcpu_zipcpu_piped-p156,unsat,0,4,0,-1,-1,-1,1.67,3600.09,975.5640000000001,16.79,,1408.0,4496.0,2990.6,1739.312,3599.85
array-zipcpu_zipcpu_piped-p160,unsat,0,3,0,-1,-1,-1,2.03,3600.1,1532.058,21.96,,1795.0,19270.0,5751.8,3969.96,14498.29
array-zipcpu_zipcpu_piped-p162,unknown,0,0,1,-1,-1,-1,3573.9,3600.1,3594.86,3599.9,,1772.0,36134.0,11279.8,18158.148,49363.43
array-zipcpu_zipcpu_piped-p163,unsat,0,2,0,-1,-1,-1,26.89,3600.11,2461.046,410.2,,2704.0,13568.0,6662.8,7487.512,14499.11
array-zipcpu_zipcpu_piped-p177,unsat,0,5,0,-1,-1,-1,0.36,2.52,1.032,0.26,,27.0,1403.0,396.6,4.098,12.94
array-zipcpu_zipcpu_piped-p183,unsat,0,4,0,-1,-1,-1,1.73,3600.09,776.504,17.27,,1297.0,2578.0,1851.8,935.6379999999999,3599.97
array-zipcpu_zipcpu_piped-p185,unsat,0,4,0,-1,-1,-1,1.52,3600.09,803.402,13.32,,1486.0,3483.0,2232.8,1033.7179999999998,3599.95
array-zipcpu_zipcpu_piped-p205,unsat,0,5,0,-1,-1,-1,0.31,3.53,1.194,0.19,,20.0,1170.0,362.2,4.34,10.8
array-zipcpu_zipcpu_piped-p210,unsat,0,5,0,-1,-1,-1,0.32,4.43,1.386,0.3,,27.0,1215.0,374.2,4.84,11.02
array-zipcpu_zipcpu_piped-p211,unsat,0,1,0,-1,-1,-1,34.74,3600.1,2887.024,535.81,,2555.0,15299.0,7897.4,8087.534,14496.83
array-zipcpu_zipcpu_piped-p214,unsat,0,3,0,-1,-1,-1,1.66,3600.1,1692.224,16.09,,1608.0,22779.0,6934.4,4619.648,14497.67
array-zipcpu_zipcpu_piped-p218,unsat,0,2,0,-1,-1,-1,1.62,3600.1,2193.036,15.15,,1613.0,21268.0,7529.0,6509.214,14497.03
array-zipcpu_zipcpu_piped-p219,unsat,0,5,0,-1,-1,-1,0.15,1.13,0.592,0.1,,17.0,960.0,275.8,2.066,7.66
array-zipcpu_zipcpu_piped-p223,unsat,0,5,0,-1,-1,-1,0.32,1.96,0.888,0.29,,20.0,1254.0,360.6,3.324,10.32
array-zipcpu_zipcpu_piped-p224,unsat,0,3,0,-1,-1,-1,2.06,3600.1,1759.33,21.72,,1852.0,21522.0,6864.4,4883.49,14497.46
array-zipcpu_zipcpu_piped-p226,unsat,0,5,0,-1,-1,-1,0.35,1.74,0.826,0.27,,27.0,1183.0,343.6,3.002,9.92
array-zipcpu_zipcpu_piped-p262,unsat,0,4,0,-1,-1,-1,1.6,3600.09,942.7,14.33,,1402.0,5028.0,2998.2,1602.4879999999998,3926.7
array-zipcpu_zipcpu_piped-p267,unsat,0,5,0,-1,-1,-1,0.07,1.11,0.562,0.0,,0.0,967.0,269.0,1.956,7.45
array-zipcpu_zipcpu_piped-p275,unsat,0,5,0,-1,-1,-1,0.31,3.2,1.124,0.2,,20.0,1185.0,356.2,3.9899999999999998,10.29
array-zipcpu_zipcpu_piped-p288,unsat,0,5,0,-1,-1,-1,0.31,1.95,0.872,0.2,,20.0,1202.0,350.6,3.224,10.34
array-zipcpu_zipcpu_piped-p295,unsat,0,5,0,-1,-1,-1,0.32,8.11,2.1,0.29,,25.0,1152.0,399.6,6.78,22.23
array-zipcpu_zipcpu_piped-p308,unsat,0,5,0,-1,-1,-1,0.16,1.47,0.722,0.09,,15.0,1207.0,334.6,3.112,12.17
array-zipcpu_zipcpu_piped-p309,unsat,0,5,0,-1,-1,-1,0.33,1.98,0.87,0.29,,27.0,1154.0,341.2,3.208,9.55
array-zipcpu_zipcpu_piped-p315,unsat,0,5,0,-1,-1,-1,0.31,9.74,2.416,0.19,,20.0,1163.0,409.2,7.678,26.63
array-zipcpu_zipcpu_piped-p323,unsat,0,5,0,-1,-1,-1,0.14,1.27,0.648,0.09,,17.0,1129.0,312.8,2.5300000000000002,9.73
array-zipcpu_zipcpu_piped-p327,unsat,0,2,0,-1,-1,-1,19.9,3600.12,2489.254,298.25,,2919.0,14194.0,7148.6,7554.122,14498.49
array-zipcpu_zipcpu_piped-p330,unsat,0,5,0,-1,-1,-1,1.47,441.08,199.98000000000002,12.83,,670.0,4584.0,2211.2,562.174,1775.8
array-zipcpu_zipcpu_piped-p342,unsat,0,4,0,-1,-1,-1,1.47,3600.09,819.7420000000001,12.51,,1125.0,5031.0,2378.6,1105.36,3599.95
array-zipcpu_zipcpu_piped-p344,unsat,0,5,0,-1,-1,-1,0.31,1.94,0.872,0.2,,20.0,1267.0,363.6,3.2279999999999998,10.29
array-zipcpu_zipcpu_piped-p347,unsat,0,5,0,-1,-1,-1,0.31,2.0,0.884,0.2,,20.0,1241.0,360.0,3.2800000000000002,10.33
array-zipcpu_zipcpu_piped-p350,unsat,0,5,0,-1,-1,-1,0.33,2.0,0.9420000000000001,0.3,,26.0,1525.0,417.8,4.224,14.94
array-zipcpu_zipcpu_piped-p351,unknown,0,0,1,-1,-1,-1,3573.94,3600.1,3594.864,3599.94,,1513.0,27116.0,8714.6,17025.16,43678.47
array-zipcpu_zipcpu_piped-p372,unsat,0,5,0,-1,-1,-1,0.31,1.93,0.892,0.2,,20.0,1240.0,358.4,3.466,11.49
array-zipcpu_zipcpu_piped-p378,unsat,0,5,0,-1,-1,-1,0.15,1.33,0.664,0.1,,16.0,1050.0,300.0,2.738,10.63
array-zipcpu_zipcpu_piped-p381,unsat,0,5,0,-1,-1,-1,0.32,5.18,1.6119999999999999,0.19,,20.0,1391.0,410.8,5.819999999999999,13.61
array-zipcpu_zipcpu_piped-p389,unsat,0,2,0,-1,-1,-1,1.9,3600.1,2184.19,19.23,,1636.0,18781.0,6779.2,6593.878,14498.35
array-zipcpu_zipcpu_piped-p390,unsat,0,5,0,-1,-1,-1,0.32,8.34,2.226,0.29,,27.0,1258.0,427.4,7.337999999999999,22.58
array-zipcpu_zipcpu_piped-p399,unknown,0,0,1,-1,-1,-1,3573.63,3600.1,3594.802,3599.9,,1387.0,18475.0,6682.8,14117.408000000001,30342.49
array-zipcpu_zipcpu_piped-p423,unsat,0,5,0,-1,-1,-1,0.31,1.99,0.89,0.19,,20.0,1223.0,353.0,3.332,10.62
array-zipcpu_zipcpu_piped-p431,unsat,0,5,0,-1,-1,-1,0.32,1.95,0.884,0.29,,26.0,1203.0,349.0,3.304,10.6
array-zipcpu_zipcpu_piped-p442,unsat,0,5,0,-1,-1,-1,0.33,1.68,0.846,0.3,,27.0,1178.0,341.8,2.734,8.51
array-zipcpu_zipcpu_piped-p448,unsat,0,2,0,-1,-1,-1,8.03,3600.1,2193.426,108.7,,1738.0,18906.0,7732.4,6514.784,14496.46
array-zipcpu_zipcpu_piped-p466,unsat,0,1,0,-1,-1,-1,1055.67,3600.1,3091.21,3599.92,,1415.0,19355.0,7212.2,11238.732,16145.35
array-zipcpu_zipcpu_piped-p472,unsat,0,2,0,-1,-1,-1,458.26,3600.1,2409.22,2360.44,,1482.0,15038.0,6349.4,8384.056,14496.75
array-zipcpu_zipcpu_piped-p475,unsat,0,5,0,-1,-1,-1,0.32,2.0,0.936,0.3,,27.0,1243.0,363.8,3.406,10.72
array-zipcpu_zipcpu_piped-p476,unsat,0,3,0,-1,-1,-1,5.75,3600.1,1698.584,73.11,,1802.0,7806.0,4685.0,4648.516,14497.07
array-zipcpu_zipcpu_piped-p479,unsat,0,3,0,-1,-1,-1,1.64,3600.1,1536.062,15.4,,1416.0,9427.0,4104.0,3985.334,14499.13
array-zipcpu_zipcpu_piped-p481,unsat,0,2,0,-1,-1,-1,32.96,3600.1,2246.224,507.94,,1883.0,16967.0,7201.2,6859.37,14500.02
array-zipcpu_zipcpu_piped-p509,unsat,0,4,0,-1,-1,-1,1.63,3600.09,742.864,15.78,,1350.0,3523.0,2008.0,805.0519999999999,3599.95
array-zipcpu_zipcpu_piped-p516,unsat,0,2,0,-1,-1,-1,1.62,3600.1,2189.954,14.69,,1643.0,19593.0,7118.2,6463.602,14498.42
array-zipcpu_zipcpu_piped-p518,unsat,0,4,0,-1,-1,-1,37.07,3600.09,1429.502,563.16,,2393.0,9581.0,5585.8,3622.7799999999997,8504.81
array-zipcpu_zipcpu_piped-p520,unsat,0,4,0,-1,-1,-1,36.51,3600.09,913.866,563.74,,2109.0,9505.0,4151.2,1536.588,3599.92
array-zipcpu_zipcpu_piped-p525,unsat,0,5,0,-1,-1,-1,0.38,2.46,1.088,0.29,,27.0,1486.0,425.4,4.81,15.42
array-zipcpu_zipcpu_piped-p528,unsat,0,5,0,-1,-1,-1,0.36,3.36,1.248,0.3,,27.0,1488.0,434.2,5.3020000000000005,15.38
array-zipcpu_zipcpu_piped-p529,unsat,0,5,0,-1,-1,-1,0.32,2.01,0.96,0.3,,27.0,1527.0,418.0,4.4,15.6
bv-VexRiscv-regch0-15-p0,unsat,0,8,1,-1,-1,-1,6.28,3600.11,680.3509090909091,6.19,,91.0,16828.0,4166.545454545455,4722.889999999999,35991.59
bv-VexRiscv-regch0-20-p0,unsat,0,8,1,-1,-1,-1,52.68,3600.1,891.4609090909091,52.59,,161.0,31820.0,10455.272727272728,6538.323636363636,35992.53
bv-VexRiscv-regch0-30-p1,unsat,0,6,1,-1,-1,-1,254.53,3600.11,2101.8254545454547,254.49,,722.0,110681.0,28088.81818181818,14905.270909090908,35903.45
bv-anderson.3.prop1-back-serstep,sat,11,0,0,-1,4,1.2727272727272727,0.03,3.13,0.5945454545454545,0.0,,0.0,1753.0,309.3636363636364,0.8109090909090909,4.54
bv-arbitrated_top_n2_w128_d32_e0,sat,5,0,0,-1,-1,-1,591.76,3600.11,2364.7818181818184,1647.68,,225.0,14825.0,5186.272727272727,15454.903636363637,44492.4
bv-arbitrated_top_n2_w128_d64_e0,unknown,0,0,1,-1,-1,-1,3576.43,3600.11,3597.9463636363635,3599.97,,401.0,22169.0,8231.363636363636,20154.795454545456,44637.72
bv-arbitrated_top_n2_w64_d64_e0,unknown,0,0,1,-1,-1,-1,3572.72,3600.12,3597.610909090909,3599.99,,222.0,21050.0,7164.545454545455,21312.774545454544,44435.05
bv-arbitrated_top_n2_w8_d128_e0,unsat,0,1,1,-1,-1,-1,18.49,3600.1,3272.160909090909,18.39,,81.0,16635.0,4884.363636363636,21282.438181818183,44225.73
bv-arbitrated_top_n2_w8_d16_e0,sat,9,1,1,-1,18,5.909090909090909,4.58,28.6,12.285454545454545,11.19,,32.0,1377.0,522.6363636363636,83.42,283.5
bv-arbitrated_top_n2_w8_d32_e0,sat,9,1,1,-1,34,11.727272727272727,16.75,1027.23,484.4836363636364,16.69,,46.0,8751.0,1967.3636363636363,2714.1245454545456,8898.3
bv-arbitrated_top_n2_w8_d64_e0,unsat,0,1,1,-1,-1,-1,21.35,3600.12,3272.3463636363635,21.26,,56.0,14022.0,4292.363636363636,20885.815454545456,44202.76
bv-arbitrated_top_n3_w16_d128_e0,unknown,0,0,1,-1,-1,-1,3575.85,3600.11,3597.8954545454544,3599.88,,183.0,21492.0,6338.727272727273,22265.142727272727,44387.53
bv-arbitrated_top_n3_w16_d32_e0,sat,10,1,0,-1,55,16.818181818181817,13.29,1593.84,737.4236363636363,13.18,,64.0,9732.0,2569.6363636363635,4907.897272727273,15932.68
bv-arbitrated_top_n3_w32_d16_e0,sat,10,1,0,-1,18,7.636363636363637,7.44,148.21,35.518181818181816,14.98,,81.0,2197.0,821.4545454545455,217.40272727272728,682.25
bv-arbitrated_top_n3_w64_d128_e0,unknown,0,0,1,-1,-1,-1,3575.14,3600.13,3597.8336363636363,3600.0,,454.0,28155.0,10123.363636363636,20355.45272727273,44489.24
bv-arbitrated_top_n3_w64_d64_e0,unknown,0,0,1,-1,-1,-1,3573.48,3600.1,3597.6781818181817,3599.86,,296.0,25569.0,8470.363636363636,20979.901818181817,44616.39
bv-arbitrated_top_n3_w8_d128_e0,unknown,0,0,1,-1,-1,-1,3574.91,3600.1,3597.807272727273,3600.01,,120.0,20415.0,5303.272727272727,22136.602727272726,44249.72
bv-arbitrated_top_n3_w8_d16_e0,sat,9,1,1,-1,18,5.909090909090909,7.01,31.65,13.024545454545455,11.08,,42.0,1960.0,634.1818181818181,83.2990909090909,314.31
bv-arbitrated_top_n4_w128_d16_e0,sat,10,0,0,-1,18,7.636363636363637,16.36,3600.1,505.7327272727273,67.41,,237.0,10542.0,2676.090909090909,2173.8036363636365,12248.28
bv-arbitrated_top_n4_w128_d64_e0,unknown,0,0,1,-1,-1,-1,3575.29,3600.2,3597.8545454545456,3599.98,,559.0,32680.0,12189.636363636364,20693.967272727274,44568.9
