index,SPACER_cex_depth,SPACER_cluster_out_of_gas,SPACER_conj,SPACER_conj_failed,SPACER_conj_success,SPACER_inductive_level,SPACER_max_depth,SPACER_max_query_lvl,SPACER_non_local_gen,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_reach_queries,SPACER_pob_out_of_gas,SPACER_queries,SPACER_reuse_reach_facts,SPACER_subsume_failed,SPACER_subsume_pob,SPACER_subsume_success,max_memory,memory,status,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_global,time_spacer_solve_reach_is_reach
bv-zipcpu-pfcache-p02.smt2,,43,8,,25,,20,19,1,1052,32,282,545,6474,126,1162,1145,3925,9,,1138,9,58,13,9,508.30,454.55,timeout,899.99,3.35,0.15,1.49,0.18,1.25,601.90,505.70,,5.31,0.00,0.00,22.13,665.69,192.31,473.31,29.27,12.63,343.09,0.95,0.10
bv-zipcpu-pfcache-p13.smt2,,,,,,,13,12,,635,,128,384,1896,56,676,657,829,,,663,,,,,1320.00,1319.01,timeout,899.97,0.92,0.02,0.20,0.05,0.54,324.58,284.57,,1.11,0.01,0.00,19.24,357.74,69.60,288.10,23.04,3.47,204.23,,
bv-zipcpu-pfcache-p20.smt2,,,,,,5,6,6,,170,,35,128,176,5,191,181,43,,,184,,,,,56.23,50.68,unsat,17.42,0.15,0.00,0.02,0.01,0.10,14.98,13.34,,0.03,0.00,0.00,0.70,17.03,1.23,15.79,1.22,0.26,10.62,,
bv-zipcpu-pfcache-p22.smt2,,,,,,,23,22,,1089,,643,497,7698,68,1193,1167,4271,,,1172,,31,4,,542.89,493.38,timeout,899.98,3.08,0.17,1.33,0.17,1.16,578.04,482.92,,6.57,0.00,0.00,31.20,651.82,196.63,455.11,38.69,13.10,326.30,0.03,
bv-zipcpu-pfcache-p24.smt2,,,,,,,22,21,,839,,295,377,5713,51,928,908,3096,,,913,,,,,661.47,609.96,timeout,899.98,1.88,0.09,0.81,0.11,0.69,411.48,294.41,,4.46,0.00,0.00,16.35,455.74,166.83,288.83,21.43,7.70,205.14,0.02,
bv-zipcpu-pfcache-p27.smt2,,,,,,4,5,5,,75,,6,64,54,,85,78,13,,,79,,,,,32.38,24.57,unsat,4.96,0.09,0.01,0.02,0.01,0.06,3.92,3.53,,0.00,0.00,0.00,0.34,4.71,0.25,4.45,0.52,0.05,2.96,,
bv-zipcpu-pfcache-p28.smt2,,,,,,5,6,6,,134,,4,117,144,3,160,150,50,,,153,,,,,92.44,78.12,unsat,77.54,0.20,0.00,0.02,0.01,0.14,73.25,62.90,,0.02,0.01,0.00,2.10,76.97,5.04,71.92,2.82,0.18,50.69,,
bv-zipcpu-zipmmu-p00.smt2,,,,,,,10,9,,997,,69,280,1808,28,1020,1005,346,,,1010,,,1,1,476.83,410.94,timeout,899.99,4.50,0.25,2.57,0.20,1.22,545.26,481.33,,1.86,0.00,0.00,106.58,685.63,92.08,593.53,112.24,11.76,392.60,0.18,0.02
bv-zipcpu-zipmmu-p02.smt2,,,,,,,9,8,,694,,43,255,1090,17,708,695,307,,,700,,,,,465.19,428.52,timeout,899.99,2.72,0.17,1.46,0.14,0.80,215.07,189.24,,0.62,0.00,0.00,52.93,284.29,29.25,255.02,56.19,5.48,158.10,,
bv-zipcpu-zipmmu-p09.smt2,,,,,,4,5,5,,55,,2,41,67,3,62,58,33,,,57,,,,,2104.47,1754.19,unsat,345.29,0.07,0.00,0.02,0.00,0.03,2.81,2.45,,0.00,0.00,0.00,1.89,5.01,0.24,4.76,2.00,0.03,2.08,,
bv-zipcpu-zipmmu-p14.smt2,,,,,,,11,10,,664,,12,252,752,84,687,675,246,,,678,,,,,444.31,378.67,timeout,899.98,2.16,0.13,0.99,0.12,0.76,318.69,280.07,,0.14,0.00,0.00,77.88,414.43,30.41,384.00,81.36,6.62,256.37,,
bv-zipcpu-zipmmu-p26.smt2,,,,,,,9,8,,491,,59,132,738,24,504,495,120,,,496,,,,,1056.11,742.80,timeout,899.99,48.70,3.26,33.98,0.83,12.03,186.73,135.42,,0.38,0.00,0.00,74.40,319.05,23.11,295.91,76.56,2.61,141.51,,
bv-zipcpu-zipmmu-p31.smt2,,,,,,,10,9,,602,,160,133,1068,12,618,605,145,,,608,,,,,557.24,529.10,timeout,899.99,25.80,1.86,17.12,0.59,6.84,240.25,190.49,,0.63,0.01,0.00,84.35,362.95,33.87,329.05,87.10,4.67,179.45,0.04,
bv-zipcpu-zipmmu-p33.smt2,,,,,,,10,9,,675,,42,164,1109,16,696,679,165,,,686,,,,,447.54,381.83,timeout,899.99,2.78,0.17,1.48,0.12,0.87,255.77,226.23,,0.79,0.00,0.00,49.21,322.59,38.55,284.01,52.50,5.79,188.66,0.04,
bv-zipcpu-zipmmu-p39.smt2,,,,,,7,10,10,,246,,87,219,400,42,317,303,114,,,307,,,,,143.93,130.49,unsat,78.03,0.54,0.03,0.21,0.03,0.22,48.90,42.34,,0.16,0.00,0.00,21.12,74.12,3.75,70.34,22.35,1.02,36.72,0.01,
bv-zipcpu-zipmmu-p48.smt2,,,,,,,11,10,,995,,92,277,1960,25,1035,1026,490,,,1025,,,3,3,485.27,475.71,timeout,900.22,3.02,0.17,1.44,0.16,1.02,512.54,454.58,,1.68,0.00,0.00,123.08,667.67,78.79,588.85,129.05,11.51,375.21,0.12,0.02
bv-zipversa_composecrc_prf-p00.smt2,,,,,,3,4,4,,11,,2,6,25,3,16,13,11,,,12,,,,,17.84,16.13,unsat,0.79,0.01,,,,0.01,0.38,0.34,,,0.01,0.01,0.30,0.73,0.12,0.60,0.31,0.00,0.17,,
bv-zipversa_composecrc_prf-p03.smt2,,,,,,,9,8,,333,,15,83,1155,7,358,345,831,,,350,,,,,1692.69,1585.32,timeout,899.98,4.74,0.30,2.96,0.18,1.09,154.28,127.06,,0.03,0.01,0.01,56.95,221.58,36.67,184.89,58.26,1.52,96.06,,
bv-zipversa_composecrc_prf-p07.smt2,,,,,,10,11,11,,18,,9,5,58,,29,8,19,,,17,,,,,17.80,15.93,unsat,1.38,0.02,,0.00,0.00,0.01,0.62,0.52,,,0.01,0.01,0.56,1.30,0.19,1.07,0.57,0.00,0.39,,
bv-zipversa_composecrc_prf-p10.smt2,,,,,,,7,6,,32,,4,9,71,,40,28,19,,,33,,,,,,,,,0.46,0.03,0.35,0.01,0.06,17.46,5.18,,0.01,0.01,0.01,1.50,19.62,10.59,9.02,1.56,0.02,3.97,,
bv-zipversa_composecrc_prf-p11.smt2,,,,,,2,3,3,,5,,1,2,9,,7,5,4,,,4,,,,,14.54,13.10,unsat,0.22,0.00,,,,0.00,0.07,0.04,,,0.01,0.01,0.09,0.18,0.03,0.14,0.10,,0.01,,
bv-zipversa_composecrc_prf-p15.smt2,,,,,,11,11,11,,77,,25,48,295,5,114,94,156,,,103,,,,,52.92,47.20,unsat,12.26,0.11,0.00,0.02,0.01,0.07,7.95,7.17,,0.02,0.01,0.01,3.52,12.14,1.94,10.17,3.71,0.08,4.77,,
bv-zipversa_composecrc_prf-p17.smt2,,,,,,11,15,15,,74,,39,42,300,4,116,95,114,,,103,,,,,98.25,89.24,unsat,19.74,0.11,0.00,0.03,0.01,0.07,15.70,11.10,,0.01,0.01,0.01,3.29,19.64,4.88,14.71,3.45,0.08,9.76,,
bv-zipversa_composecrc_prf-p22.smt2,,,,,,3,6,6,,15,,7,16,28,,29,20,9,,,23,,,,,21.71,19.73,unsat,1.67,0.02,,0.00,0.00,0.01,1.10,0.98,,,0.01,0.01,0.35,1.56,0.10,1.45,0.39,0.01,0.77,,
