index,SPACER_cex_depth,SPACER_cluster_out_of_gas,SPACER_conj,SPACER_conj_failed,SPACER_conj_success,SPACER_inductive_level,SPACER_max_depth,SPACER_max_query_lvl,SPACER_non_local_gen,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_reach_queries,SPACER_pob_out_of_gas,SPACER_queries,SPACER_reuse_reach_facts,SPACER_subsume_failed,SPACER_subsume_pob,SPACER_subsume_success,max_memory,memory,status,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_global,time_spacer_solve_reach_is_reach
bv-qspiflash_dualflexpress_divthree-p111.smt2,,29,,,,,47,46,80,701,,807,101,12649,71,1203,1152,6814,,3,1189,,205,200,,449.55,429.03,timeout,899.99,5.11,0.28,2.81,0.24,1.39,602.27,429.36,,5.62,0.02,0.02,46.13,707.68,268.83,438.69,50.22,13.57,272.84,11.84,
bv-qspiflash_dualflexpress_divthree-p113.smt2,,5,,,,,67,66,1,845,,5769,205,25257,84,1446,1364,14284,1,1,1454,1,39,17,1,426.00,374.26,timeout,899.99,3.54,0.19,1.78,0.22,1.07,744.22,555.26,,6.68,0.02,0.02,37.70,823.74,290.94,532.55,42.33,14.11,364.52,0.35,0.01
bv-qspiflash_dualflexpress_divthree-p121.smt2,,,,,,,23,22,,1254,,1195,251,8543,109,1624,1578,3645,,,1622,,1,1,,434.54,386.27,timeout,899.97,4.23,0.24,2.02,0.25,1.28,575.93,466.79,,4.05,0.02,0.02,24.23,647.28,160.15,487.06,29.82,22.31,338.95,0.18,
bv-qspiflash_dualflexpress_divthree-p124.smt2,,6,,,,,27,26,6,895,,1239,179,10096,54,1330,1245,4175,,2,1357,,27,21,,425.85,361.22,timeout,899.99,3.01,0.16,1.41,0.19,1.02,391.66,319.77,,5.81,0.02,0.02,13.81,444.24,167.05,277.10,18.17,14.50,184.53,0.24,
bv-qspiflash_dualflexpress_divthree-p134.smt2,,15,,,,,45,44,3,986,,2215,187,18149,198,1453,1438,10560,,3,1487,,162,18,,459.46,398.28,timeout,899.98,2.79,0.15,1.28,0.18,0.94,707.82,527.62,,6.55,0.02,0.02,58.50,810.36,321.33,488.86,63.29,15.54,311.14,0.21,
bv-qspiflash_dualflexpress_divthree-p136.smt2,,,,,,,28,27,,1409,,3730,210,16935,69,1736,1677,7703,,,1723,,5,5,,516.54,476.46,timeout,899.99,6.07,0.34,3.01,0.34,2.01,791.37,590.68,,11.29,0.02,0.02,32.14,893.12,333.41,559.61,39.13,28.65,372.81,0.52,
bv-qspiflash_dualflexpress_divthree-p141.smt2,,,,,,13,35,35,,126,,347,158,3448,10,516,269,1605,,,485,,,,,96.35,79.80,unsat,48.91,0.92,0.05,0.39,0.06,0.35,40.06,30.19,,0.56,0.02,0.02,1.96,48.36,15.64,32.60,2.82,1.73,20.16,,
bv-qspiflash_dualflexpress_divthree-p143.smt2,,,,,,3,3,3,,6,,1,2,11,,8,5,5,,,5,,,,,24.90,13.65,unsat,0.13,0.00,,,,0.00,0.03,0.02,,,0.02,0.02,,0.05,0.01,0.03,0.00,,0.01,,
bv-qspiflash_dualflexpress_divthree-p151.smt2,,,,,,,56,55,,820,,5051,160,25284,86,1340,1227,14102,,,1323,,,,,419.97,355.16,timeout,899.97,2.19,0.10,0.88,0.15,0.77,627.10,485.88,,8.46,0.02,0.02,47.36,717.29,359.40,357.69,51.69,13.04,206.36,0.06,
bv-qspiflash_dualflexpress_divthree-p153.smt2,,2,,,,,26,25,1,1384,,1114,270,9189,96,1799,1836,3819,,5,1880,,138,28,,484.69,419.21,timeout,899.97,4.32,0.23,2.06,0.26,1.41,771.33,627.91,,5.88,0.02,0.02,42.98,873.41,212.03,661.29,50.19,26.85,462.89,0.38,
bv-qspiflash_dualflexpress_divthree-p158.smt2,,,,,,2,4,4,,12,,3,7,15,,19,13,1,,,14,,,,,25.21,14.94,unsat,0.27,0.01,,0.00,,0.00,0.13,0.10,,,0.02,0.02,0.02,0.18,0.03,0.14,0.03,0.00,0.07,,
bv-qspiflash_dualflexpress_divthree-p161.smt2,,,,,,,27,26,,1140,,1921,178,14767,58,1564,1427,6310,,,1555,,,,,443.41,376.40,timeout,899.99,3.13,0.16,1.40,0.21,1.06,759.82,649.04,,10.73,0.02,0.02,35.98,855.33,358.48,496.76,41.57,21.52,346.46,0.13,
bv-qspiflash_dualflexpress_divthree-p164.smt2,,,,,,17,19,19,,342,,878,425,4961,54,899,865,2816,,,890,,79,5,,201.55,174.98,unsat,170.48,1.54,0.08,0.62,0.10,0.60,143.74,107.04,,1.61,0.02,0.02,8.34,168.47,37.45,130.96,10.83,6.83,85.33,0.14,
bv-qspiflash_qflexpress_divfive-p017.smt2,,,,,,4,6,6,,30,,8,24,32,,45,34,3,,,38,,,,,25.09,15.51,unsat,0.48,0.02,,0.00,0.00,0.01,0.25,0.20,,,0.02,0.02,0.04,0.39,0.04,0.33,0.07,0.01,0.14,,
bv-qspiflash_qflexpress_divfive-p029.smt2,,,,,,19,24,24,,285,,1508,660,9833,106,1099,1072,6134,,,1088,,3,3,,254.17,232.88,unsat,272.85,1.88,0.10,0.82,0.12,0.68,223.60,155.84,,3.17,0.03,0.02,20.89,268.72,82.65,185.99,24.26,10.12,112.63,0.15,
bv-qspiflash_qflexpress_divfive-p036.smt2,,,,,,9,13,13,,119,,70,123,688,15,251,237,346,,,242,,,,,39.60,36.02,unsat,8.69,0.19,0.01,0.06,0.01,0.09,5.64,4.20,,0.05,0.02,0.02,1.28,8.40,1.45,6.92,1.62,0.45,3.08,,
bv-qspiflash_qflexpress_divfive-p038.smt2,,,,,,11,13,13,,65,,40,90,702,,157,136,405,,,146,,,,,34.28,30.03,unsat,5.51,0.15,0.01,0.06,0.01,0.06,3.60,2.63,,0.06,0.03,0.02,0.74,5.30,1.39,3.88,0.94,0.19,1.70,,
bv-qspiflash_qflexpress_divfive-p048.smt2,,,,,,4,7,7,,22,,8,21,55,,42,32,17,,,35,,,,,25.08,15.76,unsat,0.92,0.02,,0.00,0.00,0.01,0.38,0.29,,,0.02,0.02,0.32,0.82,0.08,0.73,0.36,0.01,0.20,,
bv-qspiflash_qflexpress_divfive-p063.smt2,,31,,,,,56,55,19,753,,3338,172,22472,103,1527,1350,11539,,3,1518,,130,26,,421.89,356.64,timeout,899.99,2.38,0.12,1.00,0.17,0.83,785.38,599.38,,10.48,0.02,0.02,48.83,888.09,468.17,419.71,53.86,18.03,241.02,0.49,
bv-qspiflash_qflexpress_divfive-p064.smt2,,,,,,14,21,21,,230,,651,257,4292,19,554,517,2104,8,,545,1,13,2,1,125.04,111.74,unsat,71.76,0.67,0.03,0.23,0.05,0.28,53.26,38.76,,1.28,0.03,0.02,8.94,70.84,25.01,45.76,10.13,2.80,22.62,0.06,0.19
bv-qspiflash_qflexpress_divfive-p067.smt2,,,,,,,29,28,,969,,1161,179,10461,114,1323,1292,4175,,,1336,,2,2,,437.23,381.08,timeout,899.98,4.35,0.22,2.20,0.24,1.26,734.15,624.70,,8.55,0.02,0.02,43.44,850.91,252.59,598.22,49.26,37.84,425.39,0.46,
bv-qspiflash_qflexpress_divfive-p075.smt2,,,,,,,26,25,,1212,,858,358,8423,192,1345,1343,4471,,1,1355,,96,9,,453.36,388.65,timeout,899.99,4.50,0.22,2.32,0.22,1.39,713.31,552.92,,6.90,0.03,0.03,89.20,885.49,205.24,680.16,98.21,48.01,436.30,1.28,
bv-qspiflash_qflexpress_divfive-p079.smt2,,17,,,,,48,47,9,827,,1329,261,17185,93,1328,1691,9060,,34,1773,,112,69,,416.77,352.31,timeout,899.98,3.49,0.17,1.77,0.21,1.04,614.76,462.34,,8.96,0.03,0.02,110.71,785.17,304.52,480.47,117.93,15.74,234.07,4.96,
bv-qspiflash_qflexpress_divfive-p094.smt2,,4,,,,,32,31,,1088,,789,140,11120,59,1453,1455,6574,,3,1483,,336,35,,451.57,409.18,timeout,899.97,2.72,0.14,1.15,0.20,0.93,557.56,439.76,,4.36,0.03,0.02,30.57,629.03,173.88,455.04,35.89,17.68,317.98,0.36,
bv-qspiflash_qflexpress_divfive-p100.smt2,,,,,,,22,21,1,1195,,580,135,7239,117,1382,1331,3461,,,1376,,12,5,,448.02,391.72,timeout,899.98,2.89,0.15,1.35,0.20,0.94,731.48,632.41,,3.64,0.03,0.03,25.80,799.19,158.63,640.49,30.89,19.73,512.43,0.46,
bv-qspiflash_qflexpress_divfive-p104.smt2,,,,,,13,15,15,,192,,324,114,1517,1,369,336,607,,,358,,,,,57.83,53.00,unsat,21.27,0.28,0.01,0.08,0.02,0.13,16.04,10.99,,0.19,0.02,0.02,2.08,20.94,4.27,16.62,2.70,0.91,9.43,0.01,
bv-qspiflash_qflexpress_divfive-p107.smt2,,1,,,,,26,25,,1174,,819,193,11092,65,1422,1434,6187,4,3,1449,1,267,21,1,470.41,405.38,timeout,899.97,2.86,0.14,1.23,0.19,1.03,594.91,467.45,,6.80,0.02,0.02,59.68,702.95,230.42,472.44,65.28,20.43,303.08,0.54,0.04
bv-qspiflash_qflexpress_divfive-p113.smt2,,,,,,,52,51,,667,,3872,153,14516,68,1579,952,5347,,,1540,,,,,272.34,263.84,timeout,899.97,4.17,0.20,1.90,0.26,1.34,695.94,522.34,,7.62,0.03,0.02,11.73,758.22,226.78,531.26,16.84,19.36,396.92,0.04,
bv-qspiflash_qflexpress_divfive-p121.smt2,,,,,,,52,51,,754,,1552,118,17532,38,1580,1464,10158,5,,1594,2,12,2,2,377.96,343.27,timeout,899.98,4.22,0.22,1.85,0.29,1.50,734.90,523.75,,5.64,0.03,0.02,67.11,854.67,264.62,589.86,72.66,22.47,395.54,0.28,0.09
bv-qspiflash_qflexpress_divfive-p122.smt2,,,,,,3,5,5,,14,,3,8,19,,23,14,4,,,17,,,,,25.13,14.91,unsat,0.29,0.01,,0.01,0.00,0.01,0.13,0.10,,,0.02,0.02,0.01,0.20,0.03,0.16,0.02,0.00,0.07,,
bv-qspiflash_qflexpress_divfive-p137.smt2,,,,,,,23,22,3,1245,,1822,141,15501,80,1500,1463,7591,6,,1493,3,39,21,3,468.38,433.12,timeout,899.98,3.22,0.16,1.41,0.21,1.16,752.96,595.98,,12.15,0.03,0.02,41.51,857.99,391.96,465.95,47.49,25.28,305.96,0.57,0.07
bv-qspiflash_qflexpress_divfive-p139.smt2,,6,1,,3,,28,27,,1204,,1777,115,13350,45,1825,1786,6014,,2,1818,,139,35,,498.71,442.38,timeout,899.98,3.44,0.18,1.55,0.23,1.14,723.29,574.03,,8.66,0.03,0.03,51.81,834.74,283.18,551.47,58.75,25.22,357.75,0.60,
bv-rast-p00.smt2,2,,,,,,2,2,,2,,,,2,,3,2,,2,,2,1,,,,18.00,11.12,sat,0.07,,,,,,0.00,,,,0.00,,0.01,0.02,,0.01,,,,,
bv-rast-p01.smt2,,,,,,,1,1,,2,,,2,1,1,3,2,1,,,1,,,,,28.06,25.56,unsat,0.21,,,,,,0.07,,,,0.07,0.07,,0.07,0.00,0.07,,,,,
bv-rast-p03.smt2,1,,,,,,1,1,,1,,,,,,1,1,,1,,,1,,,,19.00,11.34,sat,0.07,,,,,,,,,,0.02,0.01,,0.00,,0.00,,,,,
bv-rast-p04.smt2,,,,,,,1,1,,2,,,2,1,1,3,2,1,,,1,,,,,43.37,39.38,unsat,2.17,,,,,,2.03,,,,0.07,0.07,,2.03,1.96,0.07,,,,,
bv-rast-p06.smt2,1,,,,,,1,1,,1,,,,,,1,1,,1,,,1,,,,19.00,10.18,sat,0.05,,,,,,,,,,0.00,,,0.00,,0.00,,,,,
bv-rast-p11.smt2,2,,,,,,2,2,,2,,,,2,,3,2,,2,,2,1,,,,18.00,10.53,sat,0.06,,,,,,0.00,,,,0.00,,,0.01,,0.00,,,,,
bv-rast-p14.smt2,2,,,,,,2,2,,2,,,,2,,3,2,,2,,2,1,,,,20.25,15.64,sat,0.12,,,,,,0.02,0.01,,,0.00,0.00,0.01,0.04,0.00,0.03,,,,,
bv-rast-p16.smt2,2,,,,,,2,2,,2,,,,2,,3,2,,2,,2,1,,,,20.25,15.64,sat,0.11,,,,,,0.02,0.00,,,0.00,0.00,0.01,0.04,0.00,0.03,,,,,
bv-rast-p17.smt2,2,,,,,,2,2,,2,,,,2,,3,2,,2,,2,1,,,,18.09,14.16,sat,0.12,,,,,,0.01,0.00,,,0.00,0.00,0.03,0.04,0.00,0.04,,,,,
bv-rast-p18.smt2,1,,,,,,1,1,,1,,,,,,1,1,,1,,,1,,,,19.00,10.18,sat,0.05,,,,,,,,,,0.00,,,0.00,,0.00,,,,,
bv-rast-p19.smt2,1,,,,,,1,1,,1,,,,,,1,1,,1,,,1,,,,19.00,10.18,sat,0.06,,,,,,,,,,0.00,,,0.00,,0.00,,,,,
bv-rast-p21.smt2,,,,,,,1,1,,2,,,2,1,1,3,2,1,,,1,,,,,862.34,798.63,unsat,92.61,,,,,,92.17,,,,0.04,0.04,,92.17,92.13,0.03,,,,,
bv-ridecore.smt2,,,,,,,2,1,,2,,,,2,,3,2,,,,1,,,,,10544.78,5522.61,timeout,899.77,0.01,,0.00,0.00,,117.15,86.20,,,8.27,8.16,,118.56,87.36,31.20,,,,,
bv-rushhour.4.prop1-func-interl.smt2,,,,,,,4,3,,22,,3,,26,,26,21,,,,22,,,,,820.77,790.41,timeout,899.96,0.12,0.00,0.05,0.01,0.04,644.83,640.71,,,0.09,0.07,0.08,646.09,472.19,173.89,0.43,0.00,156.36,,
bv-shift_register_top_w128_d16_e0.smt2,,,1,,10,,14,13,,374,,339,,2079,17,453,437,804,22,1,431,22,98,35,22,226.61,225.13,timeout,899.98,1.21,0.07,0.59,0.07,0.41,675.54,645.82,,0.56,0.00,0.00,0.34,684.91,74.10,610.77,0.88,2.12,563.12,0.30,0.17
bv-shift_register_top_w128_d64_e0.smt2,,,2,,,,12,11,3,303,,394,6,1560,1,374,367,435,11,2,359,9,63,33,9,236.79,224.64,timeout,899.99,1.23,0.07,0.56,0.06,0.49,643.68,610.65,,0.40,0.01,0.00,0.34,651.98,81.62,570.32,1.29,1.32,503.17,0.53,0.47
bv-shift_register_top_w16_d128_e0.smt2,,9,,,,,13,12,4,288,,365,,1481,5,372,358,410,10,,359,7,25,20,7,,,,,1.40,0.07,0.54,0.06,0.65,196.69,176.09,,0.31,0.01,0.01,0.64,205.76,41.24,164.49,2.57,1.32,115.17,0.34,0.30
bv-shift_register_top_w16_d16_e0.smt2,,,,,,,16,15,1,373,,438,7,2153,13,507,480,704,28,,475,23,105,45,23,,,,,1.21,0.07,0.55,0.07,0.44,111.30,98.18,,0.55,0.00,0.00,0.25,119.17,23.85,95.27,0.94,2.24,76.51,0.33,0.17
bv-shift_register_top_w16_d32_e0.smt2,,3,1,,,,15,14,,346,,435,1,2021,3,443,422,643,28,1,420,25,61,40,25,,,,,1.48,0.09,0.70,0.07,0.55,105.89,93.57,,0.53,0.00,0.00,0.35,113.90,23.46,90.40,1.24,1.83,70.18,0.41,0.17
bv-shift_register_top_w16_d64_e0.smt2,,,1,,1,,10,9,,316,,169,,1135,,355,350,399,11,,335,6,79,24,6,,,,,1.18,0.07,0.54,0.05,0.47,105.86,95.06,,0.23,0.01,0.00,0.32,112.05,17.31,94.71,1.22,1.35,75.82,0.21,0.34
bv-shift_register_top_w16_d8_e0.smt2,18,5,2,,,,17,17,,423,,630,,3422,7,564,555,1342,66,2,553,49,82,68,48,145.69,134.97,sat,128.10,1.41,0.09,0.68,0.08,0.48,117.92,101.46,,0.90,0.00,,0.31,128.01,34.44,93.51,1.02,2.72,72.05,0.64,0.61
bv-shift_register_top_w32_d128_e0.smt2,,,1,,10,,11,10,,398,,300,5,1319,,484,475,293,16,,455,11,161,38,11,260.40,255.85,timeout,899.99,2.37,0.11,0.99,0.09,1.07,529.62,491.64,,0.37,0.01,0.01,0.83,542.93,64.93,477.97,3.19,2.37,376.42,0.48,1.13
bv-shift_register_top_w32_d16_e0.smt2,,1,,,,,16,15,,387,,504,1,2276,2,533,510,723,37,,490,30,132,67,30,,,,,1.64,0.10,0.79,0.09,0.57,164.80,148.91,,0.62,0.00,0.00,0.30,173.74,29.89,143.80,0.95,2.30,120.12,0.47,0.24
bv-shift_register_top_w32_d8_e0.smt2,18,15,,,,,17,17,,357,,650,28,2823,4,537,515,1049,72,,516,58,55,75,57,135.09,123.42,sat,131.67,1.46,0.09,0.66,0.09,0.54,122.69,104.80,,0.67,0.00,,0.30,131.57,27.93,103.58,1.01,2.19,80.50,0.61,0.65
bv-shift_register_top_w64_d8_e0.smt2,17,3,,,,,17,17,,239,,324,21,1567,2,346,326,558,28,,335,14,15,21,13,101.91,93.66,sat,110.07,0.62,0.04,0.28,0.04,0.22,105.85,96.81,,0.23,0.00,,0.17,109.93,16.54,93.34,0.50,0.92,79.80,0.12,0.68
bv-shift_register_top_w8_d128_e0.smt2,,,1,1,,,14,13,4,251,1,232,,1378,1,353,336,466,15,,337,13,24,29,12,,,,,1.30,0.06,0.49,0.06,0.61,146.54,129.85,,0.26,0.01,0.01,0.68,154.98,30.00,124.94,2.26,1.12,90.82,0.49,0.19
bv-simple_alu.smt2,,,,,,1,3,3,,5,,2,3,7,,9,3,1,,,5,,,,,9.90,9.18,unsat,0.06,0.00,,,,,0.01,0.00,,,0.00,,0.01,0.04,0.00,0.03,0.02,,0.00,,
bv-stack-p1.smt2,2,,,,,,2,2,,2,,,,2,,3,2,,2,,2,1,,,,13.83,10.54,sat,0.05,,,,,,0.01,0.01,,,0.00,,0.00,0.02,0.00,0.01,,,,,
bv-stack-p2.smt2,2,,,,,,2,2,,2,,,,2,,3,2,,2,,2,1,,,,13.71,10.47,sat,0.04,,,,,,0.01,0.00,,,0.00,,,0.01,0.00,0.01,,,,,
bv-vcegar_QF_BV_ar.smt2,,,,,,1,3,3,,4,,2,3,6,,9,3,1,,,5,,,,,663.16,183.54,unsat,15.19,8.77,0.14,6.88,0.04,1.78,3.79,0.71,,,0.00,,,12.60,0.39,12.20,0.00,,0.59,,
bv-vcegar_QF_BV_itc99_b13_p10.smt2,,,,,,2,6,6,,11,,3,17,55,2,33,20,31,,,27,,,,,10.33,9.76,unsat,0.09,0.01,,0.00,,0.00,0.03,0.01,,,0.00,,0.00,0.07,0.01,0.05,0.01,0.00,0.01,,
bv-vcegar_arrays_itc99_b12_p2.smt2,2,,,,,,2,2,,2,,,,2,,3,2,,2,,2,1,,,,12.69,9.92,sat,0.04,,,,,,0.01,0.00,,,0.00,0.00,,0.01,0.00,0.01,,,,,
bv-vgasim_imgfifo-p036.smt2,,,,,,,11,10,,303,,56,84,793,4,327,311,280,,,316,,,,,416.14,365.01,timeout,899.99,1.83,0.08,0.69,0.06,0.72,174.03,148.83,,0.21,0.02,0.02,2.99,184.68,38.24,146.40,5.05,0.98,100.96,,
bv-vgasim_imgfifo-p047.smt2,,,,,,3,4,4,,29,,1,22,24,3,32,27,10,,,28,,,,,32.23,26.17,unsat,1.58,0.06,0.00,0.01,0.00,0.05,1.22,1.05,,,0.02,0.02,0.06,1.45,0.14,1.29,0.10,0.01,0.76,,
bv-vgasim_imgfifo-p064.smt2,,,2,,23,13,13,13,,142,,31,105,550,5,194,176,289,,,180,,,,,129.92,118.58,unsat,113.68,0.66,0.03,0.15,0.02,0.37,109.20,100.17,,0.10,0.02,0.02,0.77,113.11,17.38,95.69,1.68,0.29,74.00,0.01,
bv-vgasim_imgfifo-p066.smt2,,,,,,7,8,8,,68,,16,46,97,4,79,69,32,,,71,,,,,47.15,42.75,unsat,8.23,0.18,0.01,0.03,0.01,0.12,7.41,6.87,,0.00,0.02,0.02,0.13,8.09,0.57,7.50,0.25,0.04,5.65,,
bv-vgasim_imgfifo-p070.smt2,,,,,,,15,14,,465,,132,196,1976,60,494,475,1110,,,481,,,,,899.27,855.07,timeout,899.97,32.65,1.53,17.24,0.67,6.06,843.38,643.17,,0.74,0.02,0.02,2.75,891.72,261.24,630.44,5.33,2.73,492.88,0.02,
bv-vgasim_imgfifo-p075.smt2,,,,,,,13,12,,94,,70,31,614,18,123,115,341,,,118,,,,,392.47,378.07,timeout,899.97,0.32,0.01,0.05,0.01,0.21,18.14,14.51,,0.03,0.03,0.02,0.36,20.00,5.43,14.54,0.80,0.09,8.27,,
bv-vgasim_imgfifo-p082.smt2,,,,,,,11,10,,405,,11,128,663,16,431,419,308,,,423,,,,,1170.78,756.67,timeout,899.99,2.50,0.12,0.99,0.09,1.09,228.53,186.08,,0.04,0.03,0.02,2.92,241.94,23.55,218.36,5.89,2.21,176.49,0.03,
bv-vgasim_imgfifo-p088.smt2,,,,,,,9,8,,350,,126,71,1335,11,374,366,601,,,366,,1,2,,436.52,417.16,timeout,899.99,3.88,0.23,1.81,0.13,1.26,444.85,393.20,,0.51,0.03,0.02,1.67,458.99,161.82,297.14,3.89,1.46,212.72,0.30,
bv-vgasim_imgfifo-p089.smt2,,,,,,,11,10,,505,,13,243,1419,45,538,531,936,,,537,,,,,463.35,438.71,timeout,899.99,3.48,0.17,1.54,0.11,1.39,337.29,289.72,,0.31,0.02,0.02,6.60,358.99,39.31,319.65,10.32,3.45,245.88,0.03,
bv-vgasim_imgfifo-p093.smt2,,,,,,7,9,9,,60,,11,46,132,4,79,64,74,,,69,,,,,66.62,61.02,unsat,22.52,0.28,0.01,0.03,0.01,0.21,11.64,10.53,,0.00,0.05,0.02,0.48,21.42,6.16,8.32,0.82,0.03,4.36,,
bv-vgasim_imgfifo-p099.smt2,,,,,,12,12,12,,164,,31,122,568,21,237,235,350,,,237,,,,,193.51,162.49,unsat,72.30,0.73,0.03,0.16,0.03,0.45,65.42,46.67,,0.06,0.02,0.02,2.49,71.54,18.46,53.04,3.73,0.48,35.70,,
bv-vgasim_imgfifo-p105.smt2,,,,,,,18,17,,420,,104,166,1475,32,486,460,663,,,473,,,,,386.43,347.89,timeout,899.96,20.15,1.24,15.08,0.45,3.08,672.95,595.95,,0.60,0.02,0.02,5.14,710.78,155.48,555.25,8.76,2.42,419.00,,
bv-vgasim_imgfifo-p109.smt2,,,,,,,12,11,,542,,121,83,2091,17,578,562,848,,,566,,,,,779.76,736.85,timeout,899.98,9.00,0.46,4.50,0.26,2.65,389.31,308.67,,0.87,0.02,0.02,1.92,413.43,162.17,251.22,4.25,3.77,171.67,,
bv-vgasim_imgfifo-p110.smt2,,,,,,,12,11,,441,,80,100,2593,21,479,462,1292,,,467,,,,,516.89,498.75,timeout,899.99,32.60,2.41,21.11,0.64,7.72,658.56,553.01,,1.70,0.02,0.02,2.54,710.31,256.84,453.43,5.82,2.56,315.27,,
bv-vgasim_imgfifo-p111.smt2,,,,,,,11,10,,534,,70,128,1649,28,562,547,581,,,551,,,,,546.54,518.90,timeout,899.99,11.79,0.62,6.30,0.34,2.86,799.63,717.29,,1.09,0.02,0.02,2.59,829.63,195.71,633.90,5.72,2.88,479.18,,
bv-vis_arrays_am2901.smt2,,,,,,,11,10,,1024,,920,,2046,,1034,1007,,,,1023,,,,,242.58,212.14,timeout,899.99,4.33,0.07,0.53,0.07,3.53,296.84,277.30,,0.77,0.02,0.01,248.17,569.56,51.73,517.80,250.66,9.23,197.95,,
bv-vis_arrays_am2910_p1.smt2,,,,,,3,6,6,,8,,9,4,18,,21,6,1,,,14,,,,,13.72,12.68,unsat,0.20,0.01,,0.00,,0.01,0.11,0.07,,,0.01,0.01,0.01,0.16,0.02,0.13,0.02,0.00,0.04,,
bv-vis_arrays_am2910_p2.smt2,,,,,,3,5,5,,8,,6,4,18,,16,6,3,,,10,,,,,9.97,9.39,unsat,0.06,0.00,,0.00,,0.00,0.02,0.01,,,0.00,,0.00,0.04,0.01,0.03,0.00,,0.01,,
bv-vis_arrays_am2910_p3.smt2,,,,,,2,6,6,,7,,10,8,35,,27,10,8,,,20,,,,,13.98,12.82,unsat,0.28,0.01,,0.00,,0.01,0.15,0.12,,,0.01,0.01,0.03,0.24,0.05,0.18,0.03,0.00,0.06,,
bv-vis_arrays_buf_bug.smt2,,91,750,616,356,,19,18,356,1455,69,2142,,8598,,2610,2073,2260,678,4,2605,629,171,48,22,456.29,454.24,timeout,899.99,20.07,1.04,7.35,1.05,10.47,651.83,497.53,,7.85,0.00,,2.36,742.75,163.57,579.11,9.92,33.74,351.39,5.12,5.21
bv-vis_arrays_bufferAlloc.smt2,,87,1388,1166,560,,20,19,613,1696,,2254,,7272,,3131,2758,1427,1214,2,3117,1164,,,,546.37,529.13,timeout,899.98,31.59,1.59,13.36,1.13,15.45,571.28,453.49,,4.70,0.00,,2.69,673.39,103.51,569.81,8.72,36.93,332.46,5.93,6.59
bv-zipcpu-busdelay-p00.smt2,,7,,,,,13,12,,470,,225,122,1780,12,545,534,569,17,,537,12,8,19,19,,,,,3.55,0.25,2.19,0.15,0.87,104.31,86.48,,0.73,0.00,,9.22,125.66,25.67,99.95,10.62,2.94,65.09,0.63,0.19
bv-zipcpu-busdelay-p15.smt2,,,,,,7,8,8,,205,,11,119,358,3,246,232,131,,,237,,,,,504.54,252.48,unsat,87.48,0.26,0.01,0.10,0.02,0.10,78.09,69.76,,0.05,0.00,,4.47,84.44,2.44,81.98,4.93,0.53,18.83,,
bv-zipcpu-busdelay-p30.smt2,,3,,,,,12,11,,491,,163,125,1570,9,551,543,445,,,543,,,16,16,,,,,3.19,0.23,1.97,0.14,0.76,82.59,68.80,,0.73,0.00,,6.42,100.33,21.36,78.94,7.86,3.23,51.46,0.29,0.06
bv-zipcpu-busdelay-p36.smt2,,3,,,,,14,13,,887,,462,178,4380,16,995,1002,1518,46,,993,35,17,36,36,654.19,596.53,timeout,899.98,10.75,0.70,6.75,0.40,2.68,380.04,320.91,,3.09,0.00,,27.32,442.95,105.26,337.65,27.25,9.80,238.72,0.75,1.54
bv-zipcpu-busdelay-p43.smt2,,,,,,6,8,8,,83,,6,81,226,1,130,119,102,,,122,,,,,30.30,27.47,unsat,6.39,0.07,0.00,0.02,0.01,0.04,4.64,4.03,,0.02,0.00,,0.94,6.22,0.73,5.47,1.12,0.14,3.27,,
bv-zipcpu-busdelay-p46.smt2,,,4,,4,,14,13,,647,,183,93,2289,7,736,715,655,,,720,,,,,,,,,10.56,0.79,6.77,0.39,2.54,188.17,162.30,,1.13,0.00,,8.49,220.56,42.27,178.26,10.55,5.91,115.91,0.08,
bv-zipcpu-busdelay-p47.smt2,,,2,1,100,,20,19,,248,4,156,67,1415,11,331,311,756,8,,321,1,47,3,,,,,,0.35,0.02,0.14,0.03,0.12,27.45,23.02,,0.16,0.00,,6.13,36.68,6.75,29.87,6.61,0.74,14.09,0.06,0.53
bv-zipcpu-pfcache-p01.smt2,,31,,,,,22,21,,788,,490,416,4861,75,893,875,2573,18,,876,18,,21,21,516.65,441.57,timeout,899.99,2.49,0.10,1.09,0.12,0.92,438.97,356.11,,4.02,0.00,0.00,18.35,487.98,126.82,361.08,21.10,7.12,243.41,3.15,0.23
